gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d0W1, d0W0.999998, d0W1, d0W0.990027, d0W0.999639, d0W0.999998, d0W0.700421, d0W0.915307, d0W0.990027, d0W0.999639, d0W0.367879, d0W0.459661, d0W0.700421, d0W0.915307, d0W0.990027, d0W0.700421, d0W0.459661, d0W0.367879, d0W0.459661, d0W0.700421, d0W0.915307, d0W0.990027, d0W0.915307, d0W0.700421, d0W0.459661, d0W0.367879, d0W0.459661, d0W0.700421, d0W0.999998, d0W0.999639, d0W0.990027, d0W0.915307, d0W0.700421, d0W0.459661, d0W0.367879, d0W0.459661, d0W1, d0W1, d0W0.999998, d0W0.999639, d0W0.990027, d0W0.915307, d0W0.700421, d0W0.459661, d0W0.367879, d1W1, d1W0.999998, d1W1, d1W0.990027, d1W0.999639, d1W0.999998, d1W0.700421, d1W0.915307, d1W0.990027, d1W0.999639, d1W0.367879, d1W0.459661, d1W0.700421, d1W0.915307, d1W0.990027, d1W0.700421, d1W0.459661, d1W0.367879, d1W0.459661, d1W0.700421, d1W0.915307, d1W0.990027, d1W0.915307, d1W0.700421, d1W0.459661, d1W0.367879, d1W0.459661, d1W0.700421, d1W0.999998, d1W0.999639, d1W0.990027, d1W0.915307, d1W0.700421, d1W0.459661, d1W0.367879, d1W0.459661, d1W1, d1W1, d1W0.999998, d1W0.999639, d1W0.990027, d1W0.915307, d1W0.700421, d1W0.459661, d1W0.367879, d2W1, d2W0.999998, d2W1, d2W0.990027, d2W0.999639, d2W0.999998, d2W0.700421, d2W0.915307, d2W0.990027, d2W0.999639, d2W0.367879, d2W0.459661, d2W0.700421, d2W0.915307, d2W0.990027, d2W0.700421, d2W0.459661, d2W0.367879, d2W0.459661, d2W0.700421, d2W0.915307, d2W0.990027, d2W0.915307, d2W0.700421, d2W0.459661, d2W0.367879, d2W0.459661, d2W0.700421, d2W0.999998, d2W0.999639, d2W0.990027, d2W0.915307, d2W0.700421, d2W0.459661, d2W0.367879, d2W0.459661, d2W1, d2W1, d2W0.999998, d2W0.999639, d2W0.990027, d2W0.915307, d2W0.700421, d2W0.459661, d2W0.367879, d3W1, d3W0.999998, d3W1, d3W0.990027, d3W0.999639, d3W0.999998, d3W0.700421, d3W0.915307, d3W0.990027, d3W0.999639, d3W0.367879, d3W0.459661, d3W0.700421, d3W0.915307, d3W0.990027, d3W0.700421, d3W0.459661, d3W0.367879, d3W0.459661, d3W0.700421, d3W0.915307, d3W0.990027, d3W0.915307, d3W0.700421, d3W0.459661, d3W0.367879, d3W0.459661, d3W0.700421, d3W0.999998, d3W0.999639, d3W0.990027, d3W0.915307, d3W0.700421, d3W0.459661, d3W0.367879, d3W0.459661, d3W1, d3W1, d3W0.999998, d3W0.999639, d3W0.990027, d3W0.915307, d3W0.700421, d3W0.459661, d3W0.367879, d4W1, d4W0.999998, d4W1, d4W0.990027, d4W0.999639, d4W0.999998, d4W0.700421, d4W0.915307, d4W0.990027, d4W0.999639, d4W0.367879, d4W0.459661, d4W0.700421, d4W0.915307, d4W0.990027, d4W0.700421, d4W0.459661, d4W0.367879, d4W0.459661, d4W0.700421, d4W0.915307, d4W0.990027, d4W0.915307, d4W0.700421, d4W0.459661, d4W0.367879, d4W0.459661, d4W0.700421, d4W0.999998, d4W0.999639, d4W0.990027, d4W0.915307, d4W0.700421, d4W0.459661, d4W0.367879, d4W0.459661, d4W1, d4W1, d4W0.999998, d4W0.999639, d4W0.990027, d4W0.915307, d4W0.700421, d4W0.459661, d4W0.367879, d5W1, d5W0.999998, d5W1, d5W0.990027, d5W0.999639, d5W0.999998, d5W0.700421, d5W0.915307, d5W0.990027, d5W0.999639, d5W0.367879, d5W0.459661, d5W0.700421, d5W0.915307, d5W0.990027, d5W0.700421, d5W0.459661, d5W0.367879, d5W0.459661, d5W0.700421, d5W0.915307, d5W0.990027, d5W0.915307, d5W0.700421, d5W0.459661, d5W0.367879, d5W0.459661, d5W0.700421, d5W0.999998, d5W0.999639, d5W0.990027, d5W0.915307, d5W0.700421, d5W0.459661, d5W0.367879, d5W0.459661, d5W1, d5W1, d5W0.999998, d5W0.999639, d5W0.990027, d5W0.915307, d5W0.700421, d5W0.459661, d5W0.367879, d6W1, d6W0.999998, d6W1, d6W0.990027, d6W0.999639, d6W0.999998, d6W0.700421, d6W0.915307, d6W0.990027, d6W0.999639, d6W0.367879, d6W0.459661, d6W0.700421, d6W0.915307, d6W0.990027, d6W0.700421, d6W0.459661, d6W0.367879, d6W0.459661, d6W0.700421, d6W0.915307, d6W0.990027, d6W0.915307, d6W0.700421, d6W0.459661, d6W0.367879, d6W0.459661, d6W0.700421, d6W0.999998, d6W0.999639, d6W0.990027, d6W0.915307, d6W0.700421, d6W0.459661, d6W0.367879, d6W0.459661, d6W1, d6W1, d6W0.999998, d6W0.999639, d6W0.990027, d6W0.915307, d6W0.700421, d6W0.459661, d6W0.367879, d7W1, d7W0.999998, d7W1, d7W0.990027, d7W0.999639, d7W0.999998, d7W0.700421, d7W0.915307, d7W0.990027, d7W0.999639, d7W0.367879, d7W0.459661, d7W0.700421, d7W0.915307, d7W0.990027, d7W0.700421, d7W0.459661, d7W0.367879, d7W0.459661, d7W0.700421, d7W0.915307, d7W0.990027, d7W0.915307, d7W0.700421, d7W0.459661, d7W0.367879, d7W0.459661, d7W0.700421, d7W0.999998, d7W0.999639, d7W0.990027, d7W0.915307, d7W0.700421, d7W0.459661, d7W0.367879, d7W0.459661, d7W1, d7W1, d7W0.999998, d7W0.999639, d7W0.990027, d7W0.915307, d7W0.700421, d7W0.459661, d7W0.367879, 
100, 1,1,1,0.9625,0.025,0,0,0,1,1,0.9975,0.8975,0.01,0,0,0,1,1,1,0.9975,0.0225,0,0,0,1,1,1,0.9925,0.0275,0,0,0,1,1,1,1,0.4775,0.1025,0,0.01,0.5875,0.665,0.9875,0.8475,0.0175,0,0,0,1,1,0.9975,0.995,0.1675,0.115,0,0,1,1,1,0.8825,0.3675,0.2225,0.1875,0.0225,77,33,90,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,77,90,33,0,0,0,0,0,0,86,23,91,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,86,91,23,0,0,0,0,0,0,190,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,10,0,0,0,0,0,0,0,68,38,83,0,10,38,0,0,0,10,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,38,10,0,0,0,1,0,1,68,83,38,10,0,0,0,1,0,15,56,49,13,50,56,6,7,13,50,2,2,6,7,13,6,2,2,2,6,7,13,7,6,2,2,2,6,56,50,13,7,6,2,2,2,15,49,56,50,13,7,6,2,2,77,27,90,1,5,27,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,27,5,1,0,0,0,0,0,77,90,27,5,1,0,0,0,0,136,7,57,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,136,57,7,0,0,0,0,0,0,183,2,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,183,15,2,0,0,0,0,0,0,
110, 1,1,1,0.9825,0.01,0,0,0,1,1,1,0.79,0.01,0,0,0,1,1,1,0.9875,0.02,0,0,0,1,1,1,0.975,0.0275,0,0,0,1,1,1,0.9925,0.34,0.1675,0,0.01,0.5575,0.5925,0.9375,0.8825,0.005,0,0,0,1,1,1,0.98,0.3025,0.1075,0,0,1,1,1,0.8725,0.365,0.22,0.2,0.0375,53,29,118,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,53,118,29,0,0,0,0,0,0,71,23,106,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,71,106,23,0,0,0,0,0,0,170,1,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,29,1,0,0,0,0,0,0,76,36,69,2,14,36,0,2,2,14,0,1,0,2,2,0,1,0,1,0,2,2,2,0,1,0,1,0,36,14,2,2,0,1,0,1,76,69,36,14,2,2,0,1,0,15,76,39,13,47,76,1,7,13,47,2,0,1,7,13,1,0,2,0,1,7,13,7,1,0,2,0,1,76,47,13,7,1,0,2,0,15,39,76,47,13,7,1,0,2,67,42,81,1,9,42,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,42,9,1,0,0,0,0,0,67,81,42,9,1,0,0,0,0,115,14,71,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,115,71,14,0,0,0,0,0,0,185,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,15,0,0,0,0,0,0,0,
120, 1,1,1,0.9975,0.0325,0,0,0,1,1,0.995,0.7175,0.0175,0,0,0,1,1,1,0.975,0.025,0,0,0,1,1,0.9975,0.97,0.0475,0.0075,0,0,1,1,1,0.9975,0.3275,0.1175,0,0,0.495,0.585,0.9325,0.8925,0.0175,0,0,0,1,1,1,0.9875,0.42,0.0875,0.0075,0,1,1,1,0.8875,0.3225,0.3225,0.1225,0.065,43,55,102,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,43,102,55,0,0,0,0,0,0,71,24,105,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,71,105,24,0,0,0,0,0,0,159,2,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,159,39,2,0,0,0,0,0,0,52,44,74,4,18,44,1,2,4,18,2,3,1,2,4,1,3,2,3,1,2,4,2,1,3,2,3,1,44,18,4,2,1,3,2,3,52,74,44,18,4,2,1,3,2,7,65,46,30,40,65,2,10,30,40,0,0,2,10,30,2,0,0,0,2,10,30,10,2,0,0,0,2,65,40,30,10,2,0,0,0,7,46,65,40,30,10,2,0,0,64,41,76,4,15,41,0,0,4,15,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,41,15,4,0,0,0,0,0,64,76,41,15,4,0,0,0,0,154,3,42,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,154,42,3,0,1,0,0,0,0,179,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,179,20,1,0,0,0,0,0,0,
130, 1,1,1,0.975,0.0225,0,0,0,1,1,0.995,0.8375,0.01,0,0,0,1,1,1,0.8925,0.01,0.005,0,0,1,1,0.965,0.9325,0.055,0,0,0,1,1,1,0.9875,0.4,0.0975,0.0125,0,0.5425,0.575,0.9175,0.8375,0.01,0,0,0,1,1,1,0.9775,0.4475,0.02,0,0,1,0.9975,0.9875,0.93,0.205,0.3,0.135,0.07,67,36,97,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,67,97,36,0,0,0,0,0,0,72,37,91,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,72,91,37,0,0,0,0,0,0,160,7,33,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,160,33,7,0,0,0,0,0,0,72,46,61,3,15,46,1,1,3,15,0,1,1,1,3,1,1,0,1,1,1,3,1,1,1,0,1,1,46,15,3,1,1,1,0,1,72,61,46,15,3,1,1,1,0,18,67,47,22,40,67,1,5,22,40,0,0,1,5,22,1,0,0,0,1,5,22,5,1,0,0,0,1,67,40,22,5,1,0,0,0,18,47,67,40,22,5,1,0,0,77,28,93,0,2,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,77,93,28,2,0,0,0,0,0,134,3,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,134,63,3,0,0,0,0,0,0,182,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,182,17,1,0,0,0,0,0,0,
140, 1,1,1,0.93,0.02,0,0,0,1,1,0.995,0.9025,0.015,0.0275,0,0,1,1,0.9825,0.935,0.0125,0,0,0,1,1,0.9225,0.955,0.0475,0,0,0,1,1,1,0.97,0.295,0.0325,0.0075,0,0.55,0.4775,0.82,0.85,0.0125,0,0,0,1,1,1,0.9625,0.5125,0.0425,0,0,1,1,0.97,0.93,0.28,0.375,0.1925,0.03,66,47,87,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,66,87,47,0,0,0,0,0,0,56,54,90,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,56,90,54,0,0,0,0,0,0,111,23,63,0,3,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,111,63,23,3,0,0,0,0,0,88,27,73,1,4,27,2,2,1,4,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,27,4,1,2,2,2,1,2,88,73,27,4,1,2,2,2,1,16,62,44,21,52,62,3,1,21,52,0,1,3,1,21,3,1,0,1,3,1,21,1,3,1,0,1,3,62,52,21,1,3,1,0,1,16,44,62,52,21,1,3,1,0,71,24,98,0,7,24,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,71,98,24,7,0,0,0,0,0,144,9,47,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,144,47,9,0,0,0,0,0,0,187,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,13,0,0,0,0,0,0,0,
150, 1,1,1,0.9475,0.085,0,0,0,1,1,0.99,0.9175,0.01,0.03,0.005,0,1,1,0.955,0.9225,0.01,0,0,0,1,1,0.97,0.945,0.015,0,0,0,1,1,1,0.9825,0.22,0.0375,0.0075,0,0.5675,0.4975,0.7375,0.855,0.0075,0,0,0,1,1,1,0.9725,0.475,0.0175,0,0,1,1,0.98,0.9275,0.2175,0.3375,0.26,0.01,61,46,93,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,61,93,46,0,0,0,0,0,0,61,46,93,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,61,93,46,0,0,0,0,0,0,94,22,80,1,3,22,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22,3,1,0,0,0,0,0,94,80,22,3,1,0,0,0,0,97,25,54,2,17,25,1,1,2,17,3,0,1,1,2,1,0,3,0,1,1,2,1,1,0,3,0,1,25,17,2,1,1,0,3,0,97,54,25,17,2,1,1,0,3,22,62,54,12,35,62,5,9,12,35,1,0,5,9,12,5,0,1,0,5,9,12,9,5,0,1,0,5,62,35,12,9,5,0,1,0,22,54,62,35,12,9,5,0,1,73,37,87,0,3,37,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,73,87,37,3,0,0,0,0,0,113,12,75,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,113,75,12,0,0,0,0,0,0,193,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,7,0,0,0,0,0,0,0,
160, 1,1,0.99,0.9375,0.0375,0,0,0,1,1,1,0.795,0.015,0.13,0.005,0,1,0.985,1,0.9275,0.01,0,0,0,1,0.9925,0.99,0.9225,0.0175,0,0,0,1,1,1,0.98,0.2425,0.0475,0.0075,0,0.5625,0.5625,0.7675,0.825,0.02,0,0,0,1,1,1,0.9825,0.4475,0.0325,0,0,1,1,1,0.9475,0.265,0.36,0.285,0.0625,67,46,87,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,67,87,46,0,0,0,0,0,0,57,40,103,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,57,103,40,0,0,0,0,0,0,108,14,78,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,108,78,14,0,0,0,0,0,0,70,33,70,6,7,33,4,8,6,7,0,2,4,8,6,4,2,0,2,4,8,6,8,4,2,0,2,4,33,7,6,8,4,2,0,2,70,70,33,7,6,8,4,2,0,21,68,55,16,30,68,1,4,16,30,3,2,1,4,16,1,2,3,2,1,4,16,4,1,2,3,2,1,68,30,16,4,1,2,3,2,21,55,68,30,16,4,1,2,3,48,51,85,1,15,51,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,51,15,1,0,0,0,0,0,48,85,51,15,1,0,0,0,0,107,14,78,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,107,78,14,1,0,0,0,0,0,176,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176,23,1,0,0,0,0,0,0,
170, 1,1,0.9925,0.9225,0.0425,0,0,0,1,1,0.9975,0.7975,0.0325,0.115,0,0,1,0.975,0.9875,0.8525,0.0125,0,0,0,1,1,1,0.8575,0.0225,0,0,0,1,1,1,0.9525,0.2,0.065,0.01,0,0.485,0.595,0.67,0.77,0.05,0,0,0,1,1,1,0.9675,0.39,0.0575,0.0025,0,1,1,0.985,0.92,0.2575,0.1925,0.38,0.1225,51,51,98,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,51,98,51,0,0,0,0,0,0,77,30,91,0,2,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,77,91,30,2,0,0,0,0,0,93,25,77,2,3,25,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,25,3,2,0,0,0,0,0,93,77,25,3,2,0,0,0,0,52,44,52,14,24,44,2,10,14,24,1,1,2,10,14,2,1,1,1,2,10,14,10,2,1,1,1,2,44,24,14,10,2,1,1,1,52,52,44,24,14,10,2,1,1,30,65,53,10,36,65,0,3,10,36,3,0,0,3,10,0,0,3,0,0,3,10,3,0,0,3,0,0,65,36,10,3,0,0,3,0,30,53,65,36,10,3,0,0,3,71,34,87,1,7,34,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,34,7,1,0,0,0,0,0,71,87,34,7,1,0,0,0,0,82,27,90,0,1,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,82,90,27,1,0,0,0,0,0,162,2,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,162,36,2,0,0,0,0,0,0,
180, 1,1,0.96,0.945,0,0.0025,0,0,1,1,0.9875,0.8175,0.0175,0.07,0,0,0.965,0.9575,0.9925,0.8825,0,0.0025,0,0,1,1,0.9975,0.845,0,0.0025,0,0,1,1,1,0.9675,0.0975,0.04,0.0025,0,0.43,0.5875,0.675,0.7425,0.0375,0.0025,0,0,1,1,1,0.9225,0.3175,0.045,0,0,1,1,0.9625,0.935,0.1475,0.1375,0.26,0.235,36,58,103,0,3,58,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0,0,0,0,0,0,36,103,58,3,0,0,0,0,0,59,48,84,1,8,48,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,48,8,1,0,0,0,0,0,59,84,48,8,1,0,0,0,0,89,29,76,1,4,29,1,0,1,4,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,29,4,1,0,1,0,0,0,89,76,29,4,1,0,1,0,0,33,51,75,7,22,51,6,4,7,22,0,2,6,4,7,6,2,0,2,6,4,7,4,6,2,0,2,6,51,22,7,4,6,2,0,2,33,75,51,22,7,4,6,2,0,54,50,69,4,22,50,0,0,4,22,1,0,0,0,4,0,0,1,0,0,0,4,0,0,0,1,0,0,50,22,4,0,0,0,1,0,54,69,50,22,4,0,0,0,1,117,16,61,0,5,16,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,16,5,0,0,0,1,0,1,117,61,16,5,0,0,0,1,0,112,16,72,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,112,72,16,0,0,0,0,0,0,116,14,70,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,116,70,14,0,0,0,0,0,0,
190, 1,1,0.865,0.965,0.0075,0,0,0,1,1,0.97,0.8525,0.005,0.05,0.01,0,0.9825,0.9975,1,0.9575,0.005,0,0,0,1,1,1,0.8775,0.005,0,0,0,1,1,1,0.9875,0.0425,0.0125,0,0,0.5425,0.7325,0.7925,0.83,0.06,0,0,0,1,1,1,0.98,0.2525,0.005,0,0,1,1,0.95,0.9475,0.135,0.0775,0.165,0.2125,44,48,106,0,2,48,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,0,0,0,0,44,106,48,2,0,0,0,0,0,97,16,87,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,97,87,16,0,0,0,0,0,0,69,32,86,3,10,32,0,0,3,10,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,32,10,3,0,0,0,0,0,69,86,32,10,3,0,0,0,0,65,42,72,5,11,42,0,2,5,11,1,2,0,2,5,0,2,1,2,0,2,5,2,0,2,1,2,0,42,11,5,2,0,2,1,2,65,72,42,11,5,2,0,2,1,74,36,78,2,10,36,0,0,2,10,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,36,10,2,0,0,0,0,0,74,78,36,10,2,0,0,0,0,151,8,41,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,151,41,8,0,0,0,0,0,0,134,6,59,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,134,59,6,1,0,0,0,0,0,118,10,72,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,118,72,10,0,0,0,0,0,0,
200, 1,0.9925,0.96,0.97,0.035,0,0,0,1,1,0.965,0.635,0.0225,0.1075,0,0,0.9725,1,0.995,0.9275,0.0325,0,0,0,1,1,1,0.8425,0.0275,0,0,0,1,1,1,0.985,0.14,0,0,0,0.6025,0.6975,0.8075,0.7825,0.1025,0,0,0,1,1,1,0.9375,0.2225,0.0075,0,0,1,1,0.9325,0.97,0.1375,0.0575,0.1225,0.1675,62,41,95,0,2,41,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,0,0,0,0,62,95,41,2,0,0,0,0,0,94,19,87,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,94,87,19,0,0,0,0,0,0,99,23,72,1,5,23,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,5,1,0,0,0,0,0,99,72,23,5,1,0,0,0,0,23,58,76,13,25,58,0,2,13,25,0,3,0,2,13,0,3,0,3,0,2,13,2,0,3,0,3,0,58,25,13,2,0,3,0,3,23,76,58,25,13,2,0,3,0,64,35,75,6,12,35,3,3,6,12,0,2,3,3,6,3,2,0,2,3,3,6,3,3,2,0,2,3,35,12,6,3,3,2,0,2,64,75,35,12,6,3,3,2,0,140,14,45,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,140,45,14,1,0,0,0,0,0,154,1,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,154,45,1,0,0,0,0,0,0,144,5,51,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,144,51,5,0,0,0,0,0,0,
