gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.904837, d0W0.912378, d0W1, d0W0.912378, d0W1, d1W1, d1W0.904837, d1W0.912378, d1W1, d1W0.912378, d1W1, d2W1, d2W0.904837, d2W0.912378, d2W1, d2W0.912378, d2W1, d3W1, d3W0.904837, d3W0.912378, d3W1, d3W0.912378, d3W1, d4W1, d4W0.904837, d4W0.912378, d4W1, d4W0.912378, d4W1, d5W1, d5W0.904837, d5W0.912378, d5W1, d5W0.912378, d5W1, d6W1, d6W0.904837, d6W0.912378, d6W1, d6W0.912378, d6W1, d7W1, d7W0.904837, d7W0.912378, d7W1, d7W0.912378, d7W1, d8W1, d8W0.904837, d8W0.912378, d8W1, d8W0.912378, d8W1, d9W1, d9W0.904837, d9W0.912378, d9W1, d9W0.912378, d9W1, d10W1, d10W0.904837, d10W0.912378, d10W1, d10W0.912378, d10W1, d11W1, d11W0.904837, d11W0.912378, d11W1, d11W0.912378, d11W1, d12W1, d12W0.904837, d12W0.912378, d12W1, d12W0.912378, d12W1, d13W1, d13W0.904837, d13W0.912378, d13W1, d13W0.912378, d13W1, d14W1, d14W0.904837, d14W0.912378, d14W1, d14W0.912378, d14W1, d15W1, d15W0.904837, d15W0.912378, d15W1, d15W0.912378, d15W1, d16W1, d16W0.904837, d16W0.912378, d16W1, d16W0.912378, d16W1, d17W1, d17W0.904837, d17W0.912378, d17W1, d17W0.912378, d17W1, d18W1, d18W0.904837, d18W0.912378, d18W1, d18W0.912378, d18W1, d19W1, d19W0.904837, d19W0.912378, d19W1, d19W0.912378, d19W1, 
0, 1,1,0.9995,0.999,0.988,0.964,0.855,0.73,0.475,0.222,0.112,0.0315,0.0075,0.001,0,0,0,0,0,0,1,1,1,0.9965,0.9885,0.9505,0.881,0.705,0.402,0.2115,0.075,0.031,0.007,0.0005,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,999,0,1,999,1,999,991,0,9,991,9,991,958,0,42,958,42,958,847,5,148,847,148,847,654,25,321,654,321,654,456,67,477,456,477,456,390,114,496,390,496,390,535,62,403,535,403,535,738,15,247,738,247,738,881,0,119,881,119,881,970,0,30,970,30,970,995,0,5,995,5,995,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
100, 1,0.9985,0.998,0.9955,0.9875,0.9655,0.903,0.727,0.544,0.257,0.1125,0.042,0.006,0.002,0.0015,0,0,0,0,0,1,1,1,0.998,0.9915,0.94,0.8695,0.76,0.5265,0.2935,0.118,0.031,0.006,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,998,0,2,998,2,998,996,0,4,996,4,996,986,0,14,986,14,986,947,0,53,947,53,947,839,4,157,839,157,839,675,23,302,675,302,675,472,70,458,472,458,472,384,114,502,384,502,384,486,64,450,486,450,486,686,16,298,686,298,686,869,4,127,869,127,869,967,0,33,967,33,967,987,0,13,987,13,987,995,0,5,995,5,995,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
200, 1,1,0.9995,0.997,0.991,0.9745,0.8995,0.759,0.551,0.2695,0.09,0.038,0.007,0.0025,0.0005,0,0,0,0,0,1,1,1,0.9965,0.994,0.9685,0.8975,0.7535,0.5505,0.2945,0.1255,0.028,0.007,0.001,0,0.0025,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,999,0,1,999,1,999,991,0,9,991,9,991,971,0,29,971,29,971,917,0,83,917,83,917,709,15,276,709,276,709,533,51,416,533,416,533,419,92,489,419,489,419,468,61,471,468,471,468,660,17,323,660,323,660,885,3,112,885,112,885,974,0,26,974,26,974,994,0,6,994,6,994,1000,0,0,1000,0,1000,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
300, 1,1,1,0.9985,0.9975,0.983,0.9295,0.794,0.5515,0.348,0.139,0.045,0.0145,0.0045,0.0015,0.001,0,0,0,0,1,1,0.999,0.9945,0.989,0.9745,0.907,0.743,0.5245,0.334,0.1365,0.048,0.011,0.006,0.0015,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,981,0,19,981,19,981,970,1,29,970,29,970,918,1,81,918,81,918,748,11,241,748,241,748,512,47,441,512,441,512,381,114,505,381,505,381,459,91,450,459,450,459,632,23,345,632,345,632,861,3,136,861,136,861,954,0,46,954,46,954,980,0,20,980,20,980,995,0,5,995,5,995,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
400, 1,1,0.9995,0.995,0.988,0.979,0.8845,0.7205,0.4745,0.2945,0.0955,0.04,0.0115,0.0035,0.0015,0.0035,0.0005,0,0,0,1,1,0.9975,0.9955,0.987,0.9785,0.928,0.7645,0.4945,0.257,0.074,0.02,0.005,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,994,0,6,994,6,994,976,0,24,976,24,976,951,0,49,951,49,951,925,1,74,925,74,925,713,14,273,713,273,713,500,57,443,500,443,500,390,123,487,390,487,390,450,79,471,450,471,450,781,14,205,781,205,781,894,0,106,894,106,894,961,0,39,961,39,961,994,0,6,994,6,994,995,0,5,995,5,995,991,0,9,991,9,991,998,0,2,998,2,998,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
500, 1,0.9995,0.999,0.996,0.984,0.9585,0.8675,0.7115,0.434,0.168,0.0535,0.019,0.0095,0.0045,0,0,0,0,0,0,1,0.9985,0.998,0.991,0.9805,0.9465,0.872,0.698,0.4485,0.2135,0.0855,0.0235,0.005,0.0055,0.0025,0.001,0.0005,0,0,0,1000,0,0,1000,0,1000,995,0,5,995,5,995,995,0,5,995,5,995,979,0,21,979,21,979,930,0,70,930,70,930,842,8,150,842,150,842,613,37,350,613,350,613,463,77,460,463,460,463,385,117,498,385,498,385,542,44,414,542,414,542,798,3,199,798,199,798,930,0,70,930,70,930,972,0,28,972,28,972,979,0,21,979,21,979,994,0,6,994,6,994,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
600, 1,1,0.9995,0.996,0.984,0.96,0.889,0.724,0.401,0.186,0.087,0.022,0.006,0.001,0,0,0,0,0,0,1,1,1,0.9995,0.9875,0.967,0.8685,0.668,0.4115,0.216,0.0985,0.028,0.011,0.001,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,998,0,2,998,2,998,990,0,10,990,10,990,946,0,54,946,54,946,869,3,128,869,128,869,682,23,295,682,295,682,438,94,468,438,468,438,414,100,486,414,486,414,541,45,414,541,414,541,737,9,254,737,254,737,917,0,83,917,83,917,978,0,22,978,22,978,994,0,6,994,6,994,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
700, 0.9985,0.9965,0.993,0.9945,0.979,0.9575,0.843,0.65,0.2965,0.141,0.049,0.0215,0.0065,0.002,0,0,0,0,0,0,0.9995,0.9995,0.9995,0.997,0.978,0.9325,0.843,0.6315,0.318,0.147,0.045,0.015,0.0105,0.0055,0.0055,0.0015,0,0,0,0,1000,0,0,1000,0,1000,991,0,9,991,9,991,987,0,13,987,13,987,982,0,18,982,18,982,937,0,63,937,63,937,817,3,180,817,180,817,614,35,351,614,351,614,426,83,491,426,491,426,446,84,470,446,470,446,620,35,345,620,345,620,852,2,146,852,146,852,947,2,51,947,51,947,969,0,31,969,31,969,981,0,19,981,19,981,989,0,11,989,11,989,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
800, 1,1,0.9965,0.987,0.9745,0.938,0.824,0.6185,0.3725,0.162,0.0615,0.02,0.012,0,0,0,0,0,0,0,1,1,1,0.998,0.974,0.9255,0.7745,0.609,0.379,0.169,0.0565,0.0145,0,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,999,0,1,999,1,999,991,0,9,991,9,991,966,0,34,966,34,966,914,1,85,914,85,914,827,7,166,827,166,827,554,43,403,554,403,554,439,73,488,439,488,439,413,101,486,413,486,413,607,49,344,607,344,607,807,8,185,807,185,807,929,0,71,929,71,929,980,0,20,980,20,980,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
900, 1,1,0.999,0.994,0.9745,0.945,0.839,0.625,0.4215,0.228,0.0795,0.031,0.006,0.0015,0,0,0,0,0,0,1,1,0.9985,0.997,0.979,0.943,0.852,0.655,0.406,0.181,0.08,0.0275,0.0025,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,999,0,1,999,1,999,996,0,4,996,4,996,967,0,33,967,33,967,915,1,84,915,84,915,811,7,182,811,182,811,613,35,352,613,352,613,428,91,481,428,481,428,427,82,491,427,491,427,536,46,418,536,418,536,768,10,222,768,222,768,914,1,85,914,85,914,985,0,15,985,15,985,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
