gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.449329, d0W0.45578, d0W1, d0W0.45578, d0W0.449329, d1W1, d1W0.449329, d1W0.45578, d1W1, d1W0.45578, d1W0.449329, d2W1, d2W0.449329, d2W0.45578, d2W1, d2W0.45578, d2W0.449329, d3W1, d3W0.449329, d3W0.45578, d3W1, d3W0.45578, d3W0.449329, d4W1, d4W0.449329, d4W0.45578, d4W1, d4W0.45578, d4W0.449329, d5W1, d5W0.449329, d5W0.45578, d5W1, d5W0.45578, d5W0.449329, d6W1, d6W0.449329, d6W0.45578, d6W1, d6W0.45578, d6W0.449329, d7W1, d7W0.449329, d7W0.45578, d7W1, d7W0.45578, d7W0.449329, d8W1, d8W0.449329, d8W0.45578, d8W1, d8W0.45578, d8W0.449329, d9W1, d9W0.449329, d9W0.45578, d9W1, d9W0.45578, d9W0.449329, d10W1, d10W0.449329, d10W0.45578, d10W1, d10W0.45578, d10W0.449329, d11W1, d11W0.449329, d11W0.45578, d11W1, d11W0.45578, d11W0.449329, d12W1, d12W0.449329, d12W0.45578, d12W1, d12W0.45578, d12W0.449329, d13W1, d13W0.449329, d13W0.45578, d13W1, d13W0.45578, d13W0.449329, d14W1, d14W0.449329, d14W0.45578, d14W1, d14W0.45578, d14W0.449329, d15W1, d15W0.449329, d15W0.45578, d15W1, d15W0.45578, d15W0.449329, d16W1, d16W0.449329, d16W0.45578, d16W1, d16W0.45578, d16W0.449329, d17W1, d17W0.449329, d17W0.45578, d17W1, d17W0.45578, d17W0.449329, d18W1, d18W0.449329, d18W0.45578, d18W1, d18W0.45578, d18W0.449329, d19W1, d19W0.449329, d19W0.45578, d19W1, d19W0.45578, d19W0.449329, 
200, 1,1,1,1,1,1,1,1,0.9925,0.8725,0.125,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.8525,0.11,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,2,4,194,4,2,153,27,20,153,20,27,158,19,23,158,23,19,196,2,2,196,2,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
210, 1,1,1,1,1,1,1,1,0.9925,0.8375,0.1325,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.855,0.13,0.0025,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,2,2,196,2,2,164,27,9,164,9,27,166,20,14,166,14,20,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
220, 1,1,1,1,1,1,1,1,1,0.905,0.2025,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.8925,0.17,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,164,23,13,164,13,23,145,25,30,145,30,25,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
230, 1,1,1,1,1,1,1,1,0.99,0.8825,0.1625,0.0175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9875,0.87,0.185,0.0225,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,4,3,193,3,4,168,17,15,168,15,17,143,28,29,143,29,28,190,5,5,190,5,5,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
240, 1,1,1,1,1,1,1,1,0.995,0.8825,0.1375,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.865,0.12,0.015,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,2,2,196,2,2,148,17,35,148,35,17,147,24,29,147,29,24,196,1,3,196,3,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
250, 1,1,1,1,1,1,1,1,0.9825,0.8525,0.1075,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.84,0.12,0.005,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,191,6,3,191,3,6,149,27,24,149,24,27,158,23,19,158,19,23,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
260, 1,1,1,1,1,1,1,1,0.9975,0.93,0.2275,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.9175,0.24,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,2,3,195,3,2,171,15,14,171,14,15,141,32,27,141,27,32,195,2,3,195,3,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
270, 1,1,1,1,1,1,1,1,0.9975,0.9,0.1625,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.8875,0.1425,0.015,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,4,4,192,4,4,145,30,25,145,25,30,148,20,32,148,32,20,192,2,6,192,6,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
280, 1,1,1,1,1,1,1,1,1,0.8975,0.175,0.02,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.905,0.1675,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,166,21,13,166,13,21,156,34,10,156,10,34,191,5,4,191,4,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
290, 1,1,1,1,1,1,1,1,0.9825,0.845,0.1325,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.985,0.84,0.1325,0.0025,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,2,0,198,0,2,145,32,23,145,23,32,161,20,19,161,19,20,196,3,1,196,1,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
300, 1,1,1,1,1,1,1,1,0.9875,0.7825,0.115,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.7925,0.1075,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,149,27,24,149,24,27,164,24,12,164,12,24,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
