gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W1, d0W1, d0W1, d0W0.998998, d0W0.999999, d0W1, d0W0.965019, d0W0.999285, d0W0.999998, d0W1, d0W0.904837, d0W0.991189, d0W0.999751, d0W0.999999, d0W1, d0W0.965019, d0W0.991189, d0W0.998998, d0W0.999964, d0W1, d0W1, d0W0.998998, d0W0.999285, d0W0.999751, d0W0.999964, d0W0.999998, d0W1, d0W1, d0W1, d0W0.999999, d0W0.999998, d0W0.999999, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d1W1, d1W1, d1W1, d1W0.998998, d1W0.999999, d1W1, d1W0.965019, d1W0.999285, d1W0.999998, d1W1, d1W0.904837, d1W0.991189, d1W0.999751, d1W0.999999, d1W1, d1W0.965019, d1W0.991189, d1W0.998998, d1W0.999964, d1W1, d1W1, d1W0.998998, d1W0.999285, d1W0.999751, d1W0.999964, d1W0.999998, d1W1, d1W1, d1W1, d1W0.999999, d1W0.999998, d1W0.999999, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d2W1, d2W1, d2W1, d2W0.998998, d2W0.999999, d2W1, d2W0.965019, d2W0.999285, d2W0.999998, d2W1, d2W0.904837, d2W0.991189, d2W0.999751, d2W0.999999, d2W1, d2W0.965019, d2W0.991189, d2W0.998998, d2W0.999964, d2W1, d2W1, d2W0.998998, d2W0.999285, d2W0.999751, d2W0.999964, d2W0.999998, d2W1, d2W1, d2W1, d2W0.999999, d2W0.999998, d2W0.999999, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d3W1, d3W1, d3W1, d3W0.998998, d3W0.999999, d3W1, d3W0.965019, d3W0.999285, d3W0.999998, d3W1, d3W0.904837, d3W0.991189, d3W0.999751, d3W0.999999, d3W1, d3W0.965019, d3W0.991189, d3W0.998998, d3W0.999964, d3W1, d3W1, d3W0.998998, d3W0.999285, d3W0.999751, d3W0.999964, d3W0.999998, d3W1, d3W1, d3W1, d3W0.999999, d3W0.999998, d3W0.999999, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d4W1, d4W1, d4W1, d4W0.998998, d4W0.999999, d4W1, d4W0.965019, d4W0.999285, d4W0.999998, d4W1, d4W0.904837, d4W0.991189, d4W0.999751, d4W0.999999, d4W1, d4W0.965019, d4W0.991189, d4W0.998998, d4W0.999964, d4W1, d4W1, d4W0.998998, d4W0.999285, d4W0.999751, d4W0.999964, d4W0.999998, d4W1, d4W1, d4W1, d4W0.999999, d4W0.999998, d4W0.999999, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d5W1, d5W1, d5W1, d5W0.998998, d5W0.999999, d5W1, d5W0.965019, d5W0.999285, d5W0.999998, d5W1, d5W0.904837, d5W0.991189, d5W0.999751, d5W0.999999, d5W1, d5W0.965019, d5W0.991189, d5W0.998998, d5W0.999964, d5W1, d5W1, d5W0.998998, d5W0.999285, d5W0.999751, d5W0.999964, d5W0.999998, d5W1, d5W1, d5W1, d5W0.999999, d5W0.999998, d5W0.999999, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d6W1, d6W1, d6W1, d6W0.998998, d6W0.999999, d6W1, d6W0.965019, d6W0.999285, d6W0.999998, d6W1, d6W0.904837, d6W0.991189, d6W0.999751, d6W0.999999, d6W1, d6W0.965019, d6W0.991189, d6W0.998998, d6W0.999964, d6W1, d6W1, d6W0.998998, d6W0.999285, d6W0.999751, d6W0.999964, d6W0.999998, d6W1, d6W1, d6W1, d6W0.999999, d6W0.999998, d6W0.999999, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d7W1, d7W1, d7W1, d7W0.998998, d7W0.999999, d7W1, d7W0.965019, d7W0.999285, d7W0.999998, d7W1, d7W0.904837, d7W0.991189, d7W0.999751, d7W0.999999, d7W1, d7W0.965019, d7W0.991189, d7W0.998998, d7W0.999964, d7W1, d7W1, d7W0.998998, d7W0.999285, d7W0.999751, d7W0.999964, d7W0.999998, d7W1, d7W1, d7W1, d7W0.999999, d7W0.999998, d7W0.999999, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d8W1, d8W1, d8W1, d8W0.998998, d8W0.999999, d8W1, d8W0.965019, d8W0.999285, d8W0.999998, d8W1, d8W0.904837, d8W0.991189, d8W0.999751, d8W0.999999, d8W1, d8W0.965019, d8W0.991189, d8W0.998998, d8W0.999964, d8W1, d8W1, d8W0.998998, d8W0.999285, d8W0.999751, d8W0.999964, d8W0.999998, d8W1, d8W1, d8W1, d8W0.999999, d8W0.999998, d8W0.999999, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d9W1, d9W1, d9W1, d9W0.998998, d9W0.999999, d9W1, d9W0.965019, d9W0.999285, d9W0.999998, d9W1, d9W0.904837, d9W0.991189, d9W0.999751, d9W0.999999, d9W1, d9W0.965019, d9W0.991189, d9W0.998998, d9W0.999964, d9W1, d9W1, d9W0.998998, d9W0.999285, d9W0.999751, d9W0.999964, d9W0.999998, d9W1, d9W1, d9W1, d9W0.999999, d9W0.999998, d9W0.999999, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d10W1, d10W1, d10W1, d10W0.998998, d10W0.999999, d10W1, d10W0.965019, d10W0.999285, d10W0.999998, d10W1, d10W0.904837, d10W0.991189, d10W0.999751, d10W0.999999, d10W1, d10W0.965019, d10W0.991189, d10W0.998998, d10W0.999964, d10W1, d10W1, d10W0.998998, d10W0.999285, d10W0.999751, d10W0.999964, d10W0.999998, d10W1, d10W1, d10W1, d10W0.999999, d10W0.999998, d10W0.999999, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d11W1, d11W1, d11W1, d11W0.998998, d11W0.999999, d11W1, d11W0.965019, d11W0.999285, d11W0.999998, d11W1, d11W0.904837, d11W0.991189, d11W0.999751, d11W0.999999, d11W1, d11W0.965019, d11W0.991189, d11W0.998998, d11W0.999964, d11W1, d11W1, d11W0.998998, d11W0.999285, d11W0.999751, d11W0.999964, d11W0.999998, d11W1, d11W1, d11W1, d11W0.999999, d11W0.999998, d11W0.999999, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d12W1, d12W1, d12W1, d12W0.998998, d12W0.999999, d12W1, d12W0.965019, d12W0.999285, d12W0.999998, d12W1, d12W0.904837, d12W0.991189, d12W0.999751, d12W0.999999, d12W1, d12W0.965019, d12W0.991189, d12W0.998998, d12W0.999964, d12W1, d12W1, d12W0.998998, d12W0.999285, d12W0.999751, d12W0.999964, d12W0.999998, d12W1, d12W1, d12W1, d12W0.999999, d12W0.999998, d12W0.999999, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d13W1, d13W1, d13W1, d13W0.998998, d13W0.999999, d13W1, d13W0.965019, d13W0.999285, d13W0.999998, d13W1, d13W0.904837, d13W0.991189, d13W0.999751, d13W0.999999, d13W1, d13W0.965019, d13W0.991189, d13W0.998998, d13W0.999964, d13W1, d13W1, d13W0.998998, d13W0.999285, d13W0.999751, d13W0.999964, d13W0.999998, d13W1, d13W1, d13W1, d13W0.999999, d13W0.999998, d13W0.999999, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d14W1, d14W1, d14W1, d14W0.998998, d14W0.999999, d14W1, d14W0.965019, d14W0.999285, d14W0.999998, d14W1, d14W0.904837, d14W0.991189, d14W0.999751, d14W0.999999, d14W1, d14W0.965019, d14W0.991189, d14W0.998998, d14W0.999964, d14W1, d14W1, d14W0.998998, d14W0.999285, d14W0.999751, d14W0.999964, d14W0.999998, d14W1, d14W1, d14W1, d14W0.999999, d14W0.999998, d14W0.999999, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d15W1, d15W1, d15W1, d15W0.998998, d15W0.999999, d15W1, d15W0.965019, d15W0.999285, d15W0.999998, d15W1, d15W0.904837, d15W0.991189, d15W0.999751, d15W0.999999, d15W1, d15W0.965019, d15W0.991189, d15W0.998998, d15W0.999964, d15W1, d15W1, d15W0.998998, d15W0.999285, d15W0.999751, d15W0.999964, d15W0.999998, d15W1, d15W1, d15W1, d15W0.999999, d15W0.999998, d15W0.999999, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d16W1, d16W1, d16W1, d16W0.998998, d16W0.999999, d16W1, d16W0.965019, d16W0.999285, d16W0.999998, d16W1, d16W0.904837, d16W0.991189, d16W0.999751, d16W0.999999, d16W1, d16W0.965019, d16W0.991189, d16W0.998998, d16W0.999964, d16W1, d16W1, d16W0.998998, d16W0.999285, d16W0.999751, d16W0.999964, d16W0.999998, d16W1, d16W1, d16W1, d16W0.999999, d16W0.999998, d16W0.999999, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d17W1, d17W1, d17W1, d17W0.998998, d17W0.999999, d17W1, d17W0.965019, d17W0.999285, d17W0.999998, d17W1, d17W0.904837, d17W0.991189, d17W0.999751, d17W0.999999, d17W1, d17W0.965019, d17W0.991189, d17W0.998998, d17W0.999964, d17W1, d17W1, d17W0.998998, d17W0.999285, d17W0.999751, d17W0.999964, d17W0.999998, d17W1, d17W1, d17W1, d17W0.999999, d17W0.999998, d17W0.999999, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d18W1, d18W1, d18W1, d18W0.998998, d18W0.999999, d18W1, d18W0.965019, d18W0.999285, d18W0.999998, d18W1, d18W0.904837, d18W0.991189, d18W0.999751, d18W0.999999, d18W1, d18W0.965019, d18W0.991189, d18W0.998998, d18W0.999964, d18W1, d18W1, d18W0.998998, d18W0.999285, d18W0.999751, d18W0.999964, d18W0.999998, d18W1, d18W1, d18W1, d18W0.999999, d18W0.999998, d18W0.999999, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d19W1, d19W1, d19W1, d19W0.998998, d19W0.999999, d19W1, d19W0.965019, d19W0.999285, d19W0.999998, d19W1, d19W0.904837, d19W0.991189, d19W0.999751, d19W0.999999, d19W1, d19W0.965019, d19W0.991189, d19W0.998998, d19W0.999964, d19W1, d19W1, d19W0.998998, d19W0.999285, d19W0.999751, d19W0.999964, d19W0.999998, d19W1, d19W1, d19W1, d19W0.999999, d19W0.999998, d19W0.999999, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, 
0, 1,1,1,0.999,0.9965,0.997,0.9755,0.9845,0.971,0.964,0.935,0.9605,0.9505,0.9635,0.9755,0.9865,0.976,0.9955,0.9915,0.9885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.9965,0.9925,0.9915,0.989,0.976,0.974,0.9565,0.937,0.95,0.9715,0.9735,0.984,0.9865,0.9895,0.9865,0.993,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4645,0.468,0.446,0.469,0.457,0.3655,0.405,0.3755,0.3815,0.4115,0.419,0.4475,0.4325,0.4765,0.478,0.5645,0.546,0.6075,0.6325,0.5875,0.773,0.75,0.724,0.7635,0.7785,0.7715,0.7715,0.7065,0.7085,0.7305,0.748,0.7225,0.6945,0.669,0.692,0.6745,0.73,0.674,0.6565,0.6705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,490,192,490,16,118,184,0,0,0,0,0,0,0,118,0,0,0,16,0,192,0,16,0,0,0,0,0,184,192,118,0,118,192,0,0,490,490,490,184,0,0,0,184,490,490,481,166,481,12,156,185,0,0,0,0,0,0,0,156,0,0,0,12,0,166,0,12,0,0,0,0,0,185,166,156,0,156,166,0,0,481,481,481,185,0,0,0,185,481,481,427,187,427,22,170,193,0,0,1,0,0,0,0,170,0,0,0,22,0,187,0,22,0,0,0,1,0,193,187,170,1,170,187,0,0,427,427,427,193,0,0,0,193,427,427,470,182,470,16,136,194,0,0,2,0,0,0,0,136,0,0,0,16,0,182,0,16,0,0,0,2,0,194,182,136,2,136,182,0,0,470,470,470,194,0,0,0,194,470,470,522,171,522,19,122,157,0,0,5,4,0,0,0,122,0,0,0,19,0,171,4,19,0,0,0,5,0,157,171,122,5,122,171,0,0,522,522,522,157,4,0,4,157,522,522,395,223,395,18,185,174,0,0,3,2,0,0,0,185,0,0,0,18,0,223,2,18,0,0,0,3,0,174,223,185,3,185,223,0,0,395,395,395,174,2,0,2,174,395,395,397,207,397,15,170,187,0,0,13,11,0,0,0,170,0,0,0,15,0,207,11,15,0,0,0,13,0,187,207,170,13,170,207,0,0,397,397,397,187,11,0,11,187,397,397,339,199,339,35,205,195,0,4,13,9,0,0,0,205,1,0,0,35,0,199,9,35,4,0,0,13,0,195,199,205,13,205,199,0,1,339,339,339,195,9,1,9,195,339,339,339,188,339,27,181,213,0,1,21,30,0,0,0,181,0,0,0,27,0,188,30,27,1,0,0,21,0,213,188,181,21,181,188,0,0,339,339,339,213,30,0,30,213,339,339,371,162,371,22,162,214,0,6,25,35,0,0,0,162,3,0,0,22,0,162,35,22,6,0,0,25,0,214,162,162,25,162,162,0,3,371,371,371,214,35,3,35,214,371,371,356,146,356,13,180,218,0,5,36,44,0,0,1,180,1,0,0,13,0,146,44,13,5,1,0,36,0,218,146,180,36,180,146,0,1,356,356,356,218,44,1,44,218,356,356,371,133,371,23,173,215,0,3,42,36,0,0,1,173,3,0,0,23,0,133,36,23,3,1,0,42,0,215,133,173,42,173,133,0,3,371,371,371,215,36,3,36,215,371,371,361,145,361,21,177,230,0,4,29,33,0,0,0,177,0,0,0,21,0,145,33,21,4,0,0,29,0,230,145,177,29,177,145,0,0,361,361,361,230,33,0,33,230,361,361,383,142,383,27,178,221,0,2,20,27,0,0,0,178,0,0,0,27,0,142,27,27,2,0,0,20,0,221,142,178,20,178,142,0,0,383,383,383,221,27,0,27,221,383,383,428,111,428,24,159,246,0,1,9,21,0,0,0,159,1,0,0,24,0,111,21,24,1,0,0,9,0,246,111,159,9,159,111,0,1,428,428,428,246,21,1,21,246,428,428,496,125,496,18,141,203,0,2,3,12,0,0,0,141,0,0,0,18,0,125,12,18,2,0,0,3,0,203,125,141,3,141,125,0,0,496,496,496,203,12,0,12,203,496,496,523,99,523,18,128,207,0,1,13,10,0,0,0,128,1,0,0,18,0,99,10,18,1,0,0,13,0,207,99,128,13,128,99,0,1,523,523,523,207,10,1,10,207,523,523,537,91,537,17,122,226,0,0,3,4,0,0,0,122,0,0,0,17,0,91,4,17,0,0,0,3,0,226,91,122,3,122,91,0,0,537,537,537,226,4,0,4,226,537,537,534,96,534,19,112,232,0,0,1,6,0,0,0,112,0,0,0,19,0,96,6,19,0,0,0,1,0,232,96,112,1,112,96,0,0,534,534,534,232,6,0,6,232,534,534,510,97,510,13,128,235,0,0,3,14,0,0,0,128,0,0,0,13,0,97,14,13,0,0,0,3,0,235,97,128,3,128,97,0,0,510,510,510,235,14,0,14,235,510,510,
100, 1,1,1,1,0.996,0.988,0.9875,0.992,0.982,0.9695,0.9565,0.951,0.9705,0.9645,0.979,0.9785,0.9785,0.981,0.9795,0.982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991,0.996,0.9995,0.986,0.9915,0.9845,0.972,0.98,0.9835,0.9885,0.975,0.978,0.979,0.9755,0.9815,0.984,0.976,0.984,0.9885,0.9915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.493,0.52,0.4645,0.4365,0.3915,0.3875,0.423,0.3955,0.3855,0.393,0.4175,0.4205,0.464,0.573,0.554,0.5995,0.578,0.6165,0.602,0.574,0.8275,0.8015,0.8085,0.7545,0.7195,0.7395,0.7605,0.7635,0.694,0.6895,0.7065,0.6795,0.6835,0.6735,0.6505,0.683,0.6635,0.6325,0.6005,0.593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,575,169,575,13,91,147,0,0,0,5,0,0,0,91,0,0,0,13,0,169,5,13,0,0,0,0,0,147,169,91,0,91,169,0,0,575,575,575,147,5,0,5,147,575,575,570,163,570,8,80,178,0,0,0,1,0,0,0,80,0,0,0,8,0,163,1,8,0,0,0,0,0,178,163,80,0,80,163,0,0,570,570,570,178,1,0,1,178,570,570,551,182,551,11,102,154,0,0,0,0,0,0,0,102,0,0,0,11,0,182,0,11,0,0,0,0,0,154,182,102,0,102,182,0,0,551,551,551,154,0,0,0,154,551,551,432,201,432,22,145,189,0,1,4,6,0,0,0,145,0,0,0,22,0,201,6,22,1,0,0,4,0,189,201,145,4,145,201,0,0,432,432,432,189,6,0,6,189,432,432,382,212,382,27,171,201,0,0,5,2,0,0,0,171,0,0,0,27,0,212,2,27,0,0,0,5,0,201,212,171,5,171,212,0,0,382,382,382,201,2,0,2,201,382,382,340,218,340,34,198,189,0,1,6,14,0,0,0,198,0,0,0,34,0,218,14,34,1,0,0,6,0,189,218,198,6,198,218,0,0,340,340,340,189,14,0,14,189,340,340,428,189,428,14,166,174,0,0,15,14,0,0,0,166,0,0,0,14,0,189,14,14,0,0,0,15,0,174,189,166,15,166,189,0,0,428,428,428,174,14,0,14,174,428,428,434,225,434,12,135,164,0,2,13,15,0,0,0,135,0,0,0,12,0,225,15,12,2,0,0,13,0,164,225,135,13,135,225,0,0,434,434,434,164,15,0,15,164,434,434,362,175,362,30,196,207,0,5,13,11,0,0,1,196,0,0,0,30,0,175,11,30,5,1,0,13,0,207,175,196,13,196,175,0,0,362,362,362,207,11,0,11,207,362,362,348,180,348,28,204,195,0,4,16,24,0,0,0,204,1,0,0,28,0,180,24,28,4,0,0,16,0,195,180,204,16,204,180,0,1,348,348,348,195,24,1,24,195,348,348,366,162,366,28,184,212,0,4,22,22,0,0,0,184,0,0,0,28,0,162,22,28,4,0,0,22,0,212,162,184,22,184,162,0,0,366,366,366,212,22,0,22,212,366,366,353,147,353,31,181,234,0,5,20,28,0,0,0,181,1,0,0,31,0,147,28,31,5,0,0,20,0,234,147,181,20,181,147,0,1,353,353,353,234,28,1,28,234,353,353,394,125,394,22,186,215,0,6,27,21,0,0,0,186,4,0,0,22,0,125,21,22,6,0,0,27,0,215,125,186,27,186,125,0,4,394,394,394,215,21,4,21,215,394,394,466,113,466,11,123,234,0,5,17,30,0,0,0,123,1,0,0,11,0,113,30,11,5,0,0,17,0,234,113,123,17,123,113,0,1,466,466,466,234,30,1,30,234,466,466,460,114,460,30,151,211,0,1,10,22,0,0,0,151,1,0,0,30,0,114,22,30,1,0,0,10,0,211,114,151,10,151,114,0,1,460,460,460,211,22,1,22,211,460,460,520,116,520,14,119,205,0,2,12,12,0,0,0,119,0,0,0,14,0,116,12,14,2,0,0,12,0,205,116,119,12,119,116,0,0,520,520,520,205,12,0,12,205,520,520,487,120,487,19,127,213,0,0,13,21,0,0,0,127,0,0,0,19,0,120,21,19,0,0,0,13,0,213,120,127,13,127,120,0,0,487,487,487,213,21,0,21,213,487,487,487,86,487,20,127,252,0,2,7,19,0,0,0,127,0,0,0,20,0,86,19,20,2,0,0,7,0,252,86,127,7,127,86,0,0,487,487,487,252,19,0,19,252,487,487,447,89,447,24,149,265,0,3,6,17,0,0,0,149,0,0,0,24,0,89,17,24,3,0,0,6,0,265,89,149,6,149,89,0,0,447,447,447,265,17,0,17,265,447,447,442,106,442,32,151,248,0,1,11,9,0,0,0,151,0,0,0,32,0,106,9,32,1,0,0,11,0,248,106,151,11,151,106,0,0,442,442,442,248,9,0,9,248,442,442,
200, 1,1,0.9975,0.9925,0.9985,0.9985,0.996,0.993,0.992,0.999,0.9965,0.981,0.967,0.968,0.973,0.9865,0.9875,0.995,0.9965,0.9975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988,0.9935,0.9945,0.9895,0.991,0.9935,0.991,0.985,1,1,0.9955,0.9815,0.987,0.9785,0.9755,0.9885,0.992,0.9935,0.9945,0.9965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3595,0.361,0.4165,0.414,0.4065,0.353,0.3595,0.3845,0.471,0.4445,0.4475,0.4565,0.4685,0.5305,0.6025,0.5805,0.5915,0.543,0.55,0.552,0.781,0.767,0.7815,0.72,0.6865,0.6295,0.6675,0.681,0.6675,0.6585,0.628,0.6375,0.696,0.702,0.678,0.655,0.691,0.6425,0.6455,0.653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,374,287,374,22,157,156,0,0,1,3,0,0,0,157,0,0,0,22,0,287,3,22,0,0,0,1,0,156,287,157,1,157,287,0,0,374,374,374,156,3,0,3,156,374,374,424,226,424,28,152,167,0,0,0,3,0,0,0,152,0,0,0,28,0,226,3,28,0,0,0,0,0,167,226,152,0,152,226,0,0,424,424,424,167,3,0,3,167,424,424,435,223,435,11,157,168,0,0,1,5,0,0,0,157,0,0,0,11,0,223,5,11,0,0,0,1,0,168,223,157,1,157,223,0,0,435,435,435,168,5,0,5,168,435,435,397,208,397,21,178,180,0,2,9,5,0,0,0,178,0,0,0,21,0,208,5,21,2,0,0,9,0,180,208,178,9,178,208,0,0,397,397,397,180,5,0,5,180,397,397,375,164,375,37,208,204,0,1,6,5,0,0,0,208,0,0,0,37,0,164,5,37,1,0,0,6,0,204,164,208,6,208,164,0,0,375,375,375,204,5,0,5,204,375,375,314,157,314,42,268,206,0,0,10,3,0,0,0,268,0,0,0,42,0,157,3,42,0,0,0,10,0,206,157,268,10,268,157,0,0,314,314,314,206,3,0,3,206,314,314,313,179,313,45,253,189,0,1,8,12,0,0,0,253,0,0,0,45,0,179,12,45,1,0,0,8,0,189,179,253,8,253,179,0,0,313,313,313,189,12,0,12,189,313,313,344,187,344,38,222,192,0,2,8,7,0,0,0,222,0,0,0,38,0,187,7,38,2,0,0,8,0,192,187,222,8,222,187,0,0,344,344,344,192,7,0,7,192,344,344,399,148,399,32,182,234,0,0,0,5,0,0,0,182,0,0,0,32,0,148,5,32,0,0,0,0,0,234,148,182,0,182,148,0,0,399,399,399,234,5,0,5,234,399,399,382,144,382,42,222,208,0,0,0,2,0,0,0,222,0,0,0,42,0,144,2,42,0,0,0,0,0,208,144,222,0,222,144,0,0,382,382,382,208,2,0,2,208,382,382,373,156,373,38,198,229,0,2,2,2,0,0,0,198,0,0,0,38,0,156,2,38,2,0,0,2,0,229,156,198,2,198,156,0,0,373,373,373,229,2,0,2,229,373,373,400,127,400,35,200,220,0,1,4,13,0,0,0,200,0,0,0,35,0,127,13,35,1,0,0,4,0,220,127,200,4,200,127,0,0,400,400,400,220,13,0,13,220,400,400,414,148,414,24,152,225,0,4,15,17,0,0,1,152,0,0,0,24,0,148,17,24,4,1,0,15,0,225,148,152,15,152,148,0,0,414,414,414,225,17,0,17,225,414,414,453,105,453,17,138,244,0,3,18,22,0,0,0,138,0,0,0,17,0,105,22,17,3,0,0,18,0,244,105,138,18,138,105,0,0,453,453,453,244,22,0,22,244,453,453,491,102,491,21,119,244,0,0,8,15,0,0,0,119,0,0,0,21,0,102,15,21,0,0,0,8,0,244,102,119,8,119,102,0,0,491,491,491,244,15,0,15,244,491,491,506,103,506,21,130,225,0,0,9,6,0,0,0,130,0,0,0,21,0,103,6,21,0,0,0,9,0,225,103,130,9,130,103,0,0,506,506,506,225,6,0,6,225,506,506,526,113,526,11,116,215,0,3,6,10,0,0,0,116,0,0,0,11,0,113,10,11,3,0,0,6,0,215,113,116,6,116,113,0,0,526,526,526,215,10,0,10,215,526,526,470,120,470,17,159,224,0,0,4,6,0,0,0,159,0,0,0,17,0,120,6,17,0,0,0,4,0,224,120,159,4,159,120,0,0,470,470,470,224,6,0,6,224,470,470,458,129,458,26,149,232,0,0,1,5,0,0,0,149,0,0,0,26,0,129,5,26,0,0,0,1,0,232,129,149,1,149,129,0,0,458,458,458,232,5,0,5,232,458,458,495,128,495,20,148,203,0,0,3,3,0,0,0,148,0,0,0,20,0,128,3,20,0,0,0,3,0,203,128,148,3,148,128,0,0,495,495,495,203,3,0,3,203,495,495,
