gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.63223, d0W1, d0W0.63223, d0W1, d1W1, d1W0.606531, d1W0.63223, d1W1, d1W0.63223, d1W1, d2W1, d2W0.606531, d2W0.63223, d2W1, d2W0.63223, d2W1, d3W1, d3W0.606531, d3W0.63223, d3W1, d3W0.63223, d3W1, d4W1, d4W0.606531, d4W0.63223, d4W1, d4W0.63223, d4W1, d5W1, d5W0.606531, d5W0.63223, d5W1, d5W0.63223, d5W1, d6W1, d6W0.606531, d6W0.63223, d6W1, d6W0.63223, d6W1, d7W1, d7W0.606531, d7W0.63223, d7W1, d7W0.63223, d7W1, d8W1, d8W0.606531, d8W0.63223, d8W1, d8W0.63223, d8W1, d9W1, d9W0.606531, d9W0.63223, d9W1, d9W0.63223, d9W1, d10W1, d10W0.606531, d10W0.63223, d10W1, d10W0.63223, d10W1, d11W1, d11W0.606531, d11W0.63223, d11W1, d11W0.63223, d11W1, d12W1, d12W0.606531, d12W0.63223, d12W1, d12W0.63223, d12W1, d13W1, d13W0.606531, d13W0.63223, d13W1, d13W0.63223, d13W1, d14W1, d14W0.606531, d14W0.63223, d14W1, d14W0.63223, d14W1, d15W1, d15W0.606531, d15W0.63223, d15W1, d15W0.63223, d15W1, d16W1, d16W0.606531, d16W0.63223, d16W1, d16W0.63223, d16W1, d17W1, d17W0.606531, d17W0.63223, d17W1, d17W0.63223, d17W1, d18W1, d18W0.606531, d18W0.63223, d18W1, d18W0.63223, d18W1, d19W1, d19W0.606531, d19W0.63223, d19W1, d19W0.63223, d19W1, 
0, 1,0.999,0.999,0.99825,0.994,0.979,0.93925,0.8435,0.677,0.46425,0.26425,0.12775,0.04375,0.01675,0.0065,0.00175,0.001,0.00075,0,0,0.9995,1,0.99975,0.999,0.991,0.98075,0.937,0.84275,0.69725,0.47525,0.27625,0.13,0.044,0.01625,0.0075,0.00225,0.001,0.00025,0,0,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1994,0,6,1994,6,1994,1986,0,14,1986,14,1986,1966,0,34,1966,34,1966,1875,0,125,1875,125,1875,1701,15,284,1701,284,1701,1411,33,556,1411,556,1411,1138,78,784,1138,784,1138,1060,91,849,1060,849,1060,1206,74,720,1206,720,1206,1482,38,480,1482,480,1482,1763,8,229,1763,229,1763,1896,2,102,1896,102,1896,1960,1,39,1960,39,1960,1983,0,17,1983,17,1983,1994,0,6,1994,6,1994,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
100, 1,1,0.99975,0.99825,0.9915,0.976,0.92625,0.82025,0.6645,0.4425,0.24025,0.10825,0.0415,0.0125,0.00275,0.001,0.00025,0,0,0,1,1,0.99925,0.998,0.9905,0.9815,0.9365,0.8355,0.66975,0.43825,0.2425,0.10525,0.03525,0.013,0.002,0.0005,0,0,0,0,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1995,0,5,1995,5,1995,1979,0,21,1979,21,1979,1949,0,51,1949,51,1949,1864,2,134,1864,134,1864,1671,12,317,1671,317,1671,1389,36,575,1389,575,1389,1147,62,791,1147,791,1147,1042,77,881,1042,881,1042,1254,61,685,1254,685,1254,1516,16,468,1516,468,1516,1787,5,208,1787,208,1787,1919,3,78,1919,78,1919,1980,0,20,1980,20,1980,1995,0,5,1995,5,1995,1997,0,3,1997,3,1997,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
200, 1,1,0.999,0.99325,0.987,0.958,0.90325,0.7575,0.567,0.35475,0.17125,0.0715,0.0245,0.0085,0.0035,0.0015,0,0,0,0,1,0.99975,0.9985,0.9955,0.98325,0.95375,0.8945,0.77425,0.5875,0.355,0.168,0.06525,0.02425,0.005,0.0025,0.00175,0,0,0,0,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1995,0,5,1995,5,1995,1968,0,32,1968,32,1968,1916,0,84,1916,84,1916,1803,2,195,1803,195,1803,1547,17,436,1547,436,1547,1253,63,684,1253,684,1253,1119,89,792,1119,792,1119,1153,89,758,1153,758,1153,1370,39,591,1370,591,1370,1636,18,346,1636,346,1636,1849,5,146,1849,146,1849,1933,0,67,1933,67,1933,1976,0,24,1976,24,1976,1994,0,6,1994,6,1994,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,
300, 0.99975,0.99975,1,0.99875,0.99075,0.9735,0.9185,0.80375,0.62375,0.40625,0.22175,0.07875,0.02475,0.00925,0.0025,0.00075,0.0005,0.0005,0,0,1,0.99925,0.9995,0.99775,0.99175,0.975,0.925,0.80225,0.623,0.41125,0.215,0.08825,0.03175,0.00925,0.0015,0.0005,0,0,0,0,1999,0,1,1999,1,1999,1998,0,2,1998,2,1998,1987,0,13,1987,13,1987,1985,0,15,1985,15,1985,1943,0,57,1943,57,1943,1851,2,147,1851,147,1851,1655,9,336,1655,336,1655,1300,55,645,1300,645,1300,1072,96,832,1072,832,1072,1000,100,900,1000,900,1000,1264,69,667,1264,667,1264,1585,19,396,1585,396,1585,1810,4,186,1810,186,1810,1928,4,68,1928,68,1928,1976,0,24,1976,24,1976,1992,0,8,1992,8,1992,1998,0,2,1998,2,1998,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
400, 1,0.99975,0.9995,0.99725,0.9925,0.9705,0.91375,0.81325,0.63475,0.41725,0.22925,0.08825,0.0325,0.00975,0.00325,0.00075,0.001,0,0,0,1,1,0.99975,0.9975,0.9915,0.972,0.91725,0.809,0.633,0.4175,0.2275,0.09325,0.03525,0.0105,0.00225,0,0,0,0,0,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1998,0,2,1998,2,1998,1987,0,13,1987,13,1987,1946,0,54,1946,54,1946,1839,2,159,1839,159,1839,1607,16,377,1607,377,1607,1353,38,609,1353,609,1353,1060,106,834,1060,834,1060,1033,84,883,1033,883,1033,1253,67,680,1253,680,1253,1573,15,412,1573,412,1573,1799,5,196,1799,196,1799,1933,0,67,1933,67,1933,1977,0,23,1977,23,1977,1994,0,6,1994,6,1994,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
500, 1,1,0.99925,0.99625,0.995,0.96825,0.9285,0.82925,0.65675,0.42725,0.231,0.10725,0.03925,0.012,0.003,0.001,0,0.00025,0.00025,0,1,1,0.99975,0.997,0.99175,0.97275,0.9265,0.82625,0.65025,0.42,0.22475,0.1085,0.0415,0.01,0.00475,0.001,0.00075,0.00025,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1995,0,5,1995,5,1995,1985,0,15,1985,15,1985,1950,1,49,1950,49,1950,1853,3,144,1853,144,1853,1660,12,328,1660,328,1660,1360,42,598,1360,598,1360,1131,65,804,1131,804,1131,1058,73,869,1058,869,1058,1262,63,675,1262,675,1262,1497,14,489,1497,489,1497,1792,8,200,1792,200,1792,1915,1,84,1915,84,1915,1974,0,26,1974,26,1974,1995,0,5,1995,5,1995,1993,0,7,1993,7,1993,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
600, 1,0.99975,0.999,0.998,0.9925,0.97775,0.918,0.81025,0.62025,0.40425,0.22475,0.0945,0.037,0.0095,0.00425,0.0025,0,0,0,0,0.9995,1,0.9985,0.9975,0.9915,0.97425,0.91975,0.80475,0.61175,0.39,0.21175,0.093,0.0355,0.0105,0.00675,0.00325,0,0,0.00025,0.00025,1999,0,1,1999,1,1999,1998,0,2,1998,2,1998,1990,0,10,1990,10,1990,1980,0,20,1980,20,1980,1946,0,54,1946,54,1946,1832,4,164,1832,164,1832,1631,16,353,1631,353,1631,1282,40,678,1282,678,1282,1143,81,776,1143,776,1143,1073,94,833,1073,833,1073,1307,46,647,1307,647,1307,1595,14,391,1595,391,1595,1792,1,207,1792,207,1792,1910,0,90,1910,90,1910,1956,0,44,1956,44,1956,1986,0,14,1986,14,1986,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,
700, 1,0.99925,0.9995,0.9985,0.99275,0.966,0.9055,0.77125,0.5955,0.37525,0.19775,0.07475,0.03075,0.009,0.00075,0.0005,0,0,0,0,1,0.9995,0.9985,0.9975,0.98975,0.963,0.9075,0.7845,0.60725,0.37875,0.19675,0.08475,0.02375,0.0095,0.003,0.0005,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1991,0,9,1991,9,1991,1983,0,17,1983,17,1983,1943,0,57,1943,57,1943,1837,4,159,1837,159,1837,1552,15,433,1552,433,1552,1247,63,690,1247,690,1247,1113,75,812,1113,812,1113,1137,91,772,1137,772,1137,1330,48,622,1330,622,1330,1611,14,375,1611,375,1611,1836,1,163,1836,163,1836,1954,0,46,1954,46,1954,1980,0,20,1980,20,1980,1998,0,2,1998,2,1998,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
800, 1,0.99975,0.99725,0.9955,0.98925,0.96575,0.91125,0.79925,0.62525,0.4065,0.21075,0.085,0.03225,0.01,0.00225,0.0005,0.00025,0,0,0,1,0.99975,0.9975,0.995,0.98375,0.9635,0.909,0.79175,0.61375,0.39775,0.20275,0.082,0.028,0.00875,0.0035,0.00025,0.00025,0.00025,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1987,0,13,1987,13,1987,1965,0,35,1965,35,1965,1919,0,81,1919,81,1919,1795,2,203,1795,203,1795,1577,20,403,1577,403,1577,1290,40,670,1290,670,1290,1098,86,816,1098,816,1098,1066,86,848,1066,848,1066,1274,64,662,1274,662,1274,1563,11,426,1563,426,1563,1831,6,163,1831,163,1831,1923,0,77,1923,77,1923,1974,0,26,1974,26,1974,1995,0,5,1995,5,1995,1997,0,3,1997,3,1997,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
900, 1,0.99975,0.9995,0.99675,0.99075,0.97,0.92925,0.80275,0.6355,0.4355,0.2235,0.11275,0.04025,0.012,0.004,0.00075,0.001,0.00025,0,0,1,1,0.9995,0.9955,0.992,0.972,0.931,0.8045,0.623,0.42475,0.2245,0.1105,0.04225,0.00975,0.004,0.001,0.001,0,0,0,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1994,0,6,1994,6,1994,1991,0,9,1991,9,1991,1937,0,63,1937,63,1937,1817,3,180,1817,180,1817,1649,13,338,1649,338,1649,1370,38,592,1370,592,1370,1110,95,795,1110,795,1110,1050,90,860,1050,860,1050,1204,66,730,1204,730,1204,1518,21,461,1518,461,1518,1769,6,225,1769,225,1769,1927,1,72,1927,72,1927,1981,1,18,1981,18,1981,1992,1,7,1992,7,1992,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
