trait	loc	mut_effect	dom
0	1545	-0.35824	0.5
1	1545	-1.24662	0.5
2	1545	-0.219458	0.5
3	1545	1.53122	0.5
4	1545	-0.0110102	0.5
0	1546	0.386874	0.5
1	1546	-1.94189	0.5
2	1546	0.239835	0.5
3	1546	-2.66745	0.5
4	1546	-0.717991	0.5
0	1547	-1.31828	0.5
1	1547	-0.928066	0.5
2	1547	-0.400063	0.5
3	1547	-1.36872	0.5
4	1547	-0.995417	0.5
0	1548	-0.739323	0.5
1	1548	0.672131	0.5
2	1548	-0.447806	0.5
3	1548	-0.575677	0.5
4	1548	-1.60248	0.5
0	1549	-0.374622	0.5
1	1549	1.0787	0.5
2	1549	-0.679635	0.5
3	1549	-0.245546	0.5
4	1549	0.398744	0.5
0	1550	-0.196973	0.5
1	1550	-0.0295474	0.5
2	1550	0.243687	0.5
3	1550	-2.04322	0.5
4	1550	1.20672	0.5
0	1551	0.899849	0.5
1	1551	-0.187912	0.5
2	1551	-0.938398	0.5
3	1551	1.68205	0.5
4	1551	0.824915	0.5
0	1552	-0.554924	0.5
1	1552	-0.244866	0.5
2	1552	-0.119952	0.5
3	1552	-0.315944	0.5
4	1552	0.717296	0.5
0	1553	0.150655	0.5
1	1553	0.401098	0.5
2	1553	0.266901	0.5
3	1553	-0.294289	0.5
4	1553	-1.67256	0.5
0	1554	-1.39693	0.5
1	1554	-2.20867	0.5
2	1554	-0.442086	0.5
3	1554	1.25534	0.5
4	1554	-0.826579	0.5
0	1555	1.24287	0.5
1	1555	-1.07012	0.5
2	1555	0.463851	0.5
3	1555	0.40057	0.5
4	1555	0.737604	0.5
0	1556	-0.297046	0.5
1	1556	1.56261	0.5
2	1556	0.478565	0.5
3	1556	-0.818067	0.5
4	1556	-0.82125	0.5
0	1557	0.755648	0.5
1	1557	0.829264	0.5
2	1557	0.208486	0.5
3	1557	-1.39663	0.5
4	1557	0.320834	0.5
0	1558	-0.140419	0.5
1	1558	-0.665865	0.5
2	1558	0.706783	0.5
3	1558	0.279029	0.5
4	1558	-1.03567	0.5
0	1559	-1.5194	0.5
1	1559	0.981073	0.5
2	1559	-0.98025	0.5
3	1559	-1.27529	0.5
4	1559	0.898553	0.5
0	1560	-1.5407	0.5
1	1560	-0.747407	0.5
2	1560	-1.20878	0.5
3	1560	0.370505	0.5
4	1560	-0.762933	0.5
0	1561	0.185362	0.5
1	1561	-0.717343	0.5
2	1561	1.01769	0.5
3	1561	-0.408457	0.5
4	1561	0.721002	0.5
0	1562	-0.478677	0.5
1	1562	0.180015	0.5
2	1562	-1.73707	0.5
3	1562	-0.849869	0.5
4	1562	-0.982876	0.5
0	1563	0.966162	0.5
1	1563	0.198848	0.5
2	1563	-0.6634	0.5
3	1563	0.188768	0.5
4	1563	0.0306522	0.5
0	1564	-0.430176	0.5
1	1564	-1.35386	0.5
2	1564	1.57045	0.5
3	1564	-0.116596	0.5
4	1564	-0.15403	0.5
0	1565	0.36065	0.5
1	1565	0.131103	0.5
2	1565	-1.55269	0.5
3	1565	-0.152812	0.5
4	1565	0.138712	0.5
0	1566	-0.316123	0.5
1	1566	-0.45858	0.5
2	1566	-1.03978	0.5
3	1566	0.708655	0.5
4	1566	-1.47891	0.5
0	1567	0.250891	0.5
1	1567	-0.647804	0.5
2	1567	0.0905989	0.5
3	1567	-0.646369	0.5
4	1567	-0.690403	0.5
0	1568	-0.555044	0.5
1	1568	-0.392862	0.5
2	1568	-0.522236	0.5
3	1568	-1.21692	0.5
4	1568	1.05893	0.5
0	1569	0.763199	0.5
1	1569	0.218399	0.5
2	1569	-0.407948	0.5
3	1569	0.771976	0.5
4	1569	0.565867	0.5
0	1570	-1.15161	0.5
1	1570	-1.4649	0.5
2	1570	0.333777	0.5
3	1570	-1.13122	0.5
4	1570	2.1394	0.5
0	1571	1.77002	0.5
1	1571	0.116735	0.5
2	1571	-1.13021	0.5
3	1571	0.409724	0.5
4	1571	0.0787841	0.5
0	1572	-1.60226	0.5
1	1572	2.21115	0.5
2	1572	-0.468887	0.5
3	1572	0.104046	0.5
4	1572	-0.3739	0.5
0	1573	-0.631228	0.5
1	1573	1.50195	0.5
2	1573	0.591904	0.5
3	1573	-1.60878	0.5
4	1573	-0.434022	0.5
0	1574	0.329838	0.5
1	1574	-1.51032	0.5
2	1574	1.01683	0.5
3	1574	-0.0981981	0.5
4	1574	-0.300029	0.5
0	1575	-0.550634	0.5
1	1575	0.36647	0.5
2	1575	-1.23529	0.5
3	1575	-1.08367	0.5
4	1575	1.29085	0.5
0	1576	0.000957189	0.5
1	1576	-0.61709	0.5
2	1576	-0.295505	0.5
3	1576	0.0464319	0.5
4	1576	0.234128	0.5
0	1577	-0.796808	0.5
1	1577	1.70464	0.5
2	1577	-1.63584	0.5
3	1577	1.07051	0.5
4	1577	-0.168324	0.5
0	1578	0.579667	0.5
1	1578	-1.32627	0.5
2	1578	0.394796	0.5
3	1578	0.13325	0.5
4	1578	-1.65395	0.5
0	1579	0.989843	0.5
1	1579	0.926101	0.5
2	1579	0.352519	0.5
3	1579	-0.261216	0.5
4	1579	-0.341067	0.5
0	1580	-0.137146	0.5
1	1580	0.932219	0.5
2	1580	-1.18483	0.5
3	1580	0.0296338	0.5
4	1580	0.59632	0.5
0	1581	0.345855	0.5
1	1581	1.77945	0.5
2	1581	-1.2598	0.5
3	1581	0.694443	0.5
4	1581	0.301312	0.5
0	1582	-0.401448	0.5
1	1582	2.60348	0.5
2	1582	-0.0560409	0.5
3	1582	1.56131	0.5
4	1582	-1.03148	0.5
0	1583	-0.767891	0.5
1	1583	-0.931445	0.5
2	1583	0.925122	0.5
3	1583	-0.385944	0.5
4	1583	0.825079	0.5
0	1584	0.226422	0.5
1	1584	-0.446045	0.5
2	1584	-1.01655	0.5
3	1584	-2.51734	0.5
4	1584	0.603863	0.5
0	1585	-0.714926	0.5
1	1585	-0.907324	0.5
2	1585	-1.48347	0.5
3	1585	1.42436	0.5
4	1585	-1.18041	0.5
0	1586	0.644354	0.5
1	1586	-0.303954	0.5
2	1586	0.573058	0.5
3	1586	0.374086	0.5
4	1586	-1.07598	0.5
0	1587	-0.221578	0.5
1	1587	-1.26234	0.5
2	1587	0.813187	0.5
3	1587	0.747692	0.5
4	1587	-0.34949	0.5
0	1588	-0.565809	0.5
1	1588	-0.231363	0.5
2	1588	2.62293	0.5
3	1588	0.96186	0.5
4	1588	-1.67565	0.5
0	1589	0.753421	0.5
1	1589	0.733293	0.5
2	1589	-0.227815	0.5
3	1589	1.75378	0.5
4	1589	1.29047	0.5
0	1590	0.820705	0.5
1	1590	-0.775197	0.5
2	1590	-0.593942	0.5
3	1590	-0.28581	0.5
4	1590	-0.753204	0.5
0	1591	-2.03122	0.5
1	1591	0.328786	0.5
2	1591	0.601265	0.5
3	1591	0.18414	0.5
4	1591	-1.01303	0.5
0	1592	1.49625	0.5
1	1592	-1.32223	0.5
2	1592	0.422094	0.5
3	1592	-0.908385	0.5
4	1592	1.29493	0.5
0	1593	0.733022	0.5
1	1593	-0.556554	0.5
2	1593	0.118987	0.5
3	1593	-1.3432	0.5
4	1593	0.868241	0.5
0	1594	-1.10136	0.5
1	1594	0.654012	0.5
2	1594	0.586725	0.5
3	1594	0.0377623	0.5
4	1594	0.195368	0.5
0	1595	0.348879	0.5
1	1595	-0.465938	0.5
2	1595	0.237504	0.5
3	1595	-2.28498	0.5
4	1595	0.282745	0.5
0	1596	0.459187	0.5
1	1596	-0.0851863	0.5
2	1596	-1.68785	0.5
3	1596	0.0621458	0.5
4	1596	1.16886	0.5
0	1597	-0.718661	0.5
1	1597	0.815338	0.5
2	1597	0.407546	0.5
3	1597	0.684642	0.5
4	1597	0.0671992	0.5
0	1598	1.17557	0.5
1	1598	-0.0787	0.5
2	1598	-1.62692	0.5
3	1598	-0.453926	0.5
4	1598	-0.21056	0.5
0	1599	0.485106	0.5
1	1599	0.93364	0.5
2	1599	0.153809	0.5
3	1599	-0.840903	0.5
4	1599	-0.323218	0.5
0	1600	0.770621	0.5
1	1600	-1.78537	0.5
2	1600	0.257822	0.5
3	1600	1.03783	0.5
4	1600	-0.447658	0.5
0	1601	0.648201	0.5
1	1601	0.61131	0.5
2	1601	-0.39707	0.5
3	1601	-0.130407	0.5
4	1601	0.520736	0.5
0	1602	1.9069	0.5
1	1602	-0.233901	0.5
2	1602	-0.30103	0.5
3	1602	-0.221547	0.5
4	1602	-0.502778	0.5
0	1603	0.643668	0.5
1	1603	0.964637	0.5
2	1603	0.65252	0.5
3	1603	-1.5473	0.5
4	1603	-0.971325	0.5
0	1604	0.870067	0.5
1	1604	-1.41234	0.5
2	1604	0.630957	0.5
3	1604	0.142955	0.5
4	1604	0.542065	0.5
0	1605	1.43476	0.5
1	1605	-0.714236	0.5
2	1605	0.0574982	0.5
3	1605	-0.880901	0.5
4	1605	-0.796011	0.5
0	1606	0.359205	0.5
1	1606	-1.18131	0.5
2	1606	1.90428	0.5
3	1606	1.43688	0.5
4	1606	0.741861	0.5
0	1607	-0.718963	0.5
1	1607	-1.06535	0.5
2	1607	-0.675939	0.5
3	1607	-0.613044	0.5
4	1607	-1.74389	0.5
0	1608	0.998099	0.5
1	1608	-0.666154	0.5
2	1608	0.797859	0.5
3	1608	1.00683	0.5
4	1608	-0.111089	0.5
0	1609	-1.01587	0.5
1	1609	0.922536	0.5
2	1609	-0.424597	0.5
3	1609	0.768957	0.5
4	1609	-0.680182	0.5
0	1610	0.302971	0.5
1	1610	-0.35841	0.5
2	1610	-0.170065	0.5
3	1610	-0.149847	0.5
4	1610	-0.709213	0.5
0	1611	-1.18478	0.5
1	1611	0.270828	0.5
2	1611	-0.25018	0.5
3	1611	-2.30416	0.5
4	1611	2.01225	0.5
0	1612	0.588014	0.5
1	1612	-0.0811414	0.5
2	1612	0.95956	0.5
3	1612	0.182232	0.5
4	1612	1.2932	0.5
0	1613	-2.3895	0.5
1	1613	-0.53685	0.5
2	1613	1.16344	0.5
3	1613	-1.12029	0.5
4	1613	1.56299	0.5
0	1614	0.116185	0.5
1	1614	2.17241	0.5
2	1614	1.64752	0.5
3	1614	1.72777	0.5
4	1614	-0.941966	0.5
0	1615	-0.36712	0.5
1	1615	-1.908	0.5
2	1615	0.55152	0.5
3	1615	0.0833288	0.5
4	1615	1.06409	0.5
0	1616	0.181179	0.5
1	1616	0.971425	0.5
2	1616	0.60622	0.5
3	1616	-1.5615	0.5
4	1616	0.706955	0.5
0	1617	0.0217093	0.5
1	1617	-0.0492521	0.5
2	1617	-1.43391	0.5
3	1617	-1.72171	0.5
4	1617	-0.177725	0.5
0	1618	-0.81552	0.5
1	1618	0.308037	0.5
2	1618	0.41061	0.5
3	1618	1.05727	0.5
4	1618	0.176363	0.5
0	1619	-0.363715	0.5
1	1619	-0.938333	0.5
2	1619	-0.87284	0.5
3	1619	-1.45142	0.5
4	1619	2.49677	0.5
0	1620	0.0381869	0.5
1	1620	-1.0632	0.5
2	1620	-0.732197	0.5
3	1620	-0.775275	0.5
4	1620	-0.462287	0.5
0	1621	0.00303218	0.5
1	1621	0.79022	0.5
2	1621	-1.41352	0.5
3	1621	0.484854	0.5
4	1621	0.909695	0.5
0	1622	-0.703168	0.5
1	1622	0.244197	0.5
2	1622	0.504821	0.5
3	1622	0.0142864	0.5
4	1622	-0.0857761	0.5
0	1623	-0.104887	0.5
1	1623	0.572021	0.5
2	1623	0.515202	0.5
3	1623	-0.170871	0.5
4	1623	-1.03264	0.5
0	1624	0.237425	0.5
1	1624	0.312542	0.5
2	1624	0.370455	0.5
3	1624	0.102453	0.5
4	1624	-0.627197	0.5
0	1625	-0.0742645	0.5
1	1625	-0.417136	0.5
2	1625	0.49092	0.5
3	1625	0.0615538	0.5
4	1625	0.302305	0.5
0	1626	-0.41386	0.5
1	1626	0.886546	0.5
2	1626	-0.939443	0.5
3	1626	1.19527	0.5
4	1626	-0.677785	0.5
0	1627	0.888555	0.5
1	1627	0.0787711	0.5
2	1627	0.759825	0.5
3	1627	0.305998	0.5
4	1627	0.269328	0.5
0	1628	0.678576	0.5
1	1628	0.474102	0.5
2	1628	-0.214933	0.5
3	1628	-0.964835	0.5
4	1628	-0.129279	0.5
0	1629	0.596607	0.5
1	1629	1.23357	0.5
2	1629	0.365831	0.5
3	1629	0.949925	0.5
4	1629	1.31506	0.5
0	1630	0.961565	0.5
1	1630	-1.26463	0.5
2	1630	-0.335618	0.5
3	1630	1.97681	0.5
4	1630	-0.165085	0.5
0	1631	0.258662	0.5
1	1631	0.165361	0.5
2	1631	0.199445	0.5
3	1631	-0.698633	0.5
4	1631	-0.649376	0.5
0	1632	-1.55676	0.5
1	1632	-0.504314	0.5
2	1632	-0.210972	0.5
3	1632	1.13043	0.5
4	1632	1.53538	0.5
0	1633	-1.51357	0.5
1	1633	0.946031	0.5
2	1633	-0.962987	0.5
3	1633	-1.0773	0.5
4	1633	-0.643791	0.5
0	1634	-0.0721397	0.5
1	1634	0.940871	0.5
2	1634	0.0376884	0.5
3	1634	0.095195	0.5
4	1634	0.286675	0.5
0	1635	-0.132005	0.5
1	1635	-1.71156	0.5
2	1635	1.01088	0.5
3	1635	0.9914	0.5
4	1635	-0.263344	0.5
0	1636	1.19724	0.5
1	1636	1.84922	0.5
2	1636	0.595496	0.5
3	1636	0.248653	0.5
4	1636	-0.55095	0.5
0	1637	0.804311	0.5
1	1637	0.172059	0.5
2	1637	0.974132	0.5
3	1637	-0.178844	0.5
4	1637	-0.382429	0.5
0	1638	-0.0692775	0.5
1	1638	-0.806584	0.5
2	1638	0.0840772	0.5
3	1638	0.366569	0.5
4	1638	0.00386907	0.5
0	1639	0.63385	0.5
1	1639	-0.621421	0.5
2	1639	0.409315	0.5
3	1639	-0.84372	0.5
4	1639	-0.0416731	0.5
0	1640	-0.321169	0.5
1	1640	-0.891903	0.5
2	1640	0.756417	0.5
3	1640	-0.36968	0.5
4	1640	-0.348541	0.5
0	1641	0.842935	0.5
1	1641	-0.921836	0.5
2	1641	-0.659457	0.5
3	1641	-0.10156	0.5
4	1641	2.12161	0.5
0	1642	-1.91622	0.5
1	1642	-0.595919	0.5
2	1642	-1.36737	0.5
3	1642	1.33821	0.5
4	1642	-1.95758	0.5
0	1643	1.19017	0.5
1	1643	-1.21307	0.5
2	1643	-0.567892	0.5
3	1643	0.157951	0.5
4	1643	-2.38876	0.5
0	1644	-0.315551	0.5
1	1644	-0.412548	0.5
2	1644	-0.590227	0.5
3	1644	1.811	0.5
4	1644	-0.0507906	0.5
0	1645	0.782554	0.5
1	1645	0.804678	0.5
2	1645	1.07745	0.5
3	1645	1.63248	0.5
4	1645	0.971768	0.5
0	1646	0.895239	0.5
1	1646	0.928881	0.5
2	1646	-0.995182	0.5
3	1646	0.539734	0.5
4	1646	-0.733753	0.5
0	1647	-0.877162	0.5
1	1647	0.701779	0.5
2	1647	-2.04319	0.5
3	1647	-2.00398	0.5
4	1647	1.2092	0.5
0	1648	1.3497	0.5
1	1648	0.0697692	0.5
2	1648	-0.0506546	0.5
3	1648	0.0926048	0.5
4	1648	-1.97653	0.5
0	1649	-0.720125	0.5
1	1649	0.15907	0.5
2	1649	-0.375606	0.5
3	1649	-0.054085	0.5
4	1649	1.66482	0.5
0	1650	-1.18351	0.5
1	1650	-0.625057	0.5
2	1650	-0.749345	0.5
3	1650	-0.136218	0.5
4	1650	-1.97274	0.5
0	1651	-1.29013	0.5
1	1651	-0.13694	0.5
2	1651	-1.9693	0.5
3	1651	1.19427	0.5
4	1651	-1.27374	0.5
0	1652	-0.129352	0.5
1	1652	1.71625	0.5
2	1652	1.04675	0.5
3	1652	-0.065611	0.5
4	1652	0.342604	0.5
0	1653	-1.10882	0.5
1	1653	0.509942	0.5
2	1653	-1.23913	0.5
3	1653	0.154035	0.5
4	1653	-0.0327863	0.5
0	1654	-0.683338	0.5
1	1654	2.32031	0.5
2	1654	0.463282	0.5
3	1654	-1.902	0.5
4	1654	-2.84585	0.5
0	1655	-0.639419	0.5
1	1655	-1.28061	0.5
2	1655	-0.238769	0.5
3	1655	2.06048	0.5
4	1655	0.548899	0.5
0	1656	0.197051	0.5
1	1656	-0.208471	0.5
2	1656	1.37988	0.5
3	1656	-0.464969	0.5
4	1656	-1.1445	0.5
0	1657	-1.17677	0.5
1	1657	0.129771	0.5
2	1657	0.261314	0.5
3	1657	-0.233409	0.5
4	1657	0.0733608	0.5
0	1658	-0.449002	0.5
1	1658	-0.587825	0.5
2	1658	-1.08472	0.5
3	1658	-0.712587	0.5
4	1658	-0.596866	0.5
0	1659	-0.884358	0.5
1	1659	-1.76071	0.5
2	1659	-1.34618	0.5
3	1659	0.411243	0.5
4	1659	0.921313	0.5
0	1660	-0.614697	0.5
1	1660	0.362854	0.5
2	1660	0.121372	0.5
3	1660	1.5494	0.5
4	1660	-0.482686	0.5
0	1661	-0.376675	0.5
1	1661	-0.391415	0.5
2	1661	0.189091	0.5
3	1661	-0.892546	0.5
4	1661	0.786785	0.5
0	1662	-2.10228	0.5
1	1662	0.337716	0.5
2	1662	0.374753	0.5
3	1662	-0.780071	0.5
4	1662	1.37818	0.5
0	1663	-0.43448	0.5
1	1663	-1.41624	0.5
2	1663	-0.703152	0.5
3	1663	-1.68148	0.5
4	1663	-0.282591	0.5
0	1664	0.940094	0.5
1	1664	0.525597	0.5
2	1664	-1.46322	0.5
3	1664	0.641286	0.5
4	1664	-2.4822	0.5
0	1665	0.371605	0.5
1	1665	-0.100295	0.5
2	1665	-0.351787	0.5
3	1665	0.977992	0.5
4	1665	0.738016	0.5
0	1666	0.661567	0.5
1	1666	-1.2113	0.5
2	1666	1.23731	0.5
3	1666	0.699085	0.5
4	1666	0.477563	0.5
0	1667	-0.0308898	0.5
1	1667	0.246038	0.5
2	1667	-0.00829445	0.5
3	1667	1.36571	0.5
4	1667	-0.116186	0.5
0	1668	-1.41749	0.5
1	1668	-2.3397	0.5
2	1668	1.05572	0.5
3	1668	-0.199281	0.5
4	1668	-0.494013	0.5
0	1669	-1.19598	0.5
1	1669	-0.938058	0.5
2	1669	1.23175	0.5
3	1669	-0.888532	0.5
4	1669	-1.35289	0.5
0	1670	1.91606	0.5
1	1670	-0.0276747	0.5
2	1670	1.37749	0.5
3	1670	2.12491	0.5
4	1670	0.505569	0.5
0	1671	0.463334	0.5
1	1671	-0.456331	0.5
2	1671	1.36046	0.5
3	1671	-0.106563	0.5
4	1671	-0.0504056	0.5
0	1672	-0.00472206	0.5
1	1672	0.485075	0.5
2	1672	1.00928	0.5
3	1672	-0.154572	0.5
4	1672	0.297356	0.5
0	1673	1.07927	0.5
1	1673	1.03675	0.5
2	1673	-0.47222	0.5
3	1673	0.556827	0.5
4	1673	1.56343	0.5
0	1674	-0.261891	0.5
1	1674	0.100181	0.5
2	1674	-0.0473385	0.5
3	1674	-0.674024	0.5
4	1674	-0.120634	0.5
0	1675	-1.06398	0.5
1	1675	-1.96381	0.5
2	1675	-0.428958	0.5
3	1675	0.846904	0.5
4	1675	1.08442	0.5
0	1676	1.4205	0.5
1	1676	0.0305645	0.5
2	1676	0.0798595	0.5
3	1676	-0.874435	0.5
4	1676	-0.32197	0.5
0	1677	0.511521	0.5
1	1677	0.238984	0.5
2	1677	-0.772008	0.5
3	1677	0.142226	0.5
4	1677	-1.316	0.5
0	1678	-0.15114	0.5
1	1678	0.0143169	0.5
2	1678	0.00350211	0.5
3	1678	1.76085	0.5
4	1678	-0.420428	0.5
0	1679	0.665518	0.5
1	1679	-0.206569	0.5
2	1679	2.26591	0.5
3	1679	1.30497	0.5
4	1679	0.556661	0.5
0	1680	0.270562	0.5
1	1680	-1.78584	0.5
2	1680	0.654202	0.5
3	1680	1.10276	0.5
4	1680	0.742521	0.5
0	1681	1.10838	0.5
1	1681	-1.25326	0.5
2	1681	1.32907	0.5
3	1681	-2.1682	0.5
4	1681	1.84944	0.5
0	1682	-0.762911	0.5
1	1682	-1.23813	0.5
2	1682	0.49589	0.5
3	1682	-0.318048	0.5
4	1682	0.152616	0.5
0	1683	1.45939	0.5
1	1683	-0.0459828	0.5
2	1683	0.259849	0.5
3	1683	-1.8316	0.5
4	1683	0.148163	0.5
0	1684	0.766581	0.5
1	1684	0.826257	0.5
2	1684	-0.563445	0.5
3	1684	1.71065	0.5
4	1684	-0.483224	0.5
0	1685	-0.189968	0.5
1	1685	-0.0572107	0.5
2	1685	-0.0292068	0.5
3	1685	0.414813	0.5
4	1685	-0.327234	0.5
0	1686	1.5732	0.5
1	1686	-0.231558	0.5
2	1686	-1.14578	0.5
3	1686	-0.0258181	0.5
4	1686	0.362541	0.5
0	1687	0.454385	0.5
1	1687	0.687702	0.5
2	1687	0.625105	0.5
3	1687	-0.158209	0.5
4	1687	1.24579	0.5
0	1688	1.11637	0.5
1	1688	0.0644827	0.5
2	1688	0.360073	0.5
3	1688	-1.56221	0.5
4	1688	2.0813	0.5
0	1689	0.902783	0.5
1	1689	-2.17118	0.5
2	1689	0.3732	0.5
3	1689	0.0583495	0.5
4	1689	-0.87123	0.5
0	1690	1.61355	0.5
1	1690	-0.0564329	0.5
2	1690	0.544588	0.5
3	1690	-1.22689	0.5
4	1690	-1.06185	0.5
0	1691	1.0261	0.5
1	1691	0.752121	0.5
2	1691	-0.844539	0.5
3	1691	0.95524	0.5
4	1691	-0.801796	0.5
0	1692	0.414855	0.5
1	1692	2.53697	0.5
2	1692	-0.131799	0.5
3	1692	0.40953	0.5
4	1692	-0.227413	0.5
0	1693	-0.572565	0.5
1	1693	-1.02145	0.5
2	1693	0.423786	0.5
3	1693	-1.1365	0.5
4	1693	0.247773	0.5
0	1694	1.418	0.5
1	1694	1.39153	0.5
2	1694	0.171338	0.5
3	1694	0.270789	0.5
4	1694	-0.233703	0.5
0	1695	-0.95569	0.5
1	1695	-0.737433	0.5
2	1695	-0.470219	0.5
3	1695	-2.47817	0.5
4	1695	-1.97274	0.5
0	1696	-0.0745577	0.5
1	1696	-0.609218	0.5
2	1696	-1.01927	0.5
3	1696	0.436491	0.5
4	1696	0.100683	0.5
0	1697	1.12937	0.5
1	1697	-0.481764	0.5
2	1697	-1.26122	0.5
3	1697	0.746274	0.5
4	1697	-0.952549	0.5
0	1698	-1.05386	0.5
1	1698	-1.23101	0.5
2	1698	-0.669166	0.5
3	1698	-0.442628	0.5
4	1698	0.625097	0.5
0	1699	-0.561974	0.5
1	1699	-0.986716	0.5
2	1699	0.775447	0.5
3	1699	0.100081	0.5
4	1699	-1.57886	0.5
0	1700	1.48769	0.5
1	1700	1.0808	0.5
2	1700	-0.736264	0.5
3	1700	0.0183148	0.5
4	1700	1.08566	0.5
0	1701	0.938224	0.5
1	1701	-1.00947	0.5
2	1701	0.263042	0.5
3	1701	-0.216186	0.5
4	1701	-0.459697	0.5
0	1702	-0.12598	0.5
1	1702	-2.58921	0.5
2	1702	-2.00065	0.5
3	1702	-1.49684	0.5
4	1702	0.615043	0.5
0	1703	0.452368	0.5
1	1703	-0.190406	0.5
2	1703	-0.880999	0.5
3	1703	0.423447	0.5
4	1703	-1.50491	0.5
0	1704	0.814389	0.5
1	1704	0.490665	0.5
2	1704	0.169346	0.5
3	1704	-0.432166	0.5
4	1704	-0.701155	0.5
0	1705	-0.971971	0.5
1	1705	-0.18796	0.5
2	1705	-1.45759	0.5
3	1705	0.378471	0.5
4	1705	1.57586	0.5
0	1706	-0.261921	0.5
1	1706	1.25755	0.5
2	1706	-0.958467	0.5
3	1706	0.395051	0.5
4	1706	-0.549545	0.5
0	1707	0.2226	0.5
1	1707	-1.39012	0.5
2	1707	0.454285	0.5
3	1707	-0.27062	0.5
4	1707	-0.644932	0.5
0	1708	0.319819	0.5
1	1708	-0.281193	0.5
2	1708	1.25231	0.5
3	1708	-0.224565	0.5
4	1708	-0.177817	0.5
0	1709	0.48281	0.5
1	1709	0.281688	0.5
2	1709	-0.753326	0.5
3	1709	0.856049	0.5
4	1709	0.189738	0.5
0	1710	-1.13581	0.5
1	1710	-1.20256	0.5
2	1710	-0.0736025	0.5
3	1710	-0.469909	0.5
4	1710	2.54618	0.5
0	1711	0.478859	0.5
1	1711	0.0301667	0.5
2	1711	-0.160612	0.5
3	1711	-1.27378	0.5
4	1711	0.858664	0.5
0	1712	0.273663	0.5
1	1712	1.67478	0.5
2	1712	0.176593	0.5
3	1712	1.1833	0.5
4	1712	-0.675971	0.5
0	1713	1.79953	0.5
1	1713	-0.053797	0.5
2	1713	-1.00965	0.5
3	1713	-0.799664	0.5
4	1713	0.513815	0.5
0	1714	1.2707	0.5
1	1714	1.29038	0.5
2	1714	-1.49903	0.5
3	1714	0.272873	0.5
4	1714	0.0799764	0.5
0	1715	2.24309	0.5
1	1715	0.142873	0.5
2	1715	0.551121	0.5
3	1715	-0.755227	0.5
4	1715	1.19543	0.5
0	1716	0.659423	0.5
1	1716	0.539356	0.5
2	1716	-0.970313	0.5
3	1716	-0.0861103	0.5
4	1716	-1.51869	0.5
0	1717	-0.811986	0.5
1	1717	0.873888	0.5
2	1717	-0.666727	0.5
3	1717	-1.35888	0.5
4	1717	1.08246	0.5
0	1718	0.0577361	0.5
1	1718	-0.46798	0.5
2	1718	0.277547	0.5
3	1718	0.390243	0.5
4	1718	0.955891	0.5
0	1719	0.800951	0.5
1	1719	2.1074	0.5
2	1719	0.358868	0.5
3	1719	-0.108603	0.5
4	1719	0.836086	0.5
0	1720	1.31837	0.5
1	1720	-0.671793	0.5
2	1720	-0.0760261	0.5
3	1720	-0.504206	0.5
4	1720	-0.736635	0.5
0	1721	0.520187	0.5
1	1721	0.441813	0.5
2	1721	1.56906	0.5
3	1721	0.781941	0.5
4	1721	-0.503041	0.5
0	1722	0.5534	0.5
1	1722	-0.435632	0.5
2	1722	-0.292589	0.5
3	1722	-0.809286	0.5
4	1722	0.155506	0.5
0	1723	1.23631	0.5
1	1723	0.903003	0.5
2	1723	1.61057	0.5
3	1723	-0.958506	0.5
4	1723	0.330299	0.5
0	1724	0.57178	0.5
1	1724	0.443612	0.5
2	1724	1.2762	0.5
3	1724	-0.140576	0.5
4	1724	-0.128065	0.5
0	1725	-0.657523	0.5
1	1725	0.315237	0.5
2	1725	-0.0502816	0.5
3	1725	1.31964	0.5
4	1725	-0.0142808	0.5
0	1726	-0.962533	0.5
1	1726	0.166843	0.5
2	1726	1.15002	0.5
3	1726	-1.03606	0.5
4	1726	0.969439	0.5
0	1727	-0.452119	0.5
1	1727	1.75326	0.5
2	1727	0.331711	0.5
3	1727	1.1123	0.5
4	1727	1.22707	0.5
0	1728	-0.768477	0.5
1	1728	1.35932	0.5
2	1728	2.28316	0.5
3	1728	1.91764	0.5
4	1728	-0.309378	0.5
0	1729	-1.39765	0.5
1	1729	0.181261	0.5
2	1729	0.571606	0.5
3	1729	0.203955	0.5
4	1729	-0.10004	0.5
0	1730	0.879567	0.5
1	1730	1.19053	0.5
2	1730	-0.961068	0.5
3	1730	0.679332	0.5
4	1730	-1.90479	0.5
0	1731	-0.745908	0.5
1	1731	-0.157037	0.5
2	1731	0.577248	0.5
3	1731	0.059051	0.5
4	1731	0.886806	0.5
0	1732	-0.310592	0.5
1	1732	-1.31825	0.5
2	1732	0.539472	0.5
3	1732	0.0773233	0.5
4	1732	-0.784166	0.5
0	1733	0.028285	0.5
1	1733	-3.12619	0.5
2	1733	-0.308904	0.5
3	1733	0.0700513	0.5
4	1733	-0.918212	0.5
0	1734	-0.883299	0.5
1	1734	-0.761917	0.5
2	1734	1.5943	0.5
3	1734	-0.0541617	0.5
4	1734	-1.36677	0.5
0	1735	0.184395	0.5
1	1735	0.613683	0.5
2	1735	0.000138316	0.5
3	1735	-0.473029	0.5
4	1735	-1.03942	0.5
0	1736	1.24639	0.5
1	1736	1.10857	0.5
2	1736	1.22153	0.5
3	1736	0.197178	0.5
