trait	loc	mut_effect	dom
2	4491	-1.2233	0.5
3	4491	-0.594172	0.5
4	4491	-0.820226	0.5
0	4492	2.47554	0.5
1	4492	0.409322	0.5
2	4492	0.0376365	0.5
3	4492	1.63942	0.5
4	4492	-0.383846	0.5
0	4493	-1.68988	0.5
1	4493	0.426854	0.5
2	4493	0.794552	0.5
3	4493	-0.335907	0.5
4	4493	-0.13863	0.5
0	4494	0.865584	0.5
1	4494	-0.649912	0.5
2	4494	-0.2351	0.5
3	4494	0.0551673	0.5
4	4494	-0.785423	0.5
0	4495	1.69144	0.5
1	4495	-0.223514	0.5
2	4495	0.881617	0.5
3	4495	0.796875	0.5
4	4495	0.336339	0.5
0	4496	-0.395801	0.5
1	4496	-0.287961	0.5
2	4496	-0.432284	0.5
3	4496	0.0973831	0.5
4	4496	-0.197714	0.5
0	4497	-0.509544	0.5
1	4497	0.258867	0.5
2	4497	-2.7635	0.5
3	4497	-1.2795	0.5
4	4497	-1.63772	0.5
0	4498	1.03781	0.5
1	4498	-0.946165	0.5
2	4498	0.533616	0.5
3	4498	0.173785	0.5
4	4498	-0.552919	0.5
0	4499	-0.412987	0.5
1	4499	0.675797	0.5
2	4499	-0.22652	0.5
3	4499	0.306925	0.5
4	4499	-1.66697	0.5
0	4500	0.15533	0.5
1	4500	-0.552382	0.5
2	4500	-0.74029	0.5
3	4500	-0.26839	0.5
4	4500	-0.170188	0.5
0	4501	-0.101302	0.5
1	4501	-1.99419	0.5
2	4501	-1.27306	0.5
3	4501	0.637868	0.5
4	4501	-0.282656	0.5
0	4502	-1.69753	0.5
1	4502	0.304351	0.5
2	4502	-0.0871705	0.5
3	4502	-0.440312	0.5
4	4502	-0.70469	0.5
0	4503	0.550456	0.5
1	4503	-0.0308314	0.5
2	4503	-0.0763126	0.5
3	4503	-0.808793	0.5
4	4503	1.15409	0.5
0	4504	-1.64183	0.5
1	4504	0.0739653	0.5
2	4504	-0.776515	0.5
3	4504	0.315272	0.5
4	4504	-0.0490339	0.5
0	4505	2.44488	0.5
1	4505	-0.66227	0.5
2	4505	-0.00333793	0.5
3	4505	0.166288	0.5
4	4505	-0.290125	0.5
0	4506	-0.898513	0.5
1	4506	0.519803	0.5
2	4506	0.987097	0.5
3	4506	-0.414261	0.5
4	4506	-0.728546	0.5
0	4507	-0.980823	0.5
1	4507	-0.256972	0.5
2	4507	0.0672687	0.5
3	4507	-0.346223	0.5
4	4507	2.06839	0.5
0	4508	1.21008	0.5
1	4508	-0.684304	0.5
2	4508	1.43748	0.5
3	4508	-1.31167	0.5
4	4508	0.316714	0.5
0	4509	-0.54256	0.5
1	4509	1.29305	0.5
2	4509	-2.66664	0.5
3	4509	0.892639	0.5
4	4509	1.14251	0.5
0	4510	-1.03878	0.5
1	4510	0.305483	0.5
2	4510	-0.937804	0.5
3	4510	-0.0935821	0.5
4	4510	0.986684	0.5
0	4511	-0.0710411	0.5
1	4511	-1.01076	0.5
2	4511	-1.33123	0.5
3	4511	0.531632	0.5
4	4511	-0.130276	0.5
0	4512	-0.0881217	0.5
1	4512	-1.26197	0.5
2	4512	-0.290674	0.5
3	4512	0.00418909	0.5
4	4512	1.20811	0.5
0	4513	0.967302	0.5
1	4513	-0.828904	0.5
2	4513	-0.715418	0.5
3	4513	-1.99792	0.5
4	4513	0.960429	0.5
0	4514	0.893015	0.5
1	4514	1.73693	0.5
2	4514	-0.326272	0.5
3	4514	-1.49493	0.5
4	4514	-0.466783	0.5
0	4515	-0.252576	0.5
1	4515	-0.255485	0.5
2	4515	0.829228	0.5
3	4515	0.0816238	0.5
4	4515	1.82023	0.5
0	4516	-0.43838	0.5
1	4516	-0.315146	0.5
2	4516	0.31156	0.5
3	4516	0.726188	0.5
4	4516	-0.829715	0.5
0	4517	1.32416	0.5
1	4517	-0.133064	0.5
2	4517	-0.685993	0.5
3	4517	0.329804	0.5
4	4517	-1.0286	0.5
0	4518	-0.0759531	0.5
1	4518	0.98626	0.5
2	4518	-0.500055	0.5
3	4518	-1.89305	0.5
4	4518	-0.597104	0.5
0	4519	0.0249277	0.5
1	4519	-1.56863	0.5
2	4519	1.55532	0.5
3	4519	-0.994418	0.5
4	4519	1.29107	0.5
0	4520	0.668673	0.5
1	4520	0.0399264	0.5
2	4520	-0.790899	0.5
3	4520	0.650873	0.5
4	4520	0.225609	0.5
0	4521	0.657987	0.5
1	4521	1.84093	0.5
2	4521	0.682247	0.5
3	4521	-0.849204	0.5
4	4521	0.998441	0.5
0	4522	-1.46983	0.5
1	4522	-0.4307	0.5
2	4522	-0.491025	0.5
3	4522	-0.240324	0.5
4	4522	-0.724885	0.5
0	4523	-0.54633	0.5
1	4523	0.434904	0.5
2	4523	0.347744	0.5
3	4523	1.43441	0.5
4	4523	0.12122	0.5
0	4524	-1.20463	0.5
1	4524	-1.06607	0.5
2	4524	-0.400914	0.5
3	4524	0.77054	0.5
4	4524	-1.10346	0.5
0	4525	0.793602	0.5
1	4525	-0.432469	0.5
2	4525	0.231162	0.5
3	4525	-0.83519	0.5
4	4525	0.716506	0.5
0	4526	1.11582	0.5
1	4526	-1.11438	0.5
2	4526	0.036212	0.5
3	4526	-0.451174	0.5
4	4526	1.27455	0.5
0	4527	2.47867	0.5
1	4527	0.404604	0.5
2	4527	1.4287	0.5
3	4527	1.75194	0.5
4	4527	-0.449599	0.5
0	4528	-1.19444	0.5
1	4528	0.0285486	0.5
2	4528	-0.661505	0.5
3	4528	0.842137	0.5
4	4528	-0.314495	0.5
0	4529	2.06469	0.5
1	4529	-1.61907	0.5
2	4529	0.116033	0.5
3	4529	-0.945543	0.5
4	4529	-0.550063	0.5
0	4530	-1.93934	0.5
1	4530	-0.758008	0.5
2	4530	-0.211861	0.5
3	4530	-0.244448	0.5
4	4530	1.38634	0.5
0	4531	-0.951744	0.5
1	4531	1.07271	0.5
2	4531	0.238126	0.5
3	4531	1.19181	0.5
4	4531	-0.839836	0.5
0	4532	-0.0216169	0.5
1	4532	0.358611	0.5
2	4532	0.188781	0.5
3	4532	-1.24654	0.5
4	4532	-1.05025	0.5
0	4533	-1.51167	0.5
1	4533	-1.15461	0.5
2	4533	-1.18791	0.5
3	4533	1.2816	0.5
4	4533	1.09152	0.5
0	4534	0.441722	0.5
1	4534	-0.141932	0.5
2	4534	-0.112579	0.5
3	4534	0.992289	0.5
4	4534	-1.1882	0.5
0	4535	1.27525	0.5
1	4535	0.42507	0.5
2	4535	1.38355	0.5
3	4535	-1.06889	0.5
4	4535	1.04345	0.5
0	4536	0.356013	0.5
1	4536	-0.0840479	0.5
2	4536	-2.22887	0.5
3	4536	-0.60464	0.5
4	4536	-0.497539	0.5
0	4537	-0.572944	0.5
1	4537	0.184487	0.5
2	4537	0.157588	0.5
3	4537	-0.911894	0.5
4	4537	-0.374183	0.5
0	4538	0.0714362	0.5
1	4538	0.249989	0.5
2	4538	-1.48841	0.5
3	4538	0.0384348	0.5
4	4538	0.371676	0.5
0	4539	0.765277	0.5
1	4539	2.62946	0.5
2	4539	2.49367	0.5
3	4539	-0.959152	0.5
4	4539	1.57932	0.5
0	4540	1.40417	0.5
1	4540	0.755289	0.5
2	4540	-0.473565	0.5
3	4540	0.521418	0.5
4	4540	-0.920841	0.5
0	4541	1.75531	0.5
1	4541	0.917094	0.5
2	4541	-1.25076	0.5
3	4541	-1.52918	0.5
4	4541	0.540296	0.5
0	4542	1.11487	0.5
1	4542	-0.873948	0.5
2	4542	1.77788	0.5
3	4542	-0.280127	0.5
4	4542	0.158573	0.5
0	4543	-3.20183	0.5
1	4543	0.267397	0.5
2	4543	-0.739714	0.5
3	4543	2.68333	0.5
4	4543	0.310527	0.5
0	4544	1.44252	0.5
1	4544	0.438687	0.5
2	4544	1.2334	0.5
3	4544	-1.35487	0.5
4	4544	1.27956	0.5
0	4545	-0.0661765	0.5
1	4545	0.903307	0.5
2	4545	-0.382161	0.5
3	4545	0.167451	0.5
4	4545	0.595141	0.5
0	4546	0.611091	0.5
1	4546	-0.660415	0.5
2	4546	0.218919	0.5
3	4546	0.822938	0.5
4	4546	-1.95432	0.5
0	4547	0.315493	0.5
1	4547	0.00287759	0.5
2	4547	0.0600369	0.5
3	4547	-0.842881	0.5
4	4547	0.342783	0.5
0	4548	-1.33085	0.5
1	4548	-1.28729	0.5
2	4548	0.484575	0.5
3	4548	-1.41963	0.5
4	4548	0.655842	0.5
0	4549	1.12346	0.5
1	4549	0.815898	0.5
2	4549	0.245941	0.5
3	4549	0.261638	0.5
4	4549	1.24963	0.5
0	4550	-1.29325	0.5
1	4550	0.882313	0.5
2	4550	-0.854611	0.5
3	4550	-1.17968	0.5
4	4550	-1.59502	0.5
0	4551	-0.350377	0.5
1	4551	-1.08643	0.5
2	4551	-0.479907	0.5
3	4551	0.134871	0.5
4	4551	-0.0662567	0.5
0	4552	-2.20179	0.5
1	4552	0.234205	0.5
2	4552	-0.167405	0.5
3	4552	-0.751166	0.5
4	4552	-0.467196	0.5
0	4553	-0.316013	0.5
1	4553	0.663945	0.5
2	4553	1.45548	0.5
3	4553	-0.132821	0.5
4	4553	0.908603	0.5
0	4554	-1.30519	0.5
1	4554	0.610524	0.5
2	4554	1.11466	0.5
3	4554	0.535039	0.5
4	4554	0.0362137	0.5
0	4555	-0.380542	0.5
1	4555	-1.25245	0.5
2	4555	-0.501267	0.5
3	4555	-0.184402	0.5
4	4555	-0.775803	0.5
0	4556	-0.749283	0.5
1	4556	-0.516083	0.5
2	4556	-0.7374	0.5
3	4556	-0.697976	0.5
4	4556	-0.438901	0.5
0	4557	-0.0364406	0.5
1	4557	-0.246904	0.5
2	4557	-1.11561	0.5
3	4557	-0.236045	0.5
4	4557	0.765661	0.5
0	4558	-0.37326	0.5
1	4558	0.211023	0.5
2	4558	-0.797683	0.5
3	4558	-0.314377	0.5
4	4558	-0.621428	0.5
0	4559	0.133482	0.5
1	4559	-0.123207	0.5
2	4559	-0.482707	0.5
3	4559	0.740713	0.5
4	4559	0.495341	0.5
0	4560	0.236089	0.5
1	4560	1.09175	0.5
2	4560	1.75437	0.5
3	4560	-0.427177	0.5
4	4560	0.687431	0.5
0	4561	-0.261257	0.5
1	4561	1.11699	0.5
2	4561	-0.730476	0.5
3	4561	-0.269166	0.5
4	4561	1.45804	0.5
0	4562	-0.743868	0.5
1	4562	0.187599	0.5
2	4562	-0.697922	0.5
3	4562	0.795857	0.5
4	4562	-0.207687	0.5
0	4563	-1.85417	0.5
1	4563	-2.44932	0.5
2	4563	0.147945	0.5
3	4563	0.454058	0.5
4	4563	0.236505	0.5
0	4564	-0.197745	0.5
1	4564	-0.930879	0.5
2	4564	-1.94018	0.5
3	4564	1.44322	0.5
4	4564	1.97788	0.5
0	4565	-1.06265	0.5
1	4565	0.134989	0.5
2	4565	0.706601	0.5
3	4565	-1.54996	0.5
4	4565	-1.17955	0.5
0	4566	-0.445464	0.5
1	4566	1.13362	0.5
2	4566	-0.875344	0.5
3	4566	1.21614	0.5
4	4566	-0.621609	0.5
0	4567	-1.38354	0.5
1	4567	-0.124047	0.5
2	4567	-0.944832	0.5
3	4567	-0.377826	0.5
4	4567	-0.447271	0.5
0	4568	1.64491	0.5
1	4568	-0.907875	0.5
2	4568	2.30765	0.5
3	4568	0.45134	0.5
4	4568	-0.778309	0.5
0	4569	-1.62582	0.5
1	4569	-1.29892	0.5
2	4569	0.0484218	0.5
3	4569	-1.4721	0.5
4	4569	-0.527946	0.5
0	4570	1.38732	0.5
1	4570	0.849818	0.5
2	4570	-0.95315	0.5
3	4570	0.72805	0.5
4	4570	1.50138	0.5
0	4571	0.982903	0.5
1	4571	1.22308	0.5
2	4571	-0.891879	0.5
3	4571	0.286793	0.5
4	4571	0.346346	0.5
0	4572	-0.781398	0.5
1	4572	1.25081	0.5
2	4572	-0.557365	0.5
3	4572	-0.208748	0.5
4	4572	0.270456	0.5
0	4573	1.28675	0.5
1	4573	0.667504	0.5
2	4573	0.187799	0.5
3	4573	0.296018	0.5
4	4573	0.449713	0.5
0	4574	-0.404955	0.5
1	4574	1.05888	0.5
2	4574	0.474135	0.5
3	4574	-0.942895	0.5
4	4574	-1.86342	0.5
0	4575	0.901895	0.5
1	4575	0.973849	0.5
2	4575	-0.813557	0.5
3	4575	-0.561161	0.5
4	4575	0.174873	0.5
0	4576	-1.29107	0.5
1	4576	0.778572	0.5
2	4576	0.551929	0.5
3	4576	-0.149666	0.5
4	4576	-0.783761	0.5
0	4577	1.20099	0.5
1	4577	-1.80655	0.5
2	4577	-2.06333	0.5
3	4577	-0.368961	0.5
4	4577	-0.860661	0.5
0	4578	1.44943	0.5
1	4578	-1.10131	0.5
2	4578	0.656277	0.5
3	4578	-0.275442	0.5
4	4578	-0.760188	0.5
0	4579	0.269308	0.5
1	4579	0.376548	0.5
2	4579	-0.350217	0.5
3	4579	-0.492919	0.5
4	4579	0.64011	0.5
0	4580	-0.0988059	0.5
1	4580	0.479056	0.5
2	4580	-1.60063	0.5
3	4580	0.844638	0.5
4	4580	-0.936962	0.5
0	4581	-1.16597	0.5
1	4581	0.59108	0.5
2	4581	0.0966701	0.5
3	4581	-1.25203	0.5
4	4581	1.59523	0.5
0	4582	-0.265363	0.5
1	4582	-3.40823	0.5
2	4582	0.0178326	0.5
3	4582	-1.20624	0.5
4	4582	-0.170599	0.5
0	4583	-0.0790884	0.5
1	4583	0.643216	0.5
2	4583	-0.26169	0.5
3	4583	0.12155	0.5
4	4583	0.136675	0.5
0	4584	0.499766	0.5
1	4584	1.29699	0.5
2	4584	-1.56723	0.5
3	4584	1.16436	0.5
4	4584	0.544715	0.5
0	4585	-0.00684642	0.5
1	4585	-0.915496	0.5
2	4585	0.938706	0.5
3	4585	-0.944058	0.5
4	4585	1.99001	0.5
0	4586	1.31526	0.5
1	4586	0.523121	0.5
2	4586	-0.520011	0.5
3	4586	1.86593	0.5
4	4586	-0.121757	0.5
0	4587	-0.555632	0.5
1	4587	0.0552751	0.5
2	4587	-0.899613	0.5
3	4587	-1.44373	0.5
4	4587	0.646767	0.5
0	4588	0.133043	0.5
1	4588	1.14899	0.5
2	4588	-1.04018	0.5
3	4588	-0.0366223	0.5
4	4588	0.839605	0.5
0	4589	0.30581	0.5
1	4589	1.391	0.5
2	4589	0.415781	0.5
3	4589	-0.822532	0.5
4	4589	1.12461	0.5
0	4590	0.65357	0.5
1	4590	0.757229	0.5
2	4590	-0.239058	0.5
3	4590	-0.32739	0.5
4	4590	1.12899	0.5
0	4591	-0.318696	0.5
1	4591	0.889645	0.5
2	4591	-0.63423	0.5
3	4591	0.839968	0.5
4	4591	-1.30503	0.5
0	4592	-0.752819	0.5
1	4592	-1.38352	0.5
2	4592	1.51785	0.5
3	4592	-1.57992	0.5
4	4592	0.394648	0.5
0	4593	-0.531071	0.5
1	4593	0.00590387	0.5
2	4593	-1.15245	0.5
3	4593	-0.0245961	0.5
4	4593	-0.824632	0.5
0	4594	1.53038	0.5
1	4594	-0.602914	0.5
2	4594	0.190521	0.5
3	4594	-1.90404	0.5
4	4594	0.339125	0.5
0	4595	-2.18547	0.5
1	4595	-0.135367	0.5
2	4595	-0.0806853	0.5
3	4595	-0.539287	0.5
4	4595	-2.80351	0.5
0	4596	1.68639	0.5
1	4596	0.465693	0.5
2	4596	0.636978	0.5
3	4596	-0.0824627	0.5
4	4596	1.34431	0.5
0	4597	-1.39363	0.5
1	4597	0.795292	0.5
2	4597	1.49166	0.5
3	4597	1.79787	0.5
4	4597	1.0449	0.5
0	4598	-0.0260134	0.5
1	4598	-0.805163	0.5
2	4598	-0.71388	0.5
3	4598	0.248911	0.5
4	4598	-1.54038	0.5
0	4599	-1.5773	0.5
1	4599	-0.255311	0.5
2	4599	-0.117473	0.5
3	4599	1.34469	0.5
4	4599	1.50286	0.5
0	4600	0.655397	0.5
1	4600	-0.926303	0.5
2	4600	-1.26295	0.5
3	4600	-1.04972	0.5
4	4600	0.38657	0.5
0	4601	-0.321583	0.5
1	4601	0.11058	0.5
2	4601	2.05608	0.5
3	4601	0.0293314	0.5
4	4601	0.354017	0.5
0	4602	-0.0176943	0.5
1	4602	0.173024	0.5
2	4602	1.91307	0.5
3	4602	0.546713	0.5
4	4602	-0.892393	0.5
0	4603	0.119942	0.5
1	4603	0.659434	0.5
2	4603	-0.396743	0.5
3	4603	-0.291274	0.5
4	4603	-1.88387	0.5
0	4604	0.253505	0.5
1	4604	-1.82181	0.5
2	4604	-0.313316	0.5
3	4604	-0.598779	0.5
4	4604	-0.52708	0.5
0	4605	-0.202508	0.5
1	4605	0.349191	0.5
2	4605	0.477966	0.5
3	4605	1.10703	0.5
4	4605	1.06662	0.5
0	4606	0.68218	0.5
1	4606	0.590027	0.5
2	4606	-0.147645	0.5
3	4606	0.319316	0.5
4	4606	2.40334	0.5
0	4607	2.14608	0.5
1	4607	-1.62922	0.5
2	4607	-0.0120252	0.5
3	4607	-0.308037	0.5
4	4607	-0.474844	0.5
0	4608	0.844393	0.5
1	4608	-0.788119	0.5
2	4608	0.972135	0.5
3	4608	0.00904763	0.5
4	4608	-0.188556	0.5
0	4609	1.26461	0.5
1	4609	0.129407	0.5
2	4609	-0.0101912	0.5
3	4609	0.771707	0.5
4	4609	1.75634	0.5
0	4610	-0.0399402	0.5
1	4610	1.79029	0.5
2	4610	1.03189	0.5
3	4610	-1.14149	0.5
4	4610	-0.280285	0.5
0	4611	0.098905	0.5
1	4611	-1.01914	0.5
2	4611	-0.0138836	0.5
3	4611	-0.0652063	0.5
4	4611	-0.479346	0.5
0	4612	0.947195	0.5
1	4612	-0.227239	0.5
2	4612	0.490534	0.5
3	4612	-0.247729	0.5
4	4612	-0.740186	0.5
0	4613	0.731701	0.5
1	4613	-1.02364	0.5
2	4613	-0.258837	0.5
3	4613	-0.30352	0.5
4	4613	-0.487783	0.5
0	4614	0.609675	0.5
1	4614	0.129169	0.5
2	4614	-0.54275	0.5
3	4614	0.876024	0.5
4	4614	2.30693	0.5
0	4615	0.0919812	0.5
1	4615	0.0012792	0.5
2	4615	-0.322619	0.5
3	4615	-0.2791	0.5
4	4615	-0.612983	0.5
0	4616	-0.243643	0.5
1	4616	1.19479	0.5
2	4616	-1.21708	0.5
3	4616	0.815213	0.5
4	4616	1.48525	0.5
0	4617	0.84826	0.5
1	4617	-0.824287	0.5
2	4617	-1.51454	0.5
3	4617	-0.797597	0.5
4	4617	-0.266561	0.5
0	4618	2.15841	0.5
1	4618	-0.450439	0.5
2	4618	-0.639801	0.5
3	4618	-1.17057	0.5
4	4618	-1.0026	0.5
0	4619	1.19359	0.5
1	4619	-0.574185	0.5
2	4619	-0.263033	0.5
3	4619	0.522934	0.5
4	4619	1.82378	0.5
0	4620	1.40959	0.5
1	4620	-0.139123	0.5
2	4620	0.938934	0.5
3	4620	-0.605504	0.5
4	4620	0.609414	0.5
0	4621	-0.82053	0.5
1	4621	0.201733	0.5
2	4621	-0.33663	0.5
3	4621	-0.644084	0.5
4	4621	0.444395	0.5
0	4622	1.74798	0.5
1	4622	-0.0209665	0.5
2	4622	-0.234735	0.5
3	4622	-0.557695	0.5
4	4622	-0.913686	0.5
0	4623	-0.00873743	0.5
1	4623	-0.784613	0.5
2	4623	-0.356826	0.5
3	4623	-1.3202	0.5
4	4623	0.108946	0.5
0	4624	-0.582651	0.5
1	4624	-0.529395	0.5
2	4624	-0.267298	0.5
3	4624	-0.65842	0.5
4	4624	0.259906	0.5
0	4625	0.915774	0.5
1	4625	1.59648	0.5
2	4625	0.876272	0.5
3	4625	-0.29231	0.5
4	4625	-0.156368	0.5
0	4626	-0.373316	0.5
1	4626	-0.203802	0.5
2	4626	-0.157724	0.5
3	4626	1.97159	0.5
4	4626	0.373529	0.5
0	4627	-0.136451	0.5
1	4627	-0.577336	0.5
2	4627	-0.112016	0.5
3	4627	-0.229716	0.5
4	4627	-0.822667	0.5
0	4628	-1.14786	0.5
1	4628	-0.461657	0.5
2	4628	-0.232457	0.5
3	4628	-0.988508	0.5
4	4628	-0.991273	0.5
0	4629	0.184029	0.5
1	4629	0.525495	0.5
2	4629	-0.144759	0.5
3	4629	1.61807	0.5
4	4629	0.11499	0.5
0	4630	0.210467	0.5
1	4630	-0.668761	0.5
2	4630	-1.15106	0.5
3	4630	-0.547554	0.5
4	4630	0.195834	0.5
0	4631	-0.0359981	0.5
1	4631	-1.1099	0.5
2	4631	-0.497727	0.5
3	4631	1.23938	0.5
4	4631	-0.959884	0.5
0	4632	0.531376	0.5
1	4632	0.261245	0.5
2	4632	1.69331	0.5
3	4632	-1.44086	0.5
4	4632	0.188948	0.5
0	4633	0.190708	0.5
1	4633	0.113055	0.5
2	4633	-0.784865	0.5
3	4633	-1.10964	0.5
4	4633	1.11127	0.5
0	4634	0.886529	0.5
1	4634	-1.33989	0.5
2	4634	-0.677427	0.5
3	4634	-0.239854	0.5
4	4634	-0.119813	0.5
0	4635	-0.910492	0.5
1	4635	-3.17971	0.5
2	4635	-0.542024	0.5
3	4635	0.575918	0.5
4	4635	0.762173	0.5
0	4636	1.33919	0.5
1	4636	0.295327	0.5
2	4636	1.0786	0.5
3	4636	0.00797911	0.5
4	4636	0.351531	0.5
0	4637	1.4323	0.5
1	4637	-0.332439	0.5
2	4637	0.519041	0.5
3	4637	-0.804971	0.5
4	4637	0.554379	0.5
0	4638	0.333482	0.5
1	4638	0.656806	0.5
2	4638	-0.803698	0.5
3	4638	-0.715268	0.5
4	4638	1.54776	0.5
0	4639	1.15646	0.5
1	4639	0.504804	0.5
2	4639	1.14694	0.5
3	4639	-0.790752	0.5
4	4639	0.036167	0.5
0	4640	-2.21556	0.5
1	4640	0.400325	0.5
2	4640	4.27542	0.5
3	4640	-0.431061	0.5
4	4640	-1.68811	0.5
0	4641	-1.12772	0.5
1	4641	0.405654	0.5
2	4641	-0.0657851	0.5
3	4641	-0.266403	0.5
4	4641	-1.85397	0.5
0	4642	0.779441	0.5
1	4642	-1.04627	0.5
2	4642	-0.262991	0.5
3	4642	-1.02903	0.5
4	4642	1.74885	0.5
0	4643	-1.10581	0.5
1	4643	-0.333515	0.5
2	4643	0.630149	0.5
3	4643	-0.0349643	0.5
4	4643	0.541846	0.5
0	4644	1.12262	0.5
1	4644	-0.0887193	0.5
2	4644	-1.41811	0.5
3	4644	0.325166	0.5
4	4644	1.01487	0.5
0	4645	1.63672	0.5
1	4645	-0.230552	0.5
2	4645	0.64099	0.5
3	4645	0.790855	0.5
4	4645	-0.912909	0.5
0	4646	0.47952	0.5
1	4646	0.585951	0.5
2	4646	0.397227	0.5
3	4646	0.324188	0.5
4	4646	-0.991555	0.5
0	4647	-1.60375	0.5
1	4647	-0.673113	0.5
2	4647	0.899543	0.5
3	4647	-0.703535	0.5
4	4647	0.594634	0.5
0	4648	-1.44994	0.5
1	4648	-1.44263	0.5
2	4648	-0.82854	0.5
3	4648	0.281728	0.5
4	4648	1.06133	0.5
0	4649	-1.55116	0.5
1	4649	2.28587	0.5
2	4649	0.518888	0.5
3	4649	-0.849946	0.5
4	4649	-0.941008	0.5
0	4650	-0.899933	0.5
1	4650	0.290565	0.5
2	4650	-0.0481286	0.5
3	4650	-0.223028	0.5
4	4650	-0.392843	0.5
0	4651	1.30619	0.5
1	4651	-1.77867	0.5
2	4651	-0.512091	0.5
3	4651	-0.387595	0.5
4	4651	0.406967	0.5
0	4652	0.169935	0.5
1	4652	-0.2269	0.5
2	4652	0.299093	0.5
3	4652	-0.429758	0.5
4	4652	2.17819	0.5
0	4653	0.96285	0.5
1	4653	0.465955	0.5
2	4653	0.440956	0.5
3	4653	1.74513	0.5
4	4653	1.7513	0.5
0	4654	0.792049	0.5
1	4654	0.667288	0.5
2	4654	-1.09092	0.5
3	4654	0.00621794	0.5
4	4654	-2.22146	0.5
0	4655	-0.168489	0.5
1	4655	-2.0576	0.5
2	4655	-0.74684	0.5
3	4655	-1.52632	0.5
4	4655	1.88889	0.5
0	4656	0.00816181	0.5
1	4656	0.508797	0.5
2	4656	-0.88361	0.5
3	4656	0.365066	0.5
4	4656	-0.209514	0.5
0	4657	-1.15291	0.5
1	4657	1.3532	0.5
2	4657	0.659139	0.5
3	4657	-0.365817	0.5
4	4657	2.58567	0.5
0	4658	1.39423	0.5
1	4658	0.0809706	0.5
2	4658	-2.25251	0.5
3	4658	0.242437	0.5
4	4658	-0.0888555	0.5
0	4659	1.73846	0.5
1	4659	-0.21818	0.5
2	4659	0.130925	0.5
3	4659	1.12125	0.5
4	4659	1.09098	0.5
0	4660	-0.858677	0.5
1	4660	-0.399479	0.5
2	4660	-0.801149	0.5
3	4660	-0.0044148	0.5
4	4660	-1.64729	0.5
0	4661	0.51558	0.5
1	4661	-0.0410004	0.5
2	4661	-1.09812	0.5
3	4661	-1.22888	0.5
4	4661	0.159753	0.5
0	4662	0.489242	0.5
1	4662	-0.583881	0.5
2	4662	-0.874161	0.5
3	4662	-0.292003	0.5
4	4662	0.796303	0.5
0	4663	-0.674718	0.5
1	4663	-1.10458	0.5
2	4663	-0.856201	0.5
3	4663	0.277946	0.5
4	4663	0.725973	0.5
0	4664	0.125546	0.5
1	4664	0.103481	0.5
2	4664	0.378741	0.5
3	4664	-0.945449	0.5
4	4664	-1.58866	0.5
0	4665	-1.27209	0.5
1	4665	-0.381333	0.5
2	4665	1.2523	0.5
3	4665	0.492372	0.5
4	4665	-0.117669	0.5
0	4666	1.5373	0.5
1	4666	-0.831004	0.5
2	4666	-2.27381	0.5
3	4666	-0.425152	0.5
4	4666	0.629577	0.5
0	4667	-0.934657	0.5
1	4667	0.320084	0.5
2	4667	-0.861622	0.5
3	4667	1.80319	0.5
4	4667	-1.83852	0.5
0	4668	-1.94655	0.5
1	4668	0.648858	0.5
2	4668	0.527092	0.5
3	4668	-2.01116	0.5
4	4668	0.483195	0.5
0	4669	-0.664368	0.5
1	4669	-0.684047	0.5
2	4669	-0.20903	0.5
3	4669	-0.242715	0.5
4	4669	-0.679311	0.5
0	4670	1.32884	0.5
1	4670	0.223433	0.5
2	4670	-0.102082	0.5
3	4670	-0.0201239	0.5
4	4670	0.459106	0.5
0	4671	-0.756661	0.5
1	4671	-1.76976	0.5
2	4671	1.14155	0.5
3	4671	0.00833398	0.5
4	4671	0.294212	0.5
0	4672	-0.389796	0.5
1	4672	0.44487	0.5
2	4672	-0.735658	0.5
3	4672	0.310593	0.5
4	4672	0.308008	0.5
0	4673	0.618199	0.5
1	4673	-1.29332	0.5
2	4673	0.764615	0.5
3	4673	-0.797979	0.5
4	4673	-0.135182	0.5
0	4674	0.267333	0.5
1	4674	0.710809	0.5
2	4674	-0.206375	0.5
3	4674	0.584722	0.5
4	4674	1.17613	0.5
0	4675	-1.15785	0.5
1	4675	-2.02644	0.5
2	4675	0.846707	0.5
3	4675	0.353319	0.5
4	4675	-0.0172427	0.5
0	4676	0.272976	0.5
1	4676	1.69282	0.5
2	4676	0.187355	0.5
3	4676	-0.825005	0.5
4	4676	0.767053	0.5
0	4677	0.595217	0.5
1	4677	-2.93071	0.5
2	4677	0.504754	0.5
3	4677	-0.98472	0.5
4	4677	1.07608	0.5
0	4678	-0.749068	0.5
1	4678	-0.135468	0.5
2	4678	0.476	0.5
3	4678	1.50254	0.5
4	4678	0.000349539	0.5
0	4679	-0.856072	0.5
1	4679	0.469019	0.5
2	4679	-1.5221	0.5
3	4679	-1.0659	0.5
4	4679	-0.907726	0.5
0	4680	-1.47796	0.5
1	4680	-0.936819	0.5
2	4680	2.50709	0.5
3	4680	1.16087	0.5
4	4680	-1.16044	0.5
0	4681	-0.00684371	0.5
1	4681	0.535774	0.5
2	4681	0.547052	0.5
3	4681	-1.46827	0.5
4	4681	1.544	0.5
0	4682	-1.585	0.5
1	4682	-2.33803	0.5
2	4682	-0.0606484	0.5
3	4682	-0.0476529	0.5
