gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.63223, d0W1, d0W0.63223, d0W1, d1W1, d1W0.606531, d1W0.63223, d1W1, d1W0.63223, d1W1, d2W1, d2W0.606531, d2W0.63223, d2W1, d2W0.63223, d2W1, d3W1, d3W0.606531, d3W0.63223, d3W1, d3W0.63223, d3W1, d4W1, d4W0.606531, d4W0.63223, d4W1, d4W0.63223, d4W1, d5W1, d5W0.606531, d5W0.63223, d5W1, d5W0.63223, d5W1, d6W1, d6W0.606531, d6W0.63223, d6W1, d6W0.63223, d6W1, d7W1, d7W0.606531, d7W0.63223, d7W1, d7W0.63223, d7W1, d8W1, d8W0.606531, d8W0.63223, d8W1, d8W0.63223, d8W1, d9W1, d9W0.606531, d9W0.63223, d9W1, d9W0.63223, d9W1, d10W1, d10W0.606531, d10W0.63223, d10W1, d10W0.63223, d10W1, d11W1, d11W0.606531, d11W0.63223, d11W1, d11W0.63223, d11W1, d12W1, d12W0.606531, d12W0.63223, d12W1, d12W0.63223, d12W1, d13W1, d13W0.606531, d13W0.63223, d13W1, d13W0.63223, d13W1, d14W1, d14W0.606531, d14W0.63223, d14W1, d14W0.63223, d14W1, d15W1, d15W0.606531, d15W0.63223, d15W1, d15W0.63223, d15W1, d16W1, d16W0.606531, d16W0.63223, d16W1, d16W0.63223, d16W1, d17W1, d17W0.606531, d17W0.63223, d17W1, d17W0.63223, d17W1, d18W1, d18W0.606531, d18W0.63223, d18W1, d18W0.63223, d18W1, d19W1, d19W0.606531, d19W0.63223, d19W1, d19W0.63223, d19W1, 
0, 1,1,0.99975,0.99975,1,0.9995,0.99675,0.99225,0.97725,0.92475,0.83325,0.646,0.42475,0.239,0.11475,0.0505,0.0145,0.00425,0.00175,0.001,1,1,1,1,1,0.99975,0.998,0.99325,0.9755,0.92875,0.81975,0.65,0.44075,0.22575,0.11575,0.042,0.00975,0.00525,0.00075,0.00025,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1999,0,1,1999,1,1999,1999,0,1,1999,1,1999,1996,0,4,1996,4,1996,1982,0,18,1982,18,1982,1952,1,47,1952,47,1952,1859,2,139,1859,139,1859,1652,15,333,1652,333,1652,1360,48,592,1360,592,1360,1115,73,812,1115,812,1115,1040,102,858,1040,858,1040,1208,63,729,1208,729,1208,1524,18,458,1524,458,1524,1771,5,224,1771,224,1771,1910,0,90,1910,90,1910,1968,0,32,1968,32,1968,1994,0,6,1994,6,1994,1996,0,4,1996,4,1996,
100, 1,1,1,1,1,0.9995,0.99725,0.99325,0.97375,0.92725,0.80875,0.61075,0.397,0.2035,0.08925,0.035,0.0085,0.00325,0.00125,0.0005,1,1,1,1,1,1,0.99775,0.9925,0.97925,0.92775,0.81275,0.6255,0.402,0.21225,0.092,0.02975,0.00775,0.002,0.00025,0.00025,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1992,0,8,1992,8,1992,1949,1,50,1949,50,1949,1852,5,143,1852,143,1852,1651,16,333,1651,333,1651,1375,38,587,1375,587,1375,1103,76,821,1103,821,1103,1099,94,807,1099,807,1099,1314,45,641,1314,641,1314,1580,22,398,1580,398,1580,1819,2,179,1819,179,1819,1921,0,79,1921,79,1921,1980,1,19,1980,19,1980,1993,0,7,1993,7,1993,1996,0,4,1996,4,1996,
200, 1,1,1,1,1,1,0.998,0.991,0.976,0.92775,0.80725,0.631,0.40975,0.219,0.09475,0.0345,0.012,0.0025,0.0005,0.00025,1,1,1,1,1,0.9995,0.99825,0.99175,0.97525,0.9305,0.8025,0.63675,0.407,0.2225,0.096,0.038,0.00975,0.006,0.00025,0.00025,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1996,0,4,1996,4,1996,1987,0,13,1987,13,1987,1943,0,57,1943,57,1943,1846,2,152,1846,152,1846,1641,10,349,1641,349,1641,1321,51,628,1321,628,1321,1097,88,815,1097,815,1097,1063,83,854,1063,854,1063,1264,54,682,1264,682,1264,1590,25,385,1590,385,1590,1800,2,198,1800,198,1800,1923,0,77,1923,77,1923,1971,0,29,1971,29,1971,1992,0,8,1992,8,1992,1998,0,2,1998,2,1998,
300, 1,1,1,1,1,0.9995,0.99825,0.99525,0.968,0.92075,0.82875,0.6535,0.4345,0.233,0.08725,0.039,0.01525,0.00525,0.00075,0.0005,1,1,1,1,1,0.99925,0.9975,0.98825,0.97025,0.9225,0.81625,0.65225,0.42825,0.2255,0.09575,0.036,0.0105,0.00225,0.001,0.0005,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1992,0,8,1992,8,1992,1983,0,17,1983,17,1983,1951,0,49,1951,49,1951,1826,3,171,1826,171,1826,1599,18,383,1599,383,1599,1342,54,604,1342,604,1342,1056,93,851,1056,851,1056,1069,85,846,1069,846,1069,1270,50,680,1270,680,1270,1563,19,418,1563,418,1563,1803,11,186,1803,186,1803,1923,0,77,1923,77,1923,1971,0,29,1971,29,1971,1990,0,10,1990,10,1990,1999,0,1,1999,1,1999,
400, 1,1,1,1,0.99925,0.99975,0.997,0.99275,0.97575,0.94,0.83925,0.6745,0.47375,0.2505,0.113,0.051,0.01925,0.00725,0.002,0.00125,1,1,1,1,1,1,0.99825,0.99275,0.97575,0.93275,0.83425,0.68975,0.46375,0.2515,0.11525,0.04425,0.0165,0.0045,0.00075,0.001,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1996,0,4,1996,4,1996,1984,0,16,1984,16,1984,1953,0,47,1953,47,1953,1893,1,106,1893,106,1893,1680,9,311,1680,311,1680,1399,47,554,1399,554,1399,1135,69,796,1135,796,1135,1058,95,847,1058,847,1058,1231,53,716,1231,716,1231,1505,32,463,1505,463,1505,1720,3,277,1720,277,1720,1900,0,100,1900,100,1900,1969,0,31,1969,31,1969,1993,0,7,1993,7,1993,1992,0,8,1992,8,1992,
500, 1,1,1,1,1,0.99925,0.99775,0.9925,0.97075,0.93925,0.8365,0.66125,0.44825,0.24875,0.122,0.04125,0.0125,0.00475,0.00125,0.0005,1,1,1,1,1,1,0.99825,0.993,0.971,0.93175,0.82825,0.6605,0.46425,0.263,0.144,0.05,0.01525,0.0055,0.002,0.00025,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1991,0,9,1991,9,1991,1980,0,20,1980,20,1980,1939,2,59,1939,59,1939,1846,3,151,1846,151,1846,1674,18,308,1674,308,1674,1388,48,564,1388,564,1388,1074,84,842,1074,842,1074,1011,90,899,1011,899,1011,1155,65,780,1155,780,1155,1495,30,475,1495,475,1495,1756,3,241,1756,241,1756,1897,1,102,1897,102,1897,1972,0,28,1972,28,1972,1990,0,10,1990,10,1990,1997,0,3,1997,3,1997,
600, 1,1,1,1,1,0.99975,0.99825,0.993,0.98175,0.93525,0.84575,0.6995,0.474,0.27075,0.1225,0.04675,0.01225,0.00375,0.00175,0.00025,1,1,1,1,1,0.9995,0.99875,0.99175,0.9795,0.93275,0.84775,0.698,0.47225,0.2585,0.12975,0.0455,0.013,0.00375,0.00075,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1991,0,9,1991,9,1991,1944,0,56,1944,56,1944,1854,2,144,1854,144,1854,1706,9,285,1706,285,1706,1429,31,540,1429,540,1429,1187,67,746,1187,746,1187,1049,102,849,1049,849,1049,1186,69,745,1186,745,1186,1488,36,476,1488,476,1488,1752,6,242,1752,242,1752,1896,4,100,1896,100,1896,1975,0,25,1975,25,1975,1993,0,7,1993,7,1993,1996,0,4,1996,4,1996,
700, 1,1,1,0.99925,1,0.99925,0.99775,0.9925,0.97725,0.93175,0.843,0.66675,0.46025,0.246,0.10925,0.03525,0.0145,0.0035,0.00225,0.00075,1,1,1,1,1,0.99925,0.998,0.99225,0.97425,0.92875,0.828,0.66175,0.44875,0.2355,0.10975,0.038,0.01175,0.00325,0.00075,0.00025,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1996,0,4,1996,4,1996,2000,0,0,2000,0,2000,1995,0,5,1995,5,1995,1979,0,21,1979,21,1979,1953,0,47,1953,47,1953,1869,1,130,1869,130,1869,1679,5,316,1679,316,1679,1384,42,574,1384,574,1384,1139,84,777,1139,777,1139,1072,87,841,1072,841,1072,1254,69,677,1254,677,1254,1516,21,463,1516,463,1516,1793,5,202,1793,202,1793,1928,0,72,1928,72,1928,1980,0,20,1980,20,1980,1994,0,6,1994,6,1994,1992,0,8,1992,8,1992,
800, 1,1,1,1,1,0.99925,0.99775,0.99525,0.9825,0.93275,0.84025,0.68075,0.465,0.26075,0.1145,0.043,0.015,0.00375,0.00225,0.0025,1,1,1,0.99975,1,0.99975,0.99775,0.99275,0.97525,0.9205,0.83625,0.662,0.4665,0.2605,0.11875,0.03925,0.01525,0.00575,0.002,0.001,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,1984,0,16,1984,16,1984,1961,0,39,1961,39,1961,1875,0,125,1875,125,1875,1652,14,334,1652,334,1652,1335,45,620,1335,620,1335,1116,99,785,1116,785,1116,1039,108,853,1039,853,1039,1199,72,729,1199,729,1199,1482,33,485,1482,485,1482,1751,4,245,1751,245,1751,1918,1,81,1918,81,1918,1967,0,33,1967,33,1967,1988,0,12,1988,12,1988,1988,0,12,1988,12,1988,
900, 1,1,1,1,1,1,0.99775,0.993,0.97625,0.9365,0.83075,0.652,0.4455,0.2475,0.10875,0.04225,0.01025,0.00325,0.001,0,1,1,1,1,0.99975,0.99975,0.99775,0.9905,0.9715,0.92875,0.83325,0.66575,0.45575,0.25375,0.11225,0.036,0.01475,0.003,0.001,0.0005,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1997,0,3,1997,3,1997,1994,0,6,1994,6,1994,1943,2,55,1943,55,1943,1855,1,144,1855,144,1855,1621,9,370,1621,370,1621,1371,35,594,1371,594,1371,1112,81,807,1112,807,1112,1078,115,807,1078,807,1078,1172,60,768,1172,768,1172,1538,28,434,1538,434,1538,1783,4,213,1783,213,1783,1920,0,80,1920,80,1920,1970,0,30,1970,30,1970,1995,0,5,1995,5,1995,1996,0,4,1996,4,1996,
