gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.63223, d0W1, d0W0.63223, d0W1, d1W1, d1W0.606531, d1W0.63223, d1W1, d1W0.63223, d1W1, d2W1, d2W0.606531, d2W0.63223, d2W1, d2W0.63223, d2W1, d3W1, d3W0.606531, d3W0.63223, d3W1, d3W0.63223, d3W1, d4W1, d4W0.606531, d4W0.63223, d4W1, d4W0.63223, d4W1, d5W1, d5W0.606531, d5W0.63223, d5W1, d5W0.63223, d5W1, d6W1, d6W0.606531, d6W0.63223, d6W1, d6W0.63223, d6W1, d7W1, d7W0.606531, d7W0.63223, d7W1, d7W0.63223, d7W1, d8W1, d8W0.606531, d8W0.63223, d8W1, d8W0.63223, d8W1, d9W1, d9W0.606531, d9W0.63223, d9W1, d9W0.63223, d9W1, d10W1, d10W0.606531, d10W0.63223, d10W1, d10W0.63223, d10W1, d11W1, d11W0.606531, d11W0.63223, d11W1, d11W0.63223, d11W1, d12W1, d12W0.606531, d12W0.63223, d12W1, d12W0.63223, d12W1, d13W1, d13W0.606531, d13W0.63223, d13W1, d13W0.63223, d13W1, d14W1, d14W0.606531, d14W0.63223, d14W1, d14W0.63223, d14W1, d15W1, d15W0.606531, d15W0.63223, d15W1, d15W0.63223, d15W1, d16W1, d16W0.606531, d16W0.63223, d16W1, d16W0.63223, d16W1, d17W1, d17W0.606531, d17W0.63223, d17W1, d17W0.63223, d17W1, d18W1, d18W0.606531, d18W0.63223, d18W1, d18W0.63223, d18W1, d19W1, d19W0.606531, d19W0.63223, d19W1, d19W0.63223, d19W1, 
0, 1,1,1,0.9995,0.9995,0.999,0.992,0.9765,0.92525,0.81375,0.6365,0.4275,0.2295,0.101,0.03275,0.012,0.003,0.001,0.001,0,1,1,1,1,0.99975,0.99825,0.99175,0.9785,0.918,0.807,0.6305,0.421,0.23175,0.09675,0.0355,0.01025,0.00325,0.0005,0.00075,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1993,0,7,1993,7,1993,1991,0,9,1991,9,1991,1960,1,39,1960,39,1960,1851,2,147,1851,147,1851,1631,17,352,1631,352,1631,1341,48,611,1341,611,1341,1092,69,839,1092,839,1092,1092,80,828,1092,828,1092,1271,54,675,1271,675,1271,1538,16,446,1538,446,1538,1794,4,202,1794,202,1794,1918,0,82,1918,82,1918,1974,0,26,1974,26,1974,1991,0,9,1991,9,1991,1999,0,1,1999,1,1999,1998,0,2,1998,2,1998,
100, 1,1,0.99975,1,0.999,0.99625,0.9895,0.967,0.9155,0.7805,0.60025,0.39575,0.2055,0.0915,0.0335,0.009,0.0045,0.0015,0.0005,0.00075,1,1,1,1,0.99925,0.9965,0.9915,0.97275,0.911,0.797,0.5915,0.392,0.20775,0.0915,0.0325,0.009,0.00325,0.001,0.00075,0.00075,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,1995,0,5,1995,5,1995,1982,0,18,1982,18,1982,1932,0,68,1932,68,1932,1806,3,191,1806,191,1806,1601,20,379,1601,379,1601,1282,59,659,1282,659,1282,1068,96,836,1068,836,1068,1037,79,884,1037,884,1037,1256,58,686,1256,686,1256,1576,17,407,1576,407,1576,1785,4,211,1785,211,1785,1928,0,72,1928,72,1928,1973,0,27,1973,27,1973,1993,0,7,1993,7,1993,1995,0,5,1995,5,1995,1998,0,2,1998,2,1998,
200, 1,1,1,1,0.99975,0.997,0.98875,0.968,0.90825,0.7885,0.60525,0.3885,0.196,0.08075,0.02775,0.009,0.00325,0.00025,0.00025,0.00025,1,1,1,0.99975,0.99975,0.99625,0.984,0.96875,0.9015,0.7745,0.595,0.379,0.19175,0.081,0.0285,0.009,0.005,0.00075,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1996,0,4,1996,4,1996,1983,0,17,1983,17,1983,1919,0,81,1919,81,1919,1822,1,177,1822,177,1822,1572,32,396,1572,396,1572,1302,53,645,1302,645,1302,1119,88,793,1119,793,1119,1118,87,795,1118,795,1118,1369,49,582,1369,582,1369,1614,25,361,1614,361,1614,1821,3,176,1821,176,1821,1935,0,65,1935,65,1935,1986,0,14,1986,14,1986,1999,0,1,1999,1,1999,1999,0,1,1999,1,1999,1999,0,1,1999,1,1999,
300, 1,1,0.99975,0.9995,0.9985,0.99575,0.98825,0.9685,0.883,0.7325,0.554,0.317,0.15225,0.05775,0.018,0.00825,0.00225,0.00075,0.00025,0.00025,1,1,0.99975,0.9995,0.9995,0.9975,0.9875,0.9645,0.8865,0.7265,0.53775,0.30925,0.154,0.066,0.0225,0.00625,0.0035,0.00025,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1997,0,3,1997,3,1997,1994,0,6,1994,6,1994,1976,0,24,1976,24,1976,1922,1,77,1922,77,1922,1790,5,205,1790,205,1790,1507,24,469,1507,469,1507,1231,57,712,1231,712,1231,1070,110,820,1070,820,1070,1147,62,791,1147,791,1147,1380,47,573,1380,573,1380,1674,8,318,1674,318,1674,1883,2,115,1883,115,1883,1960,0,40,1960,40,1960,1988,0,12,1988,12,1988,1998,0,2,1998,2,1998,1998,0,2,1998,2,1998,1999,0,1,1999,1,1999,
400, 1,1,1,0.9995,0.99825,0.996,0.98425,0.962,0.885,0.7565,0.545,0.32625,0.16125,0.06625,0.02475,0.008,0.00325,0.00075,0,0,1,1,1,0.99975,0.9985,0.997,0.98775,0.95775,0.8865,0.752,0.5435,0.33125,0.16875,0.07175,0.02775,0.00575,0.00225,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1997,0,3,1997,3,1997,1994,0,6,1994,6,1994,1965,0,35,1965,35,1965,1919,0,81,1919,81,1919,1793,1,206,1793,206,1793,1499,23,478,1499,478,1499,1215,56,729,1215,729,1215,1091,88,821,1091,821,1091,1111,65,824,1111,824,1111,1398,25,577,1398,577,1398,1644,13,343,1644,343,1644,1838,3,159,1838,159,1838,1938,1,61,1938,61,1938,1985,0,15,1985,15,1985,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
500, 1,1,1,0.99975,0.999,0.996,0.98675,0.9685,0.9105,0.7805,0.59275,0.3765,0.19075,0.084,0.02225,0.007,0.00175,0.0005,0.00025,0,1,1,1,0.9995,0.99925,0.9965,0.9895,0.9715,0.90825,0.7955,0.582,0.37925,0.1955,0.0835,0.029,0.00925,0.00175,0.001,0.00025,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1995,0,5,1995,5,1995,1982,0,18,1982,18,1982,1930,0,70,1930,70,1930,1814,3,183,1814,183,1814,1566,29,405,1566,405,1566,1336,52,612,1336,612,1336,1084,90,826,1084,826,1084,1116,87,797,1116,797,1116,1324,42,634,1324,634,1324,1597,18,385,1597,385,1597,1857,2,141,1857,141,1857,1942,2,56,1942,56,1942,1982,0,18,1982,18,1982,1992,0,8,1992,8,1992,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
600, 1,1,1,1,0.9995,0.997,0.9885,0.964,0.88775,0.77325,0.56825,0.361,0.182,0.0685,0.0315,0.0095,0.00225,0.00075,0,0,1,1,1,1,0.9995,0.996,0.98825,0.963,0.89775,0.775,0.5805,0.37125,0.19675,0.08675,0.031,0.0095,0.002,0.0005,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1999,0,1,1999,1,1999,1996,0,4,1996,4,1996,1977,0,23,1977,23,1977,1930,0,70,1930,70,1930,1818,6,176,1818,176,1818,1513,22,465,1513,465,1513,1211,68,721,1211,721,1211,1061,106,833,1061,833,1061,1085,83,832,1085,832,1085,1353,51,596,1353,596,1353,1624,10,366,1624,366,1624,1825,4,171,1825,171,1825,1943,0,57,1943,57,1943,1983,0,17,1983,17,1983,1995,0,5,1995,5,1995,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
700, 1,1,1,0.9995,0.999,0.99675,0.99125,0.97525,0.91475,0.8105,0.61475,0.398,0.199,0.08075,0.027,0.00975,0.00425,0.00075,0,0.00025,1,1,1,1,0.999,0.998,0.99125,0.9695,0.90375,0.79575,0.61675,0.385,0.192,0.08275,0.02875,0.011,0.00275,0.0005,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1999,0,1,1999,1,1999,1995,0,5,1995,5,1995,1977,0,23,1977,23,1977,1939,0,61,1939,61,1939,1837,4,159,1837,159,1837,1591,14,395,1591,395,1591,1303,55,642,1303,642,1303,1080,100,820,1080,820,1080,1025,87,888,1025,888,1025,1338,42,620,1338,620,1338,1615,14,371,1615,371,1615,1825,2,173,1825,173,1825,1940,0,60,1940,60,1940,1974,0,26,1974,26,1974,1993,0,7,1993,7,1993,1997,0,3,1997,3,1997,1999,0,1,1999,1,1999,
800, 1,1,1,1,0.9995,0.997,0.9885,0.974,0.91825,0.80875,0.624,0.394,0.21225,0.10175,0.037,0.01425,0.003,0.00225,0.0005,0.0005,1,1,1,1,0.99975,0.9985,0.98875,0.97175,0.91175,0.79975,0.608,0.4025,0.21575,0.091,0.03525,0.0105,0.00275,0.00025,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1997,0,3,1997,3,1997,1992,0,8,1992,8,1992,1989,0,11,1989,11,1989,1942,0,58,1942,58,1942,1837,3,160,1837,160,1837,1615,16,369,1615,369,1615,1358,50,592,1358,592,1358,1116,89,795,1116,795,1116,1074,91,835,1074,835,1074,1307,44,649,1307,649,1307,1590,19,391,1590,391,1590,1800,7,193,1800,193,1800,1923,0,77,1923,77,1923,1971,0,29,1971,29,1971,1993,0,7,1993,7,1993,1998,0,2,1998,2,1998,1999,0,1,1999,1,1999,
900, 1,1,0.99975,0.99975,0.99975,0.99625,0.989,0.9685,0.9055,0.7755,0.568,0.33875,0.16825,0.05875,0.0255,0.00775,0.004,0.00025,0.00025,0.00025,1,1,1,1,1,0.9965,0.98825,0.95975,0.894,0.7655,0.55175,0.33425,0.1595,0.07,0.01875,0.00725,0.001,0.00025,0,0,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1995,0,5,1995,5,1995,1977,0,23,1977,23,1977,1933,1,66,1933,66,1933,1785,4,211,1785,211,1785,1553,22,425,1553,425,1553,1256,54,690,1256,690,1256,1055,108,837,1055,837,1055,1132,93,775,1132,775,1132,1366,48,586,1366,586,1366,1663,18,319,1663,319,1663,1847,3,150,1847,150,1847,1955,0,45,1955,45,1955,1991,0,9,1991,9,1991,1998,0,2,1998,2,1998,1999,0,1,1999,1,1999,1998,0,2,1998,2,1998,
