gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W, d0W, d0W, d0W, d0W, d0W, d1W, d1W, d1W, d1W, d1W, d1W, d2W, d2W, d2W, d2W, d2W, d2W, d3W, d3W, d3W, d3W, d3W, d3W, d4W, d4W, d4W, d4W, d4W, d4W, d5W, d5W, d5W, d5W, d5W, d5W, d6W, d6W, d6W, d6W, d6W, d6W, d7W, d7W, d7W, d7W, d7W, d7W, 
0, 0.4025,0.36,0.3175,0.4175,0.435,0.3,0.3275,0.2625,0.5825,0.4875,0.4925,0.315,0.2075,0.235,0.31,0.3,0.995883,0.995883,0.995883,0.995883,0.995883,0.995883,0.995883,0.995883,
10, 0.345,0.2775,0.4175,0.4,0.34,0.295,0.32,0.25,0.545,0.41,0.52,0.38,0.2725,0.2475,0.2525,0.21,0.996898,0.996898,0.996898,0.996898,0.996898,0.996898,0.996898,0.996898,
20, 0.4175,0.3875,0.3825,0.3525,0.36,0.3475,0.32,0.2475,0.4775,0.43,0.505,0.3775,0.2575,0.325,0.3225,0.2225,0.996732,0.996732,0.996732,0.996732,0.996732,0.996732,0.996732,0.996732,
30, 0.38,0.4325,0.41,0.31,0.335,0.3275,0.32,0.255,0.325,0.405,0.4825,0.385,0.3875,0.385,0.3125,0.26,0.996701,0.996701,0.996701,0.996701,0.996701,0.996701,0.996701,0.996701,
40, 0.4125,0.3525,0.2975,0.28,0.3325,0.2875,0.3375,0.215,0.32,0.3675,0.42,0.35,0.315,0.3375,0.3875,0.275,0.996652,0.996652,0.996652,0.996652,0.996652,0.996652,0.996652,0.996652,
50, 0.355,0.3175,0.2325,0.2475,0.3725,0.33,0.24,0.2425,0.345,0.33,0.35,0.38,0.28,0.39,0.3075,0.3375,0.99734,0.99734,0.99734,0.99734,0.99734,0.99734,0.99734,0.99734,
60, 0.3525,0.355,0.3575,0.2625,0.3625,0.2575,0.2525,0.3225,0.36,0.305,0.355,0.375,0.3975,0.355,0.225,0.385,0.996618,0.996618,0.996618,0.996618,0.996618,0.996618,0.996618,0.996618,
70, 0.37,0.32,0.395,0.355,0.3325,0.265,0.2025,0.2925,0.33,0.305,0.445,0.3725,0.33,0.3675,0.3125,0.29,0.996979,0.996979,0.996979,0.996979,0.996979,0.996979,0.996979,0.996979,
80, 0.3975,0.24,0.325,0.3125,0.4025,0.3775,0.275,0.335,0.205,0.2725,0.35,0.3325,0.3525,0.3525,0.3575,0.365,0.997061,0.997061,0.997061,0.997061,0.997061,0.997061,0.997061,0.997061,
90, 0.2975,0.31,0.3025,0.305,0.385,0.3075,0.34,0.3,0.1425,0.2125,0.22,0.27,0.33,0.405,0.3675,0.35,0.997422,0.997422,0.997422,0.997422,0.997422,0.997422,0.997422,0.997422,
100, 0.185,0.24,0.3075,0.3375,0.4,0.305,0.3325,0.28,0.095,0.1525,0.235,0.27,0.3475,0.3575,0.3975,0.38,0.998357,0.998357,0.998357,0.998357,0.998357,0.998357,0.998357,0.998357,
110, 0.2975,0.2375,0.3075,0.395,0.3875,0.335,0.3225,0.3,0.2125,0.1925,0.2175,0.255,0.3275,0.3475,0.3975,0.38,0.997455,0.997455,0.997455,0.997455,0.997455,0.997455,0.997455,0.997455,
120, 0.295,0.31,0.3225,0.4025,0.3425,0.3225,0.325,0.3325,0.1425,0.1575,0.2175,0.325,0.4275,0.4425,0.3475,0.3125,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,0.998012,
130, 0.2475,0.27,0.2075,0.2875,0.29,0.3675,0.33,0.38,0.1925,0.205,0.245,0.225,0.375,0.27,0.3475,0.4125,0.99757,0.99757,0.99757,0.99757,0.99757,0.99757,0.99757,0.99757,
140, 0.25,0.2775,0.29,0.3325,0.415,0.3625,0.315,0.3525,0.16,0.205,0.1825,0.34,0.3675,0.2775,0.2575,0.3275,0.997913,0.997913,0.997913,0.997913,0.997913,0.997913,0.997913,0.997913,
150, 0.3275,0.38,0.32,0.425,0.455,0.365,0.25,0.27,0.1525,0.21,0.1925,0.2775,0.2725,0.285,0.2175,0.35,0.997095,0.997095,0.997095,0.997095,0.997095,0.997095,0.997095,0.997095,
160, 0.3275,0.38,0.36,0.46,0.535,0.4675,0.315,0.34,0.1525,0.1875,0.2575,0.2575,0.23,0.1875,0.2425,0.3425,0.997224,0.997224,0.997224,0.997224,0.997224,0.997224,0.997224,0.997224,
170, 0.335,0.2925,0.4225,0.475,0.4675,0.435,0.3725,0.3875,0.1925,0.19,0.2975,0.2575,0.325,0.27,0.285,0.3875,0.997225,0.997225,0.997225,0.997225,0.997225,0.997225,0.997225,0.997225,
180, 0.405,0.3975,0.4425,0.5375,0.365,0.45,0.445,0.33,0.17,0.32,0.3525,0.2775,0.21,0.205,0.3125,0.3225,0.99639,0.99639,0.99639,0.99639,0.99639,0.99639,0.99639,0.99639,
190, 0.3875,0.3725,0.47,0.4,0.4625,0.5,0.43,0.43,0.25,0.4125,0.4275,0.2675,0.125,0.285,0.2275,0.375,0.996373,0.996373,0.996373,0.996373,0.996373,0.996373,0.996373,0.996373,
