gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W0.999, d0W0.314232, d0W0.969943, d0W0.999, d0W0.969943, d0W0.999875, d1W0.999, d1W0.314232, d1W0.969943, d1W0.999, d1W0.969943, d1W0.999875, d2W0.999, d2W0.314232, d2W0.969943, d2W0.999, d2W0.969943, d2W0.999875, d3W0.999, d3W0.314232, d3W0.969943, d3W0.999, d3W0.969943, d3W0.999875, d4W0.999, d4W0.314232, d4W0.969943, d4W0.999, d4W0.969943, d4W0.999875, d5W0.999, d5W0.314232, d5W0.969943, d5W0.999, d5W0.969943, d5W0.999875, d6W0.999, d6W0.314232, d6W0.969943, d6W0.999, d6W0.969943, d6W0.999875, d7W0.999, d7W0.314232, d7W0.969943, d7W0.999, d7W0.969943, d7W0.999875, d8W0.999, d8W0.314232, d8W0.969943, d8W0.999, d8W0.969943, d8W0.999875, d9W0.999, d9W0.314232, d9W0.969943, d9W0.999, d9W0.969943, d9W0.999875, d10W0.999, d10W0.314232, d10W0.969943, d10W0.999, d10W0.969943, d10W0.999875, d11W0.999, d11W0.314232, d11W0.969943, d11W0.999, d11W0.969943, d11W0.999875, d12W0.999, d12W0.314232, d12W0.969943, d12W0.999, d12W0.969943, d12W0.999875, d13W0.999, d13W0.314232, d13W0.969943, d13W0.999, d13W0.969943, d13W0.999875, d14W0.999, d14W0.314232, d14W0.969943, d14W0.999, d14W0.969943, d14W0.999875, d15W0.999, d15W0.314232, d15W0.969943, d15W0.999, d15W0.969943, d15W0.999875, d16W0.999, d16W0.314232, d16W0.969943, d16W0.999, d16W0.969943, d16W0.999875, d17W0.999, d17W0.314232, d17W0.969943, d17W0.999, d17W0.969943, d17W0.999875, d18W0.999, d18W0.314232, d18W0.969943, d18W0.999, d18W0.969943, d18W0.999875, d19W0.999, d19W0.314232, d19W0.969943, d19W0.999, d19W0.969943, d19W0.999875, d20W0.999, d20W0.314232, d20W0.969943, d20W0.999, d20W0.969943, d20W0.999875, d21W0.999, d21W0.314232, d21W0.969943, d21W0.999, d21W0.969943, d21W0.999875, d22W0.999, d22W0.314232, d22W0.969943, d22W0.999, d22W0.969943, d22W0.999875, d23W0.999, d23W0.314232, d23W0.969943, d23W0.999, d23W0.969943, d23W0.999875, d24W0.999, d24W0.314232, d24W0.969943, d24W0.999, d24W0.969943, d24W0.999875, d25W0.999, d25W0.314232, d25W0.969943, d25W0.999, d25W0.969943, d25W0.999875, d26W0.999, d26W0.314232, d26W0.969943, d26W0.999, d26W0.969943, d26W0.999875, d27W0.999, d27W0.314232, d27W0.969943, d27W0.999, d27W0.969943, d27W0.999875, d28W0.999, d28W0.314232, d28W0.969943, d28W0.999, d28W0.969943, d28W0.999875, d29W0.999, d29W0.314232, d29W0.969943, d29W0.999, d29W0.969943, d29W0.999875, d30W0.999, d30W0.314232, d30W0.969943, d30W0.999, d30W0.969943, d30W0.999875, d31W0.999, d31W0.314232, d31W0.969943, d31W0.999, d31W0.969943, d31W0.999875, d32W0.999, d32W0.314232, d32W0.969943, d32W0.999, d32W0.969943, d32W0.999875, d33W0.999, d33W0.314232, d33W0.969943, d33W0.999, d33W0.969943, d33W0.999875, d34W0.999, d34W0.314232, d34W0.969943, d34W0.999, d34W0.969943, d34W0.999875, d35W0.999, d35W0.314232, d35W0.969943, d35W0.999, d35W0.969943, d35W0.999875, d36W0.999, d36W0.314232, d36W0.969943, d36W0.999, d36W0.969943, d36W0.999875, d37W0.999, d37W0.314232, d37W0.969943, d37W0.999, d37W0.969943, d37W0.999875, d38W0.999, d38W0.314232, d38W0.969943, d38W0.999, d38W0.969943, d38W0.999875, d39W0.999, d39W0.314232, d39W0.969943, d39W0.999, d39W0.969943, d39W0.999875, 
6, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993,0.858,0.095,0.007,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.865,0.087,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,496,0,2,496,2,2,341,2,98,341,98,59,387,0,82,387,82,31,488,0,11,488,11,1,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.968,0.931,0.712,0.226,0.045,0.012,0.013,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.975,0.928,0.73,0.211,0.055,0.02,0.001,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,491,0,9,491,9,0,459,0,37,459,37,4,372,3,108,372,108,17,186,17,219,186,219,78,214,19,218,214,218,49,403,0,91,403,91,6,450,1,47,450,47,2,484,0,16,484,16,0,477,0,23,477,23,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992,0.988,0.922,0.737,0.283,0.055,0.013,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.971,0.939,0.739,0.288,0.061,0.009,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,490,0,10,490,10,0,467,0,32,467,32,1,371,4,109,371,109,16,176,24,235,176,235,65,174,21,222,174,222,83,392,3,96,392,96,9,479,0,19,479,19,2,497,0,3,497,3,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.989,0.952,0.813,0.3,0.089,0.009,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.995,0.983,0.987,0.973,0.959,0.822,0.274,0.104,0.014,0.01,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,498,0,2,498,2,0,494,0,6,494,6,0,486,1,13,486,13,0,479,0,21,479,21,0,460,1,38,460,38,1,409,3,81,409,81,7,248,19,179,248,179,54,156,31,235,156,235,78,341,8,134,341,134,17,474,1,23,474,23,2,492,0,8,492,8,0,499,0,1,499,1,0,494,0,6,494,6,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.976,0.995,0.986,0.938,0.768,0.302,0.048,0.01,0.005,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.948,0.763,0.314,0.063,0.02,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,476,0,24,476,24,0,488,0,12,488,12,0,466,0,30,466,30,4,378,5,106,378,106,11,230,26,182,230,182,62,170,34,205,170,205,91,400,6,88,400,88,6,467,0,31,467,31,2,488,0,12,488,12,0,499,0,1,499,1,0,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.937,0.822,0.285,0.079,0.032,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992,0.976,0.946,0.791,0.283,0.102,0.034,0.023,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,494,0,6,494,6,0,452,1,46,452,46,1,406,3,85,406,85,6,237,18,193,237,193,52,160,24,243,160,243,73,342,6,130,342,130,22,442,0,54,442,54,4,473,0,27,473,27,0,500,0,0,500,0,0,486,0,14,486,14,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.998,0.997,0.951,0.841,0.332,0.071,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.981,0.993,0.949,0.81,0.232,0.028,0.017,0.005,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,497,0,3,497,3,0,487,1,12,487,12,0,491,0,9,491,9,0,396,2,97,396,97,5,258,11,183,258,183,48,176,26,207,176,207,91,426,0,74,426,74,0,462,0,36,462,36,2,494,0,6,494,6,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.989,0.995,0.942,0.823,0.25,0.068,0.011,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.995,0.929,0.788,0.211,0.072,0.018,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,487,0,13,487,13,0,482,0,17,482,17,1,387,6,100,387,100,7,226,9,212,226,212,53,205,22,183,205,183,90,389,5,100,389,100,6,474,0,26,474,26,0,485,0,15,485,15,0,497,0,3,497,3,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.992,0.981,0.915,0.741,0.222,0.082,0.023,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.971,0.981,0.931,0.751,0.188,0.094,0.041,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,495,0,5,495,5,0,470,0,30,470,30,0,471,0,29,471,29,0,370,6,104,370,104,20,224,22,172,224,172,82,212,24,207,212,207,57,346,2,135,346,135,17,434,2,63,434,63,1,485,0,15,485,15,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.991,0.986,0.951,0.77,0.206,0.082,0.032,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,1,0.996,0.973,0.945,0.735,0.213,0.046,0.018,0.009,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,498,0,2,498,2,0,497,0,3,497,3,0,489,0,10,489,10,1,465,0,35,465,35,0,401,4,90,401,90,5,207,13,204,207,204,76,225,14,210,225,210,51,384,3,105,384,105,8,450,0,47,450,47,3,481,0,19,481,19,0,498,0,2,498,2,0,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
