gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W1, d0W0.638625, d0W0.893946, d0W0.452146, d0W0.601106, d0W0.820011, d0W0.354894, d0W0.448102, d0W0.580567, d0W0.771835, d0W0.308819, d0W0.370331, d0W0.455692, d0W0.575374, d0W0.745463, d0W0.297918, d0W0.339304, d0W0.396531, d0W0.475514, d0W0.58512, d0W0.738795, d0W0.318622, d0W0.344647, d0W0.382534, d0W0.435675, d0W0.509156, d0W0.610572, d0W0.75131, d0W0.377782, d0W0.388103, d0W0.409119, d0W0.442536, d0W0.491183, d0W0.559417, d0W0.65377, d0W0.78399, d0W0.496585, d0W0.484514, d0W0.485082, d0W0.498334, d0W0.525319, d0W0.568227, d0W0.630692, d0W0.718306, d0W0.839457, d1W1, d1W0.638625, d1W0.893946, d1W0.452146, d1W0.601106, d1W0.820011, d1W0.354894, d1W0.448102, d1W0.580567, d1W0.771835, d1W0.308819, d1W0.370331, d1W0.455692, d1W0.575374, d1W0.745463, d1W0.297918, d1W0.339304, d1W0.396531, d1W0.475514, d1W0.58512, d1W0.738795, d1W0.318622, d1W0.344647, d1W0.382534, d1W0.435675, d1W0.509156, d1W0.610572, d1W0.75131, d1W0.377782, d1W0.388103, d1W0.409119, d1W0.442536, d1W0.491183, d1W0.559417, d1W0.65377, d1W0.78399, d1W0.496585, d1W0.484514, d1W0.485082, d1W0.498334, d1W0.525319, d1W0.568227, d1W0.630692, d1W0.718306, d1W0.839457, d2W1, d2W0.638625, d2W0.893946, d2W0.452146, d2W0.601106, d2W0.820011, d2W0.354894, d2W0.448102, d2W0.580567, d2W0.771835, d2W0.308819, d2W0.370331, d2W0.455692, d2W0.575374, d2W0.745463, d2W0.297918, d2W0.339304, d2W0.396531, d2W0.475514, d2W0.58512, d2W0.738795, d2W0.318622, d2W0.344647, d2W0.382534, d2W0.435675, d2W0.509156, d2W0.610572, d2W0.75131, d2W0.377782, d2W0.388103, d2W0.409119, d2W0.442536, d2W0.491183, d2W0.559417, d2W0.65377, d2W0.78399, d2W0.496585, d2W0.484514, d2W0.485082, d2W0.498334, d2W0.525319, d2W0.568227, d2W0.630692, d2W0.718306, d2W0.839457, d3W1, d3W0.638625, d3W0.893946, d3W0.452146, d3W0.601106, d3W0.820011, d3W0.354894, d3W0.448102, d3W0.580567, d3W0.771835, d3W0.308819, d3W0.370331, d3W0.455692, d3W0.575374, d3W0.745463, d3W0.297918, d3W0.339304, d3W0.396531, d3W0.475514, d3W0.58512, d3W0.738795, d3W0.318622, d3W0.344647, d3W0.382534, d3W0.435675, d3W0.509156, d3W0.610572, d3W0.75131, d3W0.377782, d3W0.388103, d3W0.409119, d3W0.442536, d3W0.491183, d3W0.559417, d3W0.65377, d3W0.78399, d3W0.496585, d3W0.484514, d3W0.485082, d3W0.498334, d3W0.525319, d3W0.568227, d3W0.630692, d3W0.718306, d3W0.839457, d4W1, d4W0.638625, d4W0.893946, d4W0.452146, d4W0.601106, d4W0.820011, d4W0.354894, d4W0.448102, d4W0.580567, d4W0.771835, d4W0.308819, d4W0.370331, d4W0.455692, d4W0.575374, d4W0.745463, d4W0.297918, d4W0.339304, d4W0.396531, d4W0.475514, d4W0.58512, d4W0.738795, d4W0.318622, d4W0.344647, d4W0.382534, d4W0.435675, d4W0.509156, d4W0.610572, d4W0.75131, d4W0.377782, d4W0.388103, d4W0.409119, d4W0.442536, d4W0.491183, d4W0.559417, d4W0.65377, d4W0.78399, d4W0.496585, d4W0.484514, d4W0.485082, d4W0.498334, d4W0.525319, d4W0.568227, d4W0.630692, d4W0.718306, d4W0.839457, d5W1, d5W0.638625, d5W0.893946, d5W0.452146, d5W0.601106, d5W0.820011, d5W0.354894, d5W0.448102, d5W0.580567, d5W0.771835, d5W0.308819, d5W0.370331, d5W0.455692, d5W0.575374, d5W0.745463, d5W0.297918, d5W0.339304, d5W0.396531, d5W0.475514, d5W0.58512, d5W0.738795, d5W0.318622, d5W0.344647, d5W0.382534, d5W0.435675, d5W0.509156, d5W0.610572, d5W0.75131, d5W0.377782, d5W0.388103, d5W0.409119, d5W0.442536, d5W0.491183, d5W0.559417, d5W0.65377, d5W0.78399, d5W0.496585, d5W0.484514, d5W0.485082, d5W0.498334, d5W0.525319, d5W0.568227, d5W0.630692, d5W0.718306, d5W0.839457, d6W1, d6W0.638625, d6W0.893946, d6W0.452146, d6W0.601106, d6W0.820011, d6W0.354894, d6W0.448102, d6W0.580567, d6W0.771835, d6W0.308819, d6W0.370331, d6W0.455692, d6W0.575374, d6W0.745463, d6W0.297918, d6W0.339304, d6W0.396531, d6W0.475514, d6W0.58512, d6W0.738795, d6W0.318622, d6W0.344647, d6W0.382534, d6W0.435675, d6W0.509156, d6W0.610572, d6W0.75131, d6W0.377782, d6W0.388103, d6W0.409119, d6W0.442536, d6W0.491183, d6W0.559417, d6W0.65377, d6W0.78399, d6W0.496585, d6W0.484514, d6W0.485082, d6W0.498334, d6W0.525319, d6W0.568227, d6W0.630692, d6W0.718306, d6W0.839457, d7W1, d7W0.638625, d7W0.893946, d7W0.452146, d7W0.601106, d7W0.820011, d7W0.354894, d7W0.448102, d7W0.580567, d7W0.771835, d7W0.308819, d7W0.370331, d7W0.455692, d7W0.575374, d7W0.745463, d7W0.297918, d7W0.339304, d7W0.396531, d7W0.475514, d7W0.58512, d7W0.738795, d7W0.318622, d7W0.344647, d7W0.382534, d7W0.435675, d7W0.509156, d7W0.610572, d7W0.75131, d7W0.377782, d7W0.388103, d7W0.409119, d7W0.442536, d7W0.491183, d7W0.559417, d7W0.65377, d7W0.78399, d7W0.496585, d7W0.484514, d7W0.485082, d7W0.498334, d7W0.525319, d7W0.568227, d7W0.630692, d7W0.718306, d7W0.839457, d8W1, d8W0.638625, d8W0.893946, d8W0.452146, d8W0.601106, d8W0.820011, d8W0.354894, d8W0.448102, d8W0.580567, d8W0.771835, d8W0.308819, d8W0.370331, d8W0.455692, d8W0.575374, d8W0.745463, d8W0.297918, d8W0.339304, d8W0.396531, d8W0.475514, d8W0.58512, d8W0.738795, d8W0.318622, d8W0.344647, d8W0.382534, d8W0.435675, d8W0.509156, d8W0.610572, d8W0.75131, d8W0.377782, d8W0.388103, d8W0.409119, d8W0.442536, d8W0.491183, d8W0.559417, d8W0.65377, d8W0.78399, d8W0.496585, d8W0.484514, d8W0.485082, d8W0.498334, d8W0.525319, d8W0.568227, d8W0.630692, d8W0.718306, d8W0.839457, d9W1, d9W0.638625, d9W0.893946, d9W0.452146, d9W0.601106, d9W0.820011, d9W0.354894, d9W0.448102, d9W0.580567, d9W0.771835, d9W0.308819, d9W0.370331, d9W0.455692, d9W0.575374, d9W0.745463, d9W0.297918, d9W0.339304, d9W0.396531, d9W0.475514, d9W0.58512, d9W0.738795, d9W0.318622, d9W0.344647, d9W0.382534, d9W0.435675, d9W0.509156, d9W0.610572, d9W0.75131, d9W0.377782, d9W0.388103, d9W0.409119, d9W0.442536, d9W0.491183, d9W0.559417, d9W0.65377, d9W0.78399, d9W0.496585, d9W0.484514, d9W0.485082, d9W0.498334, d9W0.525319, d9W0.568227, d9W0.630692, d9W0.718306, d9W0.839457, d10W1, d10W0.638625, d10W0.893946, d10W0.452146, d10W0.601106, d10W0.820011, d10W0.354894, d10W0.448102, d10W0.580567, d10W0.771835, d10W0.308819, d10W0.370331, d10W0.455692, d10W0.575374, d10W0.745463, d10W0.297918, d10W0.339304, d10W0.396531, d10W0.475514, d10W0.58512, d10W0.738795, d10W0.318622, d10W0.344647, d10W0.382534, d10W0.435675, d10W0.509156, d10W0.610572, d10W0.75131, d10W0.377782, d10W0.388103, d10W0.409119, d10W0.442536, d10W0.491183, d10W0.559417, d10W0.65377, d10W0.78399, d10W0.496585, d10W0.484514, d10W0.485082, d10W0.498334, d10W0.525319, d10W0.568227, d10W0.630692, d10W0.718306, d10W0.839457, d11W1, d11W0.638625, d11W0.893946, d11W0.452146, d11W0.601106, d11W0.820011, d11W0.354894, d11W0.448102, d11W0.580567, d11W0.771835, d11W0.308819, d11W0.370331, d11W0.455692, d11W0.575374, d11W0.745463, d11W0.297918, d11W0.339304, d11W0.396531, d11W0.475514, d11W0.58512, d11W0.738795, d11W0.318622, d11W0.344647, d11W0.382534, d11W0.435675, d11W0.509156, d11W0.610572, d11W0.75131, d11W0.377782, d11W0.388103, d11W0.409119, d11W0.442536, d11W0.491183, d11W0.559417, d11W0.65377, d11W0.78399, d11W0.496585, d11W0.484514, d11W0.485082, d11W0.498334, d11W0.525319, d11W0.568227, d11W0.630692, d11W0.718306, d11W0.839457, d12W1, d12W0.638625, d12W0.893946, d12W0.452146, d12W0.601106, d12W0.820011, d12W0.354894, d12W0.448102, d12W0.580567, d12W0.771835, d12W0.308819, d12W0.370331, d12W0.455692, d12W0.575374, d12W0.745463, d12W0.297918, d12W0.339304, d12W0.396531, d12W0.475514, d12W0.58512, d12W0.738795, d12W0.318622, d12W0.344647, d12W0.382534, d12W0.435675, d12W0.509156, d12W0.610572, d12W0.75131, d12W0.377782, d12W0.388103, d12W0.409119, d12W0.442536, d12W0.491183, d12W0.559417, d12W0.65377, d12W0.78399, d12W0.496585, d12W0.484514, d12W0.485082, d12W0.498334, d12W0.525319, d12W0.568227, d12W0.630692, d12W0.718306, d12W0.839457, d13W1, d13W0.638625, d13W0.893946, d13W0.452146, d13W0.601106, d13W0.820011, d13W0.354894, d13W0.448102, d13W0.580567, d13W0.771835, d13W0.308819, d13W0.370331, d13W0.455692, d13W0.575374, d13W0.745463, d13W0.297918, d13W0.339304, d13W0.396531, d13W0.475514, d13W0.58512, d13W0.738795, d13W0.318622, d13W0.344647, d13W0.382534, d13W0.435675, d13W0.509156, d13W0.610572, d13W0.75131, d13W0.377782, d13W0.388103, d13W0.409119, d13W0.442536, d13W0.491183, d13W0.559417, d13W0.65377, d13W0.78399, d13W0.496585, d13W0.484514, d13W0.485082, d13W0.498334, d13W0.525319, d13W0.568227, d13W0.630692, d13W0.718306, d13W0.839457, d14W1, d14W0.638625, d14W0.893946, d14W0.452146, d14W0.601106, d14W0.820011, d14W0.354894, d14W0.448102, d14W0.580567, d14W0.771835, d14W0.308819, d14W0.370331, d14W0.455692, d14W0.575374, d14W0.745463, d14W0.297918, d14W0.339304, d14W0.396531, d14W0.475514, d14W0.58512, d14W0.738795, d14W0.318622, d14W0.344647, d14W0.382534, d14W0.435675, d14W0.509156, d14W0.610572, d14W0.75131, d14W0.377782, d14W0.388103, d14W0.409119, d14W0.442536, d14W0.491183, d14W0.559417, d14W0.65377, d14W0.78399, d14W0.496585, d14W0.484514, d14W0.485082, d14W0.498334, d14W0.525319, d14W0.568227, d14W0.630692, d14W0.718306, d14W0.839457, d15W1, d15W0.638625, d15W0.893946, d15W0.452146, d15W0.601106, d15W0.820011, d15W0.354894, d15W0.448102, d15W0.580567, d15W0.771835, d15W0.308819, d15W0.370331, d15W0.455692, d15W0.575374, d15W0.745463, d15W0.297918, d15W0.339304, d15W0.396531, d15W0.475514, d15W0.58512, d15W0.738795, d15W0.318622, d15W0.344647, d15W0.382534, d15W0.435675, d15W0.509156, d15W0.610572, d15W0.75131, d15W0.377782, d15W0.388103, d15W0.409119, d15W0.442536, d15W0.491183, d15W0.559417, d15W0.65377, d15W0.78399, d15W0.496585, d15W0.484514, d15W0.485082, d15W0.498334, d15W0.525319, d15W0.568227, d15W0.630692, d15W0.718306, d15W0.839457, d16W1, d16W0.638625, d16W0.893946, d16W0.452146, d16W0.601106, d16W0.820011, d16W0.354894, d16W0.448102, d16W0.580567, d16W0.771835, d16W0.308819, d16W0.370331, d16W0.455692, d16W0.575374, d16W0.745463, d16W0.297918, d16W0.339304, d16W0.396531, d16W0.475514, d16W0.58512, d16W0.738795, d16W0.318622, d16W0.344647, d16W0.382534, d16W0.435675, d16W0.509156, d16W0.610572, d16W0.75131, d16W0.377782, d16W0.388103, d16W0.409119, d16W0.442536, d16W0.491183, d16W0.559417, d16W0.65377, d16W0.78399, d16W0.496585, d16W0.484514, d16W0.485082, d16W0.498334, d16W0.525319, d16W0.568227, d16W0.630692, d16W0.718306, d16W0.839457, d17W1, d17W0.638625, d17W0.893946, d17W0.452146, d17W0.601106, d17W0.820011, d17W0.354894, d17W0.448102, d17W0.580567, d17W0.771835, d17W0.308819, d17W0.370331, d17W0.455692, d17W0.575374, d17W0.745463, d17W0.297918, d17W0.339304, d17W0.396531, d17W0.475514, d17W0.58512, d17W0.738795, d17W0.318622, d17W0.344647, d17W0.382534, d17W0.435675, d17W0.509156, d17W0.610572, d17W0.75131, d17W0.377782, d17W0.388103, d17W0.409119, d17W0.442536, d17W0.491183, d17W0.559417, d17W0.65377, d17W0.78399, d17W0.496585, d17W0.484514, d17W0.485082, d17W0.498334, d17W0.525319, d17W0.568227, d17W0.630692, d17W0.718306, d17W0.839457, d18W1, d18W0.638625, d18W0.893946, d18W0.452146, d18W0.601106, d18W0.820011, d18W0.354894, d18W0.448102, d18W0.580567, d18W0.771835, d18W0.308819, d18W0.370331, d18W0.455692, d18W0.575374, d18W0.745463, d18W0.297918, d18W0.339304, d18W0.396531, d18W0.475514, d18W0.58512, d18W0.738795, d18W0.318622, d18W0.344647, d18W0.382534, d18W0.435675, d18W0.509156, d18W0.610572, d18W0.75131, d18W0.377782, d18W0.388103, d18W0.409119, d18W0.442536, d18W0.491183, d18W0.559417, d18W0.65377, d18W0.78399, d18W0.496585, d18W0.484514, d18W0.485082, d18W0.498334, d18W0.525319, d18W0.568227, d18W0.630692, d18W0.718306, d18W0.839457, d19W1, d19W0.638625, d19W0.893946, d19W0.452146, d19W0.601106, d19W0.820011, d19W0.354894, d19W0.448102, d19W0.580567, d19W0.771835, d19W0.308819, d19W0.370331, d19W0.455692, d19W0.575374, d19W0.745463, d19W0.297918, d19W0.339304, d19W0.396531, d19W0.475514, d19W0.58512, d19W0.738795, d19W0.318622, d19W0.344647, d19W0.382534, d19W0.435675, d19W0.509156, d19W0.610572, d19W0.75131, d19W0.377782, d19W0.388103, d19W0.409119, d19W0.442536, d19W0.491183, d19W0.559417, d19W0.65377, d19W0.78399, d19W0.496585, d19W0.484514, d19W0.485082, d19W0.498334, d19W0.525319, d19W0.568227, d19W0.630692, d19W0.718306, d19W0.839457, 
6, 1,1,1,1,1,1,1,1,0.99,0.96,0.5,0.15,0.03,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.93,0.32,0.11,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.98,0.92,0.52,0.11,0.02,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.91,0.36,0.1,0.05,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.92,0.31,0.03,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.86,0.46,0.08,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.96,0.84,0.45,0.22,0.01,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.97,0.89,0.41,0.11,0.03,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,8,0,1,4,0,0,1,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,1,0,2,0,1,1,1,2,2,0,0,0,2,6,4,3,0,4,0,0,1,4,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,16,11,10,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,
506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
