gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W0.9999, d0W0.858913, d0W0.996163, d0W0.987578, d0W0.984591, d0W0.999663, d1W0.9999, d1W0.858913, d1W0.996163, d1W0.987578, d1W0.984591, d1W0.999663, d2W0.9999, d2W0.858913, d2W0.996163, d2W0.987578, d2W0.984591, d2W0.999663, d3W0.9999, d3W0.858913, d3W0.996163, d3W0.987578, d3W0.984591, d3W0.999663, d4W0.9999, d4W0.858913, d4W0.996163, d4W0.987578, d4W0.984591, d4W0.999663, d5W0.9999, d5W0.858913, d5W0.996163, d5W0.987578, d5W0.984591, d5W0.999663, d6W0.9999, d6W0.858913, d6W0.996163, d6W0.987578, d6W0.984591, d6W0.999663, d7W0.9999, d7W0.858913, d7W0.996163, d7W0.987578, d7W0.984591, d7W0.999663, d8W0.9999, d8W0.858913, d8W0.996163, d8W0.987578, d8W0.984591, d8W0.999663, d9W0.9999, d9W0.858913, d9W0.996163, d9W0.987578, d9W0.984591, d9W0.999663, d10W0.9999, d10W0.858913, d10W0.996163, d10W0.987578, d10W0.984591, d10W0.999663, d11W0.9999, d11W0.858913, d11W0.996163, d11W0.987578, d11W0.984591, d11W0.999663, d12W0.9999, d12W0.858913, d12W0.996163, d12W0.987578, d12W0.984591, d12W0.999663, d13W0.9999, d13W0.858913, d13W0.996163, d13W0.987578, d13W0.984591, d13W0.999663, d14W0.9999, d14W0.858913, d14W0.996163, d14W0.987578, d14W0.984591, d14W0.999663, d15W0.9999, d15W0.858913, d15W0.996163, d15W0.987578, d15W0.984591, d15W0.999663, d16W0.9999, d16W0.858913, d16W0.996163, d16W0.987578, d16W0.984591, d16W0.999663, d17W0.9999, d17W0.858913, d17W0.996163, d17W0.987578, d17W0.984591, d17W0.999663, d18W0.9999, d18W0.858913, d18W0.996163, d18W0.987578, d18W0.984591, d18W0.999663, d19W0.9999, d19W0.858913, d19W0.996163, d19W0.987578, d19W0.984591, d19W0.999663, d20W0.9999, d20W0.858913, d20W0.996163, d20W0.987578, d20W0.984591, d20W0.999663, d21W0.9999, d21W0.858913, d21W0.996163, d21W0.987578, d21W0.984591, d21W0.999663, d22W0.9999, d22W0.858913, d22W0.996163, d22W0.987578, d22W0.984591, d22W0.999663, d23W0.9999, d23W0.858913, d23W0.996163, d23W0.987578, d23W0.984591, d23W0.999663, d24W0.9999, d24W0.858913, d24W0.996163, d24W0.987578, d24W0.984591, d24W0.999663, d25W0.9999, d25W0.858913, d25W0.996163, d25W0.987578, d25W0.984591, d25W0.999663, d26W0.9999, d26W0.858913, d26W0.996163, d26W0.987578, d26W0.984591, d26W0.999663, d27W0.9999, d27W0.858913, d27W0.996163, d27W0.987578, d27W0.984591, d27W0.999663, d28W0.9999, d28W0.858913, d28W0.996163, d28W0.987578, d28W0.984591, d28W0.999663, d29W0.9999, d29W0.858913, d29W0.996163, d29W0.987578, d29W0.984591, d29W0.999663, d30W0.9999, d30W0.858913, d30W0.996163, d30W0.987578, d30W0.984591, d30W0.999663, d31W0.9999, d31W0.858913, d31W0.996163, d31W0.987578, d31W0.984591, d31W0.999663, d32W0.9999, d32W0.858913, d32W0.996163, d32W0.987578, d32W0.984591, d32W0.999663, d33W0.9999, d33W0.858913, d33W0.996163, d33W0.987578, d33W0.984591, d33W0.999663, d34W0.9999, d34W0.858913, d34W0.996163, d34W0.987578, d34W0.984591, d34W0.999663, d35W0.9999, d35W0.858913, d35W0.996163, d35W0.987578, d35W0.984591, d35W0.999663, d36W0.9999, d36W0.858913, d36W0.996163, d36W0.987578, d36W0.984591, d36W0.999663, d37W0.9999, d37W0.858913, d37W0.996163, d37W0.987578, d37W0.984591, d37W0.999663, d38W0.9999, d38W0.858913, d38W0.996163, d38W0.987578, d38W0.984591, d38W0.999663, d39W0.9999, d39W0.858913, d39W0.996163, d39W0.987578, d39W0.984591, d39W0.999663, 
6, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.97,0.063,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.978,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,464,0,22,4,0,10,3,0,0,434,49,14,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.929,0.937,0.951,0.84,0.268,0.139,0.09,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.758,0.234,0.063,0.001,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,497,0,3,0,0,0,425,1,74,0,0,0,438,1,61,0,0,0,404,1,91,0,0,4,213,20,203,2,14,48,3,31,26,166,213,61,0,11,1,328,147,13,0,3,0,420,77,0,0,0,0,484,16,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
1006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.997,0.977,0.831,0.178,0.111,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.908,0.834,0.188,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,499,0,1,0,0,0,493,0,7,0,0,0,397,4,91,0,0,8,253,17,185,0,11,34,1,29,10,205,205,50,0,10,0,348,124,18,0,0,0,495,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
1506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.836,0.851,0.265,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.957,0.814,0.237,0.06,0.063,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,476,0,24,0,0,0,328,12,152,0,0,8,249,15,196,2,8,30,8,25,24,163,206,74,0,0,0,424,72,4,0,3,0,451,46,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
2006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.949,0.853,0.466,0.095,0.017,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991,0.97,0.888,0.493,0.059,0.076,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,495,0,5,0,0,0,426,1,67,0,0,6,275,15,176,0,3,31,28,60,118,33,143,118,0,5,0,368,115,12,0,3,0,406,88,3,0,1,0,476,23,0,0,0,0,499,1,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
2506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.957,0.785,0.117,0.105,0.038,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989,0.778,0.187,0.109,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,494,0,6,0,0,0,450,2,47,0,0,1,203,26,193,2,22,54,2,17,7,265,179,30,0,19,6,316,141,18,0,1,0,452,47,0,0,0,0,481,19,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
3006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.972,0.97,1,0.968,0.807,0.169,0.054,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987,0.954,0.958,0.74,0.279,0.053,0.026,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,471,2,27,0,0,0,448,0,50,0,0,2,455,0,45,0,0,0,437,2,59,0,0,2,169,29,219,1,23,59,2,36,19,180,204,59,0,3,0,385,109,3,0,1,0,471,28,0,0,0,0,495,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
3506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.994,1,0.956,0.854,0.286,0.082,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.985,0.931,0.873,0.314,0.107,0.064,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,496,0,4,0,0,0,489,0,11,0,0,0,482,0,18,0,0,0,401,6,88,0,0,5,284,16,173,1,3,23,2,40,37,134,182,105,0,2,2,349,130,17,0,2,0,437,60,1,0,0,0,499,1,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
4006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,0.82,0.564,0.099,0.009,0.005,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.96,0.863,0.619,0.072,0.065,0.005,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,495,0,5,0,0,0,418,1,76,0,0,5,240,16,197,0,10,37,65,62,164,22,76,111,0,9,2,323,151,15,0,1,0,422,75,2,0,0,0,495,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
4506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.997,0.963,0.844,0.403,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.957,0.898,0.837,0.397,0.048,0.011,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,497,0,3,0,0,0,449,1,50,0,0,0,387,5,101,0,0,7,234,25,180,0,11,50,10,66,80,69,165,110,0,3,0,416,76,5,0,0,0,487,13,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
