gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W0.9999, d0W0.890687, d0W0.996953, d0W0.9999, d0W0.996953, d0W0.999988, d1W0.9999, d1W0.890687, d1W0.996953, d1W0.9999, d1W0.996953, d1W0.999988, d2W0.9999, d2W0.890687, d2W0.996953, d2W0.9999, d2W0.996953, d2W0.999988, d3W0.9999, d3W0.890687, d3W0.996953, d3W0.9999, d3W0.996953, d3W0.999988, d4W0.9999, d4W0.890687, d4W0.996953, d4W0.9999, d4W0.996953, d4W0.999988, d5W0.9999, d5W0.890687, d5W0.996953, d5W0.9999, d5W0.996953, d5W0.999988, d6W0.9999, d6W0.890687, d6W0.996953, d6W0.9999, d6W0.996953, d6W0.999988, d7W0.9999, d7W0.890687, d7W0.996953, d7W0.9999, d7W0.996953, d7W0.999988, d8W0.9999, d8W0.890687, d8W0.996953, d8W0.9999, d8W0.996953, d8W0.999988, d9W0.9999, d9W0.890687, d9W0.996953, d9W0.9999, d9W0.996953, d9W0.999988, d10W0.9999, d10W0.890687, d10W0.996953, d10W0.9999, d10W0.996953, d10W0.999988, d11W0.9999, d11W0.890687, d11W0.996953, d11W0.9999, d11W0.996953, d11W0.999988, d12W0.9999, d12W0.890687, d12W0.996953, d12W0.9999, d12W0.996953, d12W0.999988, d13W0.9999, d13W0.890687, d13W0.996953, d13W0.9999, d13W0.996953, d13W0.999988, d14W0.9999, d14W0.890687, d14W0.996953, d14W0.9999, d14W0.996953, d14W0.999988, d15W0.9999, d15W0.890687, d15W0.996953, d15W0.9999, d15W0.996953, d15W0.999988, d16W0.9999, d16W0.890687, d16W0.996953, d16W0.9999, d16W0.996953, d16W0.999988, d17W0.9999, d17W0.890687, d17W0.996953, d17W0.9999, d17W0.996953, d17W0.999988, d18W0.9999, d18W0.890687, d18W0.996953, d18W0.9999, d18W0.996953, d18W0.999988, d19W0.9999, d19W0.890687, d19W0.996953, d19W0.9999, d19W0.996953, d19W0.999988, d20W0.9999, d20W0.890687, d20W0.996953, d20W0.9999, d20W0.996953, d20W0.999988, d21W0.9999, d21W0.890687, d21W0.996953, d21W0.9999, d21W0.996953, d21W0.999988, d22W0.9999, d22W0.890687, d22W0.996953, d22W0.9999, d22W0.996953, d22W0.999988, d23W0.9999, d23W0.890687, d23W0.996953, d23W0.9999, d23W0.996953, d23W0.999988, d24W0.9999, d24W0.890687, d24W0.996953, d24W0.9999, d24W0.996953, d24W0.999988, d25W0.9999, d25W0.890687, d25W0.996953, d25W0.9999, d25W0.996953, d25W0.999988, d26W0.9999, d26W0.890687, d26W0.996953, d26W0.9999, d26W0.996953, d26W0.999988, d27W0.9999, d27W0.890687, d27W0.996953, d27W0.9999, d27W0.996953, d27W0.999988, d28W0.9999, d28W0.890687, d28W0.996953, d28W0.9999, d28W0.996953, d28W0.999988, d29W0.9999, d29W0.890687, d29W0.996953, d29W0.9999, d29W0.996953, d29W0.999988, d30W0.9999, d30W0.890687, d30W0.996953, d30W0.9999, d30W0.996953, d30W0.999988, d31W0.9999, d31W0.890687, d31W0.996953, d31W0.9999, d31W0.996953, d31W0.999988, d32W0.9999, d32W0.890687, d32W0.996953, d32W0.9999, d32W0.996953, d32W0.999988, d33W0.9999, d33W0.890687, d33W0.996953, d33W0.9999, d33W0.996953, d33W0.999988, d34W0.9999, d34W0.890687, d34W0.996953, d34W0.9999, d34W0.996953, d34W0.999988, d35W0.9999, d35W0.890687, d35W0.996953, d35W0.9999, d35W0.996953, d35W0.999988, d36W0.9999, d36W0.890687, d36W0.996953, d36W0.9999, d36W0.996953, d36W0.999988, d37W0.9999, d37W0.890687, d37W0.996953, d37W0.9999, d37W0.996953, d37W0.999988, d38W0.9999, d38W0.890687, d38W0.996953, d38W0.9999, d38W0.996953, d38W0.999988, d39W0.9999, d39W0.890687, d39W0.996953, d39W0.9999, d39W0.996953, d39W0.999988, 
6, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992,0.911,0.125,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991,0.885,0.119,0.011,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,491,0,6,491,6,3,405,1,66,405,66,28,364,2,107,364,107,27,486,0,9,486,9,5,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
506, 1,1,1,1,1,1,1,1,1,1,1,1,0.986,0.985,0.977,0.943,0.928,0.82,0.739,0.66,0.457,0.336,0.122,0.047,0.037,0.027,0.027,0.032,0.03,0.014,0.003,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.998,1,1,0.979,0.936,0.899,0.847,0.697,0.641,0.5,0.263,0.176,0.144,0.086,0.044,0.026,0.012,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,497,0,3,497,3,0,485,0,15,485,15,0,490,0,10,490,10,0,450,1,49,450,49,0,397,2,93,397,93,8,342,6,136,342,136,16,226,27,205,226,205,42,135,46,243,135,243,76,92,41,247,92,247,120,60,60,244,60,244,136,135,48,241,135,241,76,263,13,186,263,186,38,335,10,144,335,144,11,397,5,94,397,94,4,430,1,66,430,66,3,452,1,46,452,46,1,462,0,38,462,38,0,468,1,31,468,31,0,481,1,18,481,18,0,498,0,2,498,2,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1006, 1,1,1,1,1,1,1,1,1,1,1,0.996,1,0.997,0.995,0.968,0.953,0.871,0.785,0.677,0.44,0.273,0.172,0.08,0.087,0.041,0.058,0.027,0.004,0.002,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.994,0.997,0.995,0.981,0.984,0.966,0.92,0.738,0.614,0.391,0.347,0.182,0.078,0.033,0.011,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,486,0,14,486,14,0,495,0,5,495,5,0,493,0,7,493,7,0,481,1,18,481,18,0,463,1,34,463,34,2,430,2,66,430,66,2,328,7,143,328,143,22,172,38,227,172,227,63,107,39,250,107,250,104,63,59,249,63,249,129,147,40,223,147,223,90,249,17,187,249,187,47,385,5,95,385,95,15,401,3,94,401,94,2,442,2,55,442,55,1,446,1,52,446,52,1,479,0,21,479,21,0,497,0,3,497,3,0,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1506, 1,1,1,1,1,1,1,1,1,0.999,0.996,0.983,0.982,0.971,0.987,0.94,0.925,0.785,0.643,0.456,0.303,0.166,0.102,0.139,0.068,0.113,0.046,0.025,0.015,0.006,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.99,0.989,0.919,0.911,0.826,0.6,0.412,0.221,0.145,0.089,0.06,0.053,0.034,0.023,0.026,0.049,0.014,0.002,0.004,0.001,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,492,0,8,492,8,0,483,0,17,483,17,0,487,0,13,487,13,0,450,0,50,450,50,0,470,0,30,470,30,0,374,3,114,374,114,9,346,5,134,346,134,15,208,24,211,208,211,57,96,44,257,96,257,103,80,51,238,80,238,131,161,39,228,161,228,72,252,14,193,252,193,41,337,6,131,337,131,26,320,8,156,320,156,16,398,2,88,398,88,12,370,6,123,370,123,1,443,0,55,443,55,2,456,1,42,456,42,1,438,1,61,438,61,0,484,0,16,484,16,0,499,0,1,499,1,0,493,0,7,493,7,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2006, 1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.99,0.975,0.95,0.922,0.877,0.713,0.521,0.351,0.243,0.187,0.093,0.068,0.057,0.045,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.998,0.998,0.987,0.988,0.97,0.944,0.928,0.917,0.869,0.718,0.546,0.293,0.221,0.134,0.065,0.039,0.028,0.031,0.052,0.03,0.023,0.024,0.014,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,497,0,3,497,3,0,486,1,13,486,13,0,488,0,12,488,12,0,467,0,31,467,31,2,430,1,66,430,66,3,395,1,98,395,98,6,366,6,115,366,115,13,282,10,173,282,173,35,129,38,251,129,251,82,75,53,249,75,249,123,100,55,272,100,272,73,173,30,236,173,236,61,260,20,182,260,182,38,375,4,112,375,112,9,403,4,85,403,85,8,425,1,68,425,68,6,424,0,75,424,75,1,426,1,70,426,70,3,467,1,32,467,32,0,483,1,16,483,16,0,482,0,18,482,18,0,487,0,13,487,13,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2506, 1,1,1,1,1,1,1,1,1,1,0.999,0.986,0.996,0.996,0.971,0.973,0.939,0.87,0.722,0.548,0.325,0.138,0.143,0.069,0.028,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.993,0.979,0.988,0.981,0.929,0.862,0.745,0.479,0.347,0.216,0.104,0.094,0.035,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,500,0,0,500,0,0,491,0,9,491,9,0,491,0,9,491,9,0,477,0,23,477,23,0,468,0,31,468,31,1,463,0,35,463,35,2,372,4,116,372,116,8,273,10,192,273,192,25,148,32,243,148,243,77,66,60,251,66,251,123,120,48,230,120,230,102,227,24,213,227,213,36,294,12,173,294,173,21,362,7,120,362,120,11,443,1,54,443,54,2,490,0,10,490,10,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3006, 1,1,1,1,1,1,1,1,1,1,1,1,0.979,0.942,0.926,0.927,0.834,0.691,0.483,0.271,0.193,0.185,0.163,0.108,0.033,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.993,0.99,0.989,0.966,0.937,0.913,0.785,0.744,0.413,0.341,0.236,0.182,0.106,0.035,0.009,0.01,0.01,0.016,0.002,0.007,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,497,0,3,497,3,0,492,0,8,492,8,0,476,0,24,476,24,0,412,0,84,412,84,4,403,2,86,403,86,9,369,4,117,369,117,10,221,32,210,221,210,37,145,39,239,145,239,77,71,53,246,71,246,130,101,53,264,101,264,82,196,19,216,196,216,69,230,27,200,230,200,43,278,20,172,278,172,30,367,7,118,367,118,8,460,4,36,460,36,0,482,0,18,482,18,0,495,0,5,495,5,0,485,0,15,485,15,0,499,0,1,499,1,0,493,0,7,493,7,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3506, 1,1,1,1,1,1,1,1,0.993,0.983,0.992,0.982,0.956,0.915,0.882,0.917,0.787,0.605,0.437,0.192,0.133,0.065,0.027,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.998,0.983,0.984,0.965,0.944,0.912,0.824,0.607,0.473,0.243,0.103,0.033,0.011,0.002,0.011,0.012,0.022,0.007,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,493,0,7,493,7,0,485,0,15,485,15,0,493,0,7,493,7,0,478,1,21,478,21,0,436,0,61,436,61,3,399,2,97,399,97,2,342,8,141,342,141,9,345,12,125,345,125,18,215,23,206,215,206,56,90,59,241,90,241,110,81,57,240,81,240,122,202,20,229,202,229,49,310,7,163,310,163,20,398,2,93,398,93,7,464,2,34,464,34,0,498,0,2,498,2,0,486,0,14,486,14,0,483,0,17,483,17,0,477,1,22,477,22,0,495,0,5,495,5,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4006, 1,1,1,1,1,0.995,0.994,0.985,0.973,0.97,0.969,0.975,0.921,0.906,0.798,0.722,0.524,0.369,0.26,0.142,0.089,0.084,0.11,0.019,0.022,0.008,0,0,0.003,0.033,0.002,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.997,0.984,0.991,0.953,0.978,0.954,0.906,0.753,0.485,0.325,0.269,0.17,0.063,0.019,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,496,0,4,496,4,0,494,0,6,494,6,0,484,0,16,484,16,0,461,0,39,461,39,0,455,1,41,455,41,3,463,0,35,463,35,2,435,1,60,435,60,4,406,6,86,406,86,2,384,2,104,384,104,10,259,24,187,259,187,30,147,33,240,147,240,80,73,60,246,73,246,121,112,46,239,112,239,103,177,35,235,177,235,53,252,21,197,252,197,30,367,4,119,367,119,10,404,3,90,404,90,3,416,4,80,416,80,0,474,0,26,474,26,0,477,0,23,477,23,0,495,0,5,495,5,0,500,0,0,500,0,0,500,0,0,500,0,0,495,1,4,495,4,0,479,0,21,479,21,0,495,0,5,495,5,0,493,0,7,493,7,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4506, 1,1,1,1,1,1,1,1,1,0.996,0.967,0.967,0.944,0.916,0.784,0.667,0.526,0.308,0.212,0.149,0.037,0.015,0.012,0.008,0,0,0,0,0.001,0.005,0.006,0.001,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.999,0.984,0.967,0.947,0.89,0.877,0.777,0.686,0.466,0.222,0.114,0.065,0.055,0.035,0.008,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,486,0,14,486,14,0,450,1,47,450,47,2,422,2,72,422,72,4,355,8,124,355,124,13,318,7,157,318,157,18,204,18,238,204,238,40,114,47,254,114,254,85,81,43,254,81,254,122,146,40,237,146,237,77,260,20,179,260,179,41,321,6,157,321,157,16,427,1,66,427,66,6,455,0,44,455,44,1,477,0,23,477,23,0,493,0,7,493,7,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,496,0,4,496,4,0,496,0,4,496,4,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
