gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W0.904837, d0W0.349938, d0W0.731616, d0W0.904837, d0W0.731616, d0W0.951229, d1W0.904837, d1W0.349938, d1W0.731616, d1W0.904837, d1W0.731616, d1W0.951229, d2W0.904837, d2W0.349938, d2W0.731616, d2W0.904837, d2W0.731616, d2W0.951229, d3W0.904837, d3W0.349938, d3W0.731616, d3W0.904837, d3W0.731616, d3W0.951229, d4W0.904837, d4W0.349938, d4W0.731616, d4W0.904837, d4W0.731616, d4W0.951229, d5W0.904837, d5W0.349938, d5W0.731616, d5W0.904837, d5W0.731616, d5W0.951229, d6W0.904837, d6W0.349938, d6W0.731616, d6W0.904837, d6W0.731616, d6W0.951229, d7W0.904837, d7W0.349938, d7W0.731616, d7W0.904837, d7W0.731616, d7W0.951229, d8W0.904837, d8W0.349938, d8W0.731616, d8W0.904837, d8W0.731616, d8W0.951229, d9W0.904837, d9W0.349938, d9W0.731616, d9W0.904837, d9W0.731616, d9W0.951229, d10W0.904837, d10W0.349938, d10W0.731616, d10W0.904837, d10W0.731616, d10W0.951229, d11W0.904837, d11W0.349938, d11W0.731616, d11W0.904837, d11W0.731616, d11W0.951229, d12W0.904837, d12W0.349938, d12W0.731616, d12W0.904837, d12W0.731616, d12W0.951229, d13W0.904837, d13W0.349938, d13W0.731616, d13W0.904837, d13W0.731616, d13W0.951229, d14W0.904837, d14W0.349938, d14W0.731616, d14W0.904837, d14W0.731616, d14W0.951229, d15W0.904837, d15W0.349938, d15W0.731616, d15W0.904837, d15W0.731616, d15W0.951229, d16W0.904837, d16W0.349938, d16W0.731616, d16W0.904837, d16W0.731616, d16W0.951229, d17W0.904837, d17W0.349938, d17W0.731616, d17W0.904837, d17W0.731616, d17W0.951229, d18W0.904837, d18W0.349938, d18W0.731616, d18W0.904837, d18W0.731616, d18W0.951229, d19W0.904837, d19W0.349938, d19W0.731616, d19W0.904837, d19W0.731616, d19W0.951229, d20W0.904837, d20W0.349938, d20W0.731616, d20W0.904837, d20W0.731616, d20W0.951229, d21W0.904837, d21W0.349938, d21W0.731616, d21W0.904837, d21W0.731616, d21W0.951229, d22W0.904837, d22W0.349938, d22W0.731616, d22W0.904837, d22W0.731616, d22W0.951229, d23W0.904837, d23W0.349938, d23W0.731616, d23W0.904837, d23W0.731616, d23W0.951229, d24W0.904837, d24W0.349938, d24W0.731616, d24W0.904837, d24W0.731616, d24W0.951229, d25W0.904837, d25W0.349938, d25W0.731616, d25W0.904837, d25W0.731616, d25W0.951229, d26W0.904837, d26W0.349938, d26W0.731616, d26W0.904837, d26W0.731616, d26W0.951229, d27W0.904837, d27W0.349938, d27W0.731616, d27W0.904837, d27W0.731616, d27W0.951229, d28W0.904837, d28W0.349938, d28W0.731616, d28W0.904837, d28W0.731616, d28W0.951229, d29W0.904837, d29W0.349938, d29W0.731616, d29W0.904837, d29W0.731616, d29W0.951229, d30W0.904837, d30W0.349938, d30W0.731616, d30W0.904837, d30W0.731616, d30W0.951229, d31W0.904837, d31W0.349938, d31W0.731616, d31W0.904837, d31W0.731616, d31W0.951229, d32W0.904837, d32W0.349938, d32W0.731616, d32W0.904837, d32W0.731616, d32W0.951229, d33W0.904837, d33W0.349938, d33W0.731616, d33W0.904837, d33W0.731616, d33W0.951229, d34W0.904837, d34W0.349938, d34W0.731616, d34W0.904837, d34W0.731616, d34W0.951229, d35W0.904837, d35W0.349938, d35W0.731616, d35W0.904837, d35W0.731616, d35W0.951229, d36W0.904837, d36W0.349938, d36W0.731616, d36W0.904837, d36W0.731616, d36W0.951229, d37W0.904837, d37W0.349938, d37W0.731616, d37W0.904837, d37W0.731616, d37W0.951229, d38W0.904837, d38W0.349938, d38W0.731616, d38W0.904837, d38W0.731616, d38W0.951229, d39W0.904837, d39W0.349938, d39W0.731616, d39W0.904837, d39W0.731616, d39W0.951229, 
6, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984,0.022,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983,0.038,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,485,0,7,485,7,8,455,0,28,455,28,17,496,0,4,496,4,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.946,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962,0.034,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,449,1,43,449,43,7,476,0,20,476,20,4,498,0,2,498,2,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.941,0.027,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.95,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,391,1,90,391,90,18,448,1,39,448,39,12,497,0,3,497,3,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.949,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,446,0,40,446,40,14,427,2,61,427,61,10,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.958,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.935,0.023,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,496,0,4,496,4,0,417,3,65,417,65,15,474,0,19,474,19,7,497,0,2,497,2,1,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.955,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.954,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,443,0,47,443,47,10,444,3,44,444,44,9,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.974,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.936,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,437,0,49,437,49,14,448,0,44,448,44,8,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.928,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.945,0.031,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,393,0,89,393,89,18,444,0,46,444,46,10,498,0,2,498,2,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.995,0.948,0.03,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,496,0,4,496,4,0,427,0,63,427,63,10,441,3,44,441,44,12,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.965,0.047,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.967,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,498,0,2,498,2,0,436,0,60,436,60,4,437,1,51,437,51,11,498,0,2,498,2,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
