gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W0.904837, d0W0.349938, d0W0.731616, d0W0.904837, d0W0.731616, d0W0.951229, d1W0.904837, d1W0.349938, d1W0.731616, d1W0.904837, d1W0.731616, d1W0.951229, d2W0.904837, d2W0.349938, d2W0.731616, d2W0.904837, d2W0.731616, d2W0.951229, d3W0.904837, d3W0.349938, d3W0.731616, d3W0.904837, d3W0.731616, d3W0.951229, d4W0.904837, d4W0.349938, d4W0.731616, d4W0.904837, d4W0.731616, d4W0.951229, d5W0.904837, d5W0.349938, d5W0.731616, d5W0.904837, d5W0.731616, d5W0.951229, d6W0.904837, d6W0.349938, d6W0.731616, d6W0.904837, d6W0.731616, d6W0.951229, d7W0.904837, d7W0.349938, d7W0.731616, d7W0.904837, d7W0.731616, d7W0.951229, d8W0.904837, d8W0.349938, d8W0.731616, d8W0.904837, d8W0.731616, d8W0.951229, d9W0.904837, d9W0.349938, d9W0.731616, d9W0.904837, d9W0.731616, d9W0.951229, d10W0.904837, d10W0.349938, d10W0.731616, d10W0.904837, d10W0.731616, d10W0.951229, d11W0.904837, d11W0.349938, d11W0.731616, d11W0.904837, d11W0.731616, d11W0.951229, d12W0.904837, d12W0.349938, d12W0.731616, d12W0.904837, d12W0.731616, d12W0.951229, d13W0.904837, d13W0.349938, d13W0.731616, d13W0.904837, d13W0.731616, d13W0.951229, d14W0.904837, d14W0.349938, d14W0.731616, d14W0.904837, d14W0.731616, d14W0.951229, d15W0.904837, d15W0.349938, d15W0.731616, d15W0.904837, d15W0.731616, d15W0.951229, d16W0.904837, d16W0.349938, d16W0.731616, d16W0.904837, d16W0.731616, d16W0.951229, d17W0.904837, d17W0.349938, d17W0.731616, d17W0.904837, d17W0.731616, d17W0.951229, d18W0.904837, d18W0.349938, d18W0.731616, d18W0.904837, d18W0.731616, d18W0.951229, d19W0.904837, d19W0.349938, d19W0.731616, d19W0.904837, d19W0.731616, d19W0.951229, d20W0.904837, d20W0.349938, d20W0.731616, d20W0.904837, d20W0.731616, d20W0.951229, d21W0.904837, d21W0.349938, d21W0.731616, d21W0.904837, d21W0.731616, d21W0.951229, d22W0.904837, d22W0.349938, d22W0.731616, d22W0.904837, d22W0.731616, d22W0.951229, d23W0.904837, d23W0.349938, d23W0.731616, d23W0.904837, d23W0.731616, d23W0.951229, d24W0.904837, d24W0.349938, d24W0.731616, d24W0.904837, d24W0.731616, d24W0.951229, d25W0.904837, d25W0.349938, d25W0.731616, d25W0.904837, d25W0.731616, d25W0.951229, d26W0.904837, d26W0.349938, d26W0.731616, d26W0.904837, d26W0.731616, d26W0.951229, d27W0.904837, d27W0.349938, d27W0.731616, d27W0.904837, d27W0.731616, d27W0.951229, d28W0.904837, d28W0.349938, d28W0.731616, d28W0.904837, d28W0.731616, d28W0.951229, d29W0.904837, d29W0.349938, d29W0.731616, d29W0.904837, d29W0.731616, d29W0.951229, d30W0.904837, d30W0.349938, d30W0.731616, d30W0.904837, d30W0.731616, d30W0.951229, d31W0.904837, d31W0.349938, d31W0.731616, d31W0.904837, d31W0.731616, d31W0.951229, d32W0.904837, d32W0.349938, d32W0.731616, d32W0.904837, d32W0.731616, d32W0.951229, d33W0.904837, d33W0.349938, d33W0.731616, d33W0.904837, d33W0.731616, d33W0.951229, d34W0.904837, d34W0.349938, d34W0.731616, d34W0.904837, d34W0.731616, d34W0.951229, d35W0.904837, d35W0.349938, d35W0.731616, d35W0.904837, d35W0.731616, d35W0.951229, d36W0.904837, d36W0.349938, d36W0.731616, d36W0.904837, d36W0.731616, d36W0.951229, d37W0.904837, d37W0.349938, d37W0.731616, d37W0.904837, d37W0.731616, d37W0.951229, d38W0.904837, d38W0.349938, d38W0.731616, d38W0.904837, d38W0.731616, d38W0.951229, d39W0.904837, d39W0.349938, d39W0.731616, d39W0.904837, d39W0.731616, d39W0.951229, 
6, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.994,0.891,0.134,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.889,0.154,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,491,0,8,491,8,1,362,1,90,362,90,47,351,3,102,351,102,44,491,0,5,491,5,4,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.975,0.816,0.212,0.02,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.963,0.776,0.237,0.036,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,465,0,30,465,30,5,228,12,198,228,198,62,215,22,193,215,193,70,454,0,39,454,39,7,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.995,0.95,0.754,0.196,0.03,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.964,0.754,0.199,0.04,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,498,0,2,498,2,0,490,0,10,490,10,0,447,0,41,447,41,12,172,35,227,172,227,66,246,15,174,246,174,65,438,1,57,438,57,4,497,0,3,497,3,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.994,1,0.992,0.769,0.185,0.038,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.984,0.802,0.161,0.024,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,498,0,2,498,2,0,498,0,2,498,2,0,473,0,26,473,26,1,214,22,191,214,191,73,247,14,175,247,175,64,460,0,36,460,36,4,491,0,9,491,9,0,495,0,5,495,5,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991,0.975,0.813,0.216,0.019,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.994,0.974,0.799,0.207,0.023,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,498,0,2,498,2,0,485,0,12,485,12,3,455,0,36,455,36,9,267,9,154,267,154,70,288,10,138,288,138,64,467,0,33,467,33,0,496,0,4,496,4,0,496,0,4,496,4,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.966,0.692,0.154,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.966,0.7,0.129,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,448,1,48,448,48,3,159,25,224,159,224,92,296,10,154,296,154,40,469,1,28,469,28,2,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.996,0.949,0.677,0.157,0.022,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.953,0.706,0.151,0.008,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,492,0,6,492,6,2,429,0,60,429,60,11,144,33,236,144,236,87,289,11,162,289,162,38,462,1,33,462,33,4,494,0,6,494,6,0,498,0,2,498,2,0,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991,0.976,0.79,0.224,0.032,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.991,0.974,0.811,0.252,0.019,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,496,0,4,496,4,0,481,0,17,481,17,2,450,1,45,450,45,4,218,23,196,218,196,63,210,16,184,210,184,90,458,0,35,458,35,7,498,0,2,498,2,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992,0.979,0.79,0.218,0.036,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.969,0.753,0.229,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,488,0,12,488,12,0,467,0,26,467,26,7,229,19,177,229,177,75,246,14,171,246,171,69,456,0,38,456,38,6,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.983,0.774,0.164,0.025,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.976,0.739,0.168,0.03,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,493,0,7,493,7,0,460,1,35,460,35,4,207,19,199,207,199,75,281,5,162,281,162,52,465,0,28,465,28,7,499,0,0,499,0,1,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
