gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W1, d0W0.904837, d0W0.904837, d0W1, d0W0.904837, d0W0.904837, d1W1, d1W0.904837, d1W0.904837, d1W1, d1W0.904837, d1W0.904837, d2W1, d2W0.904837, d2W0.904837, d2W1, d2W0.904837, d2W0.904837, d3W1, d3W0.904837, d3W0.904837, d3W1, d3W0.904837, d3W0.904837, d4W1, d4W0.904837, d4W0.904837, d4W1, d4W0.904837, d4W0.904837, d5W1, d5W0.904837, d5W0.904837, d5W1, d5W0.904837, d5W0.904837, d6W1, d6W0.904837, d6W0.904837, d6W1, d6W0.904837, d6W0.904837, d7W1, d7W0.904837, d7W0.904837, d7W1, d7W0.904837, d7W0.904837, d8W1, d8W0.904837, d8W0.904837, d8W1, d8W0.904837, d8W0.904837, d9W1, d9W0.904837, d9W0.904837, d9W1, d9W0.904837, d9W0.904837, d10W1, d10W0.904837, d10W0.904837, d10W1, d10W0.904837, d10W0.904837, d11W1, d11W0.904837, d11W0.904837, d11W1, d11W0.904837, d11W0.904837, d12W1, d12W0.904837, d12W0.904837, d12W1, d12W0.904837, d12W0.904837, d13W1, d13W0.904837, d13W0.904837, d13W1, d13W0.904837, d13W0.904837, d14W1, d14W0.904837, d14W0.904837, d14W1, d14W0.904837, d14W0.904837, d15W1, d15W0.904837, d15W0.904837, d15W1, d15W0.904837, d15W0.904837, d16W1, d16W0.904837, d16W0.904837, d16W1, d16W0.904837, d16W0.904837, d17W1, d17W0.904837, d17W0.904837, d17W1, d17W0.904837, d17W0.904837, d18W1, d18W0.904837, d18W0.904837, d18W1, d18W0.904837, d18W0.904837, d19W1, d19W0.904837, d19W0.904837, d19W1, d19W0.904837, d19W0.904837, d20W1, d20W0.904837, d20W0.904837, d20W1, d20W0.904837, d20W0.904837, d21W1, d21W0.904837, d21W0.904837, d21W1, d21W0.904837, d21W0.904837, d22W1, d22W0.904837, d22W0.904837, d22W1, d22W0.904837, d22W0.904837, d23W1, d23W0.904837, d23W0.904837, d23W1, d23W0.904837, d23W0.904837, d24W1, d24W0.904837, d24W0.904837, d24W1, d24W0.904837, d24W0.904837, d25W1, d25W0.904837, d25W0.904837, d25W1, d25W0.904837, d25W0.904837, d26W1, d26W0.904837, d26W0.904837, d26W1, d26W0.904837, d26W0.904837, d27W1, d27W0.904837, d27W0.904837, d27W1, d27W0.904837, d27W0.904837, d28W1, d28W0.904837, d28W0.904837, d28W1, d28W0.904837, d28W0.904837, d29W1, d29W0.904837, d29W0.904837, d29W1, d29W0.904837, d29W0.904837, d30W1, d30W0.904837, d30W0.904837, d30W1, d30W0.904837, d30W0.904837, d31W1, d31W0.904837, d31W0.904837, d31W1, d31W0.904837, d31W0.904837, d32W1, d32W0.904837, d32W0.904837, d32W1, d32W0.904837, d32W0.904837, d33W1, d33W0.904837, d33W0.904837, d33W1, d33W0.904837, d33W0.904837, d34W1, d34W0.904837, d34W0.904837, d34W1, d34W0.904837, d34W0.904837, d35W1, d35W0.904837, d35W0.904837, d35W1, d35W0.904837, d35W0.904837, d36W1, d36W0.904837, d36W0.904837, d36W1, d36W0.904837, d36W0.904837, d37W1, d37W0.904837, d37W0.904837, d37W1, d37W0.904837, d37W0.904837, d38W1, d38W0.904837, d38W0.904837, d38W1, d38W0.904837, d38W0.904837, d39W1, d39W0.904837, d39W0.904837, d39W1, d39W0.904837, d39W0.904837, 
6, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.985,0.87,0.078,0.006,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992,0.863,0.092,0.009,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,484,16,16,484,16,16,371,129,129,371,129,129,391,109,109,391,109,109,490,10,10,490,10,10,499,1,1,499,1,1,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.991,0.975,0.811,0.29,0.053,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.952,0.807,0.279,0.05,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,1,1,499,1,1,490,10,10,490,10,10,422,78,78,422,78,78,257,243,243,257,243,243,171,329,329,171,329,329,399,101,101,399,101,101,488,12,12,488,12,12,495,5,5,495,5,5,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.992,0.864,0.438,0.095,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.987,1,0.987,0.843,0.476,0.078,0.024,0.006,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,496,4,4,496,4,4,483,17,17,483,17,17,499,1,1,499,1,1,480,20,20,480,20,20,309,191,191,309,191,191,84,416,416,84,416,416,364,136,136,364,136,136,466,34,34,466,34,34,495,5,5,495,5,5,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.985,0.972,0.876,0.637,0.171,0.042,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.998,0.986,0.875,0.639,0.185,0.023,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,498,2,2,498,2,2,483,17,17,483,17,17,465,35,35,465,35,35,295,205,205,295,205,205,122,378,378,122,378,378,242,258,258,242,258,258,433,67,67,433,67,67,494,6,6,494,6,6,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.994,0.946,0.724,0.309,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.995,0.938,0.714,0.294,0.05,0.005,0.002,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,496,4,4,496,4,4,487,13,13,487,13,13,407,93,93,407,93,93,178,322,322,178,322,322,161,339,339,161,339,339,431,69,69,431,69,69,498,2,2,498,2,2,499,1,1,499,1,1,500,0,0,500,0,0,498,2,2,498,2,2,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.988,0.957,0.755,0.303,0.093,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.979,0.93,0.737,0.275,0.041,0.007,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,497,3,3,497,3,3,476,24,24,476,24,24,405,95,95,405,95,95,179,321,321,179,321,321,151,349,349,151,349,349,379,121,121,379,121,121,486,14,14,486,14,14,496,4,4,496,4,4,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.995,0.964,0.87,0.336,0.122,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.981,0.825,0.409,0.099,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,498,2,2,498,2,2,445,55,55,445,55,55,308,192,192,308,192,192,101,399,399,101,399,399,311,189,189,311,189,189,467,33,33,467,33,33,496,4,4,496,4,4,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.974,0.81,0.342,0.084,0.008,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.985,0.853,0.448,0.097,0.022,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,1,1,499,1,1,458,42,42,458,42,42,244,256,256,244,256,256,85,415,415,85,415,415,360,140,140,360,140,140,476,24,24,476,24,24,497,3,3,497,3,3,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.985,0.879,0.497,0.109,0.021,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984,0.921,0.473,0.132,0.025,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,1,1,499,1,1,475,25,25,475,25,25,343,157,157,343,157,157,76,424,424,76,424,424,319,181,181,319,181,181,451,49,49,451,49,49,494,6,6,494,6,6,499,1,1,499,1,1,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.91,0.56,0.219,0.048,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.956,0.564,0.184,0.044,0.004,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,484,16,16,484,16,16,399,101,101,399,101,101,91,409,409,91,409,409,214,286,286,214,286,286,414,86,86,414,86,86,488,12,12,488,12,12,498,2,2,498,2,2,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
