gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W0.999, d0W0.314232, d0W0.969943, d0W0.999, d0W0.969943, d0W0.999875, d1W0.999, d1W0.314232, d1W0.969943, d1W0.999, d1W0.969943, d1W0.999875, d2W0.999, d2W0.314232, d2W0.969943, d2W0.999, d2W0.969943, d2W0.999875, d3W0.999, d3W0.314232, d3W0.969943, d3W0.999, d3W0.969943, d3W0.999875, d4W0.999, d4W0.314232, d4W0.969943, d4W0.999, d4W0.969943, d4W0.999875, d5W0.999, d5W0.314232, d5W0.969943, d5W0.999, d5W0.969943, d5W0.999875, d6W0.999, d6W0.314232, d6W0.969943, d6W0.999, d6W0.969943, d6W0.999875, d7W0.999, d7W0.314232, d7W0.969943, d7W0.999, d7W0.969943, d7W0.999875, d8W0.999, d8W0.314232, d8W0.969943, d8W0.999, d8W0.969943, d8W0.999875, d9W0.999, d9W0.314232, d9W0.969943, d9W0.999, d9W0.969943, d9W0.999875, d10W0.999, d10W0.314232, d10W0.969943, d10W0.999, d10W0.969943, d10W0.999875, d11W0.999, d11W0.314232, d11W0.969943, d11W0.999, d11W0.969943, d11W0.999875, d12W0.999, d12W0.314232, d12W0.969943, d12W0.999, d12W0.969943, d12W0.999875, d13W0.999, d13W0.314232, d13W0.969943, d13W0.999, d13W0.969943, d13W0.999875, d14W0.999, d14W0.314232, d14W0.969943, d14W0.999, d14W0.969943, d14W0.999875, d15W0.999, d15W0.314232, d15W0.969943, d15W0.999, d15W0.969943, d15W0.999875, d16W0.999, d16W0.314232, d16W0.969943, d16W0.999, d16W0.969943, d16W0.999875, d17W0.999, d17W0.314232, d17W0.969943, d17W0.999, d17W0.969943, d17W0.999875, d18W0.999, d18W0.314232, d18W0.969943, d18W0.999, d18W0.969943, d18W0.999875, d19W0.999, d19W0.314232, d19W0.969943, d19W0.999, d19W0.969943, d19W0.999875, d20W0.999, d20W0.314232, d20W0.969943, d20W0.999, d20W0.969943, d20W0.999875, d21W0.999, d21W0.314232, d21W0.969943, d21W0.999, d21W0.969943, d21W0.999875, d22W0.999, d22W0.314232, d22W0.969943, d22W0.999, d22W0.969943, d22W0.999875, d23W0.999, d23W0.314232, d23W0.969943, d23W0.999, d23W0.969943, d23W0.999875, d24W0.999, d24W0.314232, d24W0.969943, d24W0.999, d24W0.969943, d24W0.999875, d25W0.999, d25W0.314232, d25W0.969943, d25W0.999, d25W0.969943, d25W0.999875, d26W0.999, d26W0.314232, d26W0.969943, d26W0.999, d26W0.969943, d26W0.999875, d27W0.999, d27W0.314232, d27W0.969943, d27W0.999, d27W0.969943, d27W0.999875, d28W0.999, d28W0.314232, d28W0.969943, d28W0.999, d28W0.969943, d28W0.999875, d29W0.999, d29W0.314232, d29W0.969943, d29W0.999, d29W0.969943, d29W0.999875, d30W0.999, d30W0.314232, d30W0.969943, d30W0.999, d30W0.969943, d30W0.999875, d31W0.999, d31W0.314232, d31W0.969943, d31W0.999, d31W0.969943, d31W0.999875, d32W0.999, d32W0.314232, d32W0.969943, d32W0.999, d32W0.969943, d32W0.999875, d33W0.999, d33W0.314232, d33W0.969943, d33W0.999, d33W0.969943, d33W0.999875, d34W0.999, d34W0.314232, d34W0.969943, d34W0.999, d34W0.969943, d34W0.999875, d35W0.999, d35W0.314232, d35W0.969943, d35W0.999, d35W0.969943, d35W0.999875, d36W0.999, d36W0.314232, d36W0.969943, d36W0.999, d36W0.969943, d36W0.999875, d37W0.999, d37W0.314232, d37W0.969943, d37W0.999, d37W0.969943, d37W0.999875, d38W0.999, d38W0.314232, d38W0.969943, d38W0.999, d38W0.969943, d38W0.999875, d39W0.999, d39W0.314232, d39W0.969943, d39W0.999, d39W0.969943, d39W0.999875, 
6, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.971,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.969,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,458,0,27,458,27,15,485,0,12,485,12,3,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984,0.888,0.063,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.986,0.936,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,474,0,25,474,25,1,334,5,145,334,145,16,387,4,94,387,94,15,498,0,2,498,2,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987,0.947,0.065,0.013,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.926,0.08,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,486,1,13,486,13,0,382,1,101,382,101,16,406,4,71,406,71,19,476,0,24,476,24,0,488,0,12,488,12,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
1506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.971,0.904,0.111,0.004,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.963,0.15,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,468,1,31,468,31,0,395,2,92,395,92,11,329,7,126,329,126,38,481,0,19,481,19,0,499,0,1,499,1,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.995,0.979,0.928,0.086,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.974,0.921,0.075,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,496,0,4,496,4,0,458,0,42,458,42,0,363,6,111,363,111,20,361,4,124,361,124,11,495,0,5,495,5,0,496,0,4,496,4,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
2506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.998,0.998,0.927,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.931,0.086,0.011,0.002,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,498,0,2,498,2,0,496,0,4,496,4,0,374,5,107,374,107,14,379,2,105,379,105,14,492,0,8,492,8,0,497,0,3,497,3,0,480,0,20,480,20,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992,0.994,0.902,0.11,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.918,0.079,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,495,0,5,495,5,0,482,0,17,482,17,1,369,4,113,369,113,14,355,5,110,355,110,30,481,0,19,481,19,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
3506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.9,0.08,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.881,0.103,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,489,0,10,489,10,1,347,5,121,347,121,27,349,4,129,349,129,18,487,0,13,487,13,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.933,0.093,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.926,0.104,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,499,0,1,499,1,0,402,4,84,402,84,10,345,3,116,345,116,36,491,1,8,491,8,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
4506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992,0.988,0.895,0.09,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.933,0.073,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,495,0,5,495,5,0,483,0,17,483,17,0,360,4,115,360,115,21,383,7,94,383,94,16,487,0,13,487,13,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,500,0,0,
