gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W0.904837, d0W0.598061, d0W0.820973, d0W0.446529, d0W0.576724, d0W0.767926, d0W0.376603, d0W0.457655, d0W0.573355, d0W0.740529, d0W0.358796, d0W0.410239, d0W0.483568, d0W0.58764, d0W0.736203, d0W0.386137, d0W0.415399, d0W0.460704, d0W0.526757, d0W0.620914, d0W0.754545, d0W0.469423, d0W0.475142, d0W0.49581, d0W0.533383, d0W0.591555, d0W0.67637, d0W0.79727, d0W0.64464, d0W0.61392, d0W0.602752, d0W0.610095, d0W0.636633, d0W0.684877, d0W0.759572, d0W0.868476, d0W1, d0W0.896044, d0W0.827735, d0W0.788289, d0W0.773948, d0W0.783377, d0W0.817452, d0W0.8794, d0W0.97531, d1W0.904837, d1W0.598061, d1W0.820973, d1W0.446529, d1W0.576724, d1W0.767926, d1W0.376603, d1W0.457655, d1W0.573355, d1W0.740529, d1W0.358796, d1W0.410239, d1W0.483568, d1W0.58764, d1W0.736203, d1W0.386137, d1W0.415399, d1W0.460704, d1W0.526757, d1W0.620914, d1W0.754545, d1W0.469423, d1W0.475142, d1W0.49581, d1W0.533383, d1W0.591555, d1W0.67637, d1W0.79727, d1W0.64464, d1W0.61392, d1W0.602752, d1W0.610095, d1W0.636633, d1W0.684877, d1W0.759572, d1W0.868476, d1W1, d1W0.896044, d1W0.827735, d1W0.788289, d1W0.773948, d1W0.783377, d1W0.817452, d1W0.8794, d1W0.97531, d2W0.904837, d2W0.598061, d2W0.820973, d2W0.446529, d2W0.576724, d2W0.767926, d2W0.376603, d2W0.457655, d2W0.573355, d2W0.740529, d2W0.358796, d2W0.410239, d2W0.483568, d2W0.58764, d2W0.736203, d2W0.386137, d2W0.415399, d2W0.460704, d2W0.526757, d2W0.620914, d2W0.754545, d2W0.469423, d2W0.475142, d2W0.49581, d2W0.533383, d2W0.591555, d2W0.67637, d2W0.79727, d2W0.64464, d2W0.61392, d2W0.602752, d2W0.610095, d2W0.636633, d2W0.684877, d2W0.759572, d2W0.868476, d2W1, d2W0.896044, d2W0.827735, d2W0.788289, d2W0.773948, d2W0.783377, d2W0.817452, d2W0.8794, d2W0.97531, d3W0.904837, d3W0.598061, d3W0.820973, d3W0.446529, d3W0.576724, d3W0.767926, d3W0.376603, d3W0.457655, d3W0.573355, d3W0.740529, d3W0.358796, d3W0.410239, d3W0.483568, d3W0.58764, d3W0.736203, d3W0.386137, d3W0.415399, d3W0.460704, d3W0.526757, d3W0.620914, d3W0.754545, d3W0.469423, d3W0.475142, d3W0.49581, d3W0.533383, d3W0.591555, d3W0.67637, d3W0.79727, d3W0.64464, d3W0.61392, d3W0.602752, d3W0.610095, d3W0.636633, d3W0.684877, d3W0.759572, d3W0.868476, d3W1, d3W0.896044, d3W0.827735, d3W0.788289, d3W0.773948, d3W0.783377, d3W0.817452, d3W0.8794, d3W0.97531, d4W0.904837, d4W0.598061, d4W0.820973, d4W0.446529, d4W0.576724, d4W0.767926, d4W0.376603, d4W0.457655, d4W0.573355, d4W0.740529, d4W0.358796, d4W0.410239, d4W0.483568, d4W0.58764, d4W0.736203, d4W0.386137, d4W0.415399, d4W0.460704, d4W0.526757, d4W0.620914, d4W0.754545, d4W0.469423, d4W0.475142, d4W0.49581, d4W0.533383, d4W0.591555, d4W0.67637, d4W0.79727, d4W0.64464, d4W0.61392, d4W0.602752, d4W0.610095, d4W0.636633, d4W0.684877, d4W0.759572, d4W0.868476, d4W1, d4W0.896044, d4W0.827735, d4W0.788289, d4W0.773948, d4W0.783377, d4W0.817452, d4W0.8794, d4W0.97531, d5W0.904837, d5W0.598061, d5W0.820973, d5W0.446529, d5W0.576724, d5W0.767926, d5W0.376603, d5W0.457655, d5W0.573355, d5W0.740529, d5W0.358796, d5W0.410239, d5W0.483568, d5W0.58764, d5W0.736203, d5W0.386137, d5W0.415399, d5W0.460704, d5W0.526757, d5W0.620914, d5W0.754545, d5W0.469423, d5W0.475142, d5W0.49581, d5W0.533383, d5W0.591555, d5W0.67637, d5W0.79727, d5W0.64464, d5W0.61392, d5W0.602752, d5W0.610095, d5W0.636633, d5W0.684877, d5W0.759572, d5W0.868476, d5W1, d5W0.896044, d5W0.827735, d5W0.788289, d5W0.773948, d5W0.783377, d5W0.817452, d5W0.8794, d5W0.97531, d6W0.904837, d6W0.598061, d6W0.820973, d6W0.446529, d6W0.576724, d6W0.767926, d6W0.376603, d6W0.457655, d6W0.573355, d6W0.740529, d6W0.358796, d6W0.410239, d6W0.483568, d6W0.58764, d6W0.736203, d6W0.386137, d6W0.415399, d6W0.460704, d6W0.526757, d6W0.620914, d6W0.754545, d6W0.469423, d6W0.475142, d6W0.49581, d6W0.533383, d6W0.591555, d6W0.67637, d6W0.79727, d6W0.64464, d6W0.61392, d6W0.602752, d6W0.610095, d6W0.636633, d6W0.684877, d6W0.759572, d6W0.868476, d6W1, d6W0.896044, d6W0.827735, d6W0.788289, d6W0.773948, d6W0.783377, d6W0.817452, d6W0.8794, d6W0.97531, d7W0.904837, d7W0.598061, d7W0.820973, d7W0.446529, d7W0.576724, d7W0.767926, d7W0.376603, d7W0.457655, d7W0.573355, d7W0.740529, d7W0.358796, d7W0.410239, d7W0.483568, d7W0.58764, d7W0.736203, d7W0.386137, d7W0.415399, d7W0.460704, d7W0.526757, d7W0.620914, d7W0.754545, d7W0.469423, d7W0.475142, d7W0.49581, d7W0.533383, d7W0.591555, d7W0.67637, d7W0.79727, d7W0.64464, d7W0.61392, d7W0.602752, d7W0.610095, d7W0.636633, d7W0.684877, d7W0.759572, d7W0.868476, d7W1, d7W0.896044, d7W0.827735, d7W0.788289, d7W0.773948, d7W0.783377, d7W0.817452, d7W0.8794, d7W0.97531, d8W0.904837, d8W0.598061, d8W0.820973, d8W0.446529, d8W0.576724, d8W0.767926, d8W0.376603, d8W0.457655, d8W0.573355, d8W0.740529, d8W0.358796, d8W0.410239, d8W0.483568, d8W0.58764, d8W0.736203, d8W0.386137, d8W0.415399, d8W0.460704, d8W0.526757, d8W0.620914, d8W0.754545, d8W0.469423, d8W0.475142, d8W0.49581, d8W0.533383, d8W0.591555, d8W0.67637, d8W0.79727, d8W0.64464, d8W0.61392, d8W0.602752, d8W0.610095, d8W0.636633, d8W0.684877, d8W0.759572, d8W0.868476, d8W1, d8W0.896044, d8W0.827735, d8W0.788289, d8W0.773948, d8W0.783377, d8W0.817452, d8W0.8794, d8W0.97531, d9W0.904837, d9W0.598061, d9W0.820973, d9W0.446529, d9W0.576724, d9W0.767926, d9W0.376603, d9W0.457655, d9W0.573355, d9W0.740529, d9W0.358796, d9W0.410239, d9W0.483568, d9W0.58764, d9W0.736203, d9W0.386137, d9W0.415399, d9W0.460704, d9W0.526757, d9W0.620914, d9W0.754545, d9W0.469423, d9W0.475142, d9W0.49581, d9W0.533383, d9W0.591555, d9W0.67637, d9W0.79727, d9W0.64464, d9W0.61392, d9W0.602752, d9W0.610095, d9W0.636633, d9W0.684877, d9W0.759572, d9W0.868476, d9W1, d9W0.896044, d9W0.827735, d9W0.788289, d9W0.773948, d9W0.783377, d9W0.817452, d9W0.8794, d9W0.97531, d10W0.904837, d10W0.598061, d10W0.820973, d10W0.446529, d10W0.576724, d10W0.767926, d10W0.376603, d10W0.457655, d10W0.573355, d10W0.740529, d10W0.358796, d10W0.410239, d10W0.483568, d10W0.58764, d10W0.736203, d10W0.386137, d10W0.415399, d10W0.460704, d10W0.526757, d10W0.620914, d10W0.754545, d10W0.469423, d10W0.475142, d10W0.49581, d10W0.533383, d10W0.591555, d10W0.67637, d10W0.79727, d10W0.64464, d10W0.61392, d10W0.602752, d10W0.610095, d10W0.636633, d10W0.684877, d10W0.759572, d10W0.868476, d10W1, d10W0.896044, d10W0.827735, d10W0.788289, d10W0.773948, d10W0.783377, d10W0.817452, d10W0.8794, d10W0.97531, d11W0.904837, d11W0.598061, d11W0.820973, d11W0.446529, d11W0.576724, d11W0.767926, d11W0.376603, d11W0.457655, d11W0.573355, d11W0.740529, d11W0.358796, d11W0.410239, d11W0.483568, d11W0.58764, d11W0.736203, d11W0.386137, d11W0.415399, d11W0.460704, d11W0.526757, d11W0.620914, d11W0.754545, d11W0.469423, d11W0.475142, d11W0.49581, d11W0.533383, d11W0.591555, d11W0.67637, d11W0.79727, d11W0.64464, d11W0.61392, d11W0.602752, d11W0.610095, d11W0.636633, d11W0.684877, d11W0.759572, d11W0.868476, d11W1, d11W0.896044, d11W0.827735, d11W0.788289, d11W0.773948, d11W0.783377, d11W0.817452, d11W0.8794, d11W0.97531, d12W0.904837, d12W0.598061, d12W0.820973, d12W0.446529, d12W0.576724, d12W0.767926, d12W0.376603, d12W0.457655, d12W0.573355, d12W0.740529, d12W0.358796, d12W0.410239, d12W0.483568, d12W0.58764, d12W0.736203, d12W0.386137, d12W0.415399, d12W0.460704, d12W0.526757, d12W0.620914, d12W0.754545, d12W0.469423, d12W0.475142, d12W0.49581, d12W0.533383, d12W0.591555, d12W0.67637, d12W0.79727, d12W0.64464, d12W0.61392, d12W0.602752, d12W0.610095, d12W0.636633, d12W0.684877, d12W0.759572, d12W0.868476, d12W1, d12W0.896044, d12W0.827735, d12W0.788289, d12W0.773948, d12W0.783377, d12W0.817452, d12W0.8794, d12W0.97531, d13W0.904837, d13W0.598061, d13W0.820973, d13W0.446529, d13W0.576724, d13W0.767926, d13W0.376603, d13W0.457655, d13W0.573355, d13W0.740529, d13W0.358796, d13W0.410239, d13W0.483568, d13W0.58764, d13W0.736203, d13W0.386137, d13W0.415399, d13W0.460704, d13W0.526757, d13W0.620914, d13W0.754545, d13W0.469423, d13W0.475142, d13W0.49581, d13W0.533383, d13W0.591555, d13W0.67637, d13W0.79727, d13W0.64464, d13W0.61392, d13W0.602752, d13W0.610095, d13W0.636633, d13W0.684877, d13W0.759572, d13W0.868476, d13W1, d13W0.896044, d13W0.827735, d13W0.788289, d13W0.773948, d13W0.783377, d13W0.817452, d13W0.8794, d13W0.97531, d14W0.904837, d14W0.598061, d14W0.820973, d14W0.446529, d14W0.576724, d14W0.767926, d14W0.376603, d14W0.457655, d14W0.573355, d14W0.740529, d14W0.358796, d14W0.410239, d14W0.483568, d14W0.58764, d14W0.736203, d14W0.386137, d14W0.415399, d14W0.460704, d14W0.526757, d14W0.620914, d14W0.754545, d14W0.469423, d14W0.475142, d14W0.49581, d14W0.533383, d14W0.591555, d14W0.67637, d14W0.79727, d14W0.64464, d14W0.61392, d14W0.602752, d14W0.610095, d14W0.636633, d14W0.684877, d14W0.759572, d14W0.868476, d14W1, d14W0.896044, d14W0.827735, d14W0.788289, d14W0.773948, d14W0.783377, d14W0.817452, d14W0.8794, d14W0.97531, d15W0.904837, d15W0.598061, d15W0.820973, d15W0.446529, d15W0.576724, d15W0.767926, d15W0.376603, d15W0.457655, d15W0.573355, d15W0.740529, d15W0.358796, d15W0.410239, d15W0.483568, d15W0.58764, d15W0.736203, d15W0.386137, d15W0.415399, d15W0.460704, d15W0.526757, d15W0.620914, d15W0.754545, d15W0.469423, d15W0.475142, d15W0.49581, d15W0.533383, d15W0.591555, d15W0.67637, d15W0.79727, d15W0.64464, d15W0.61392, d15W0.602752, d15W0.610095, d15W0.636633, d15W0.684877, d15W0.759572, d15W0.868476, d15W1, d15W0.896044, d15W0.827735, d15W0.788289, d15W0.773948, d15W0.783377, d15W0.817452, d15W0.8794, d15W0.97531, d16W0.904837, d16W0.598061, d16W0.820973, d16W0.446529, d16W0.576724, d16W0.767926, d16W0.376603, d16W0.457655, d16W0.573355, d16W0.740529, d16W0.358796, d16W0.410239, d16W0.483568, d16W0.58764, d16W0.736203, d16W0.386137, d16W0.415399, d16W0.460704, d16W0.526757, d16W0.620914, d16W0.754545, d16W0.469423, d16W0.475142, d16W0.49581, d16W0.533383, d16W0.591555, d16W0.67637, d16W0.79727, d16W0.64464, d16W0.61392, d16W0.602752, d16W0.610095, d16W0.636633, d16W0.684877, d16W0.759572, d16W0.868476, d16W1, d16W0.896044, d16W0.827735, d16W0.788289, d16W0.773948, d16W0.783377, d16W0.817452, d16W0.8794, d16W0.97531, d17W0.904837, d17W0.598061, d17W0.820973, d17W0.446529, d17W0.576724, d17W0.767926, d17W0.376603, d17W0.457655, d17W0.573355, d17W0.740529, d17W0.358796, d17W0.410239, d17W0.483568, d17W0.58764, d17W0.736203, d17W0.386137, d17W0.415399, d17W0.460704, d17W0.526757, d17W0.620914, d17W0.754545, d17W0.469423, d17W0.475142, d17W0.49581, d17W0.533383, d17W0.591555, d17W0.67637, d17W0.79727, d17W0.64464, d17W0.61392, d17W0.602752, d17W0.610095, d17W0.636633, d17W0.684877, d17W0.759572, d17W0.868476, d17W1, d17W0.896044, d17W0.827735, d17W0.788289, d17W0.773948, d17W0.783377, d17W0.817452, d17W0.8794, d17W0.97531, d18W0.904837, d18W0.598061, d18W0.820973, d18W0.446529, d18W0.576724, d18W0.767926, d18W0.376603, d18W0.457655, d18W0.573355, d18W0.740529, d18W0.358796, d18W0.410239, d18W0.483568, d18W0.58764, d18W0.736203, d18W0.386137, d18W0.415399, d18W0.460704, d18W0.526757, d18W0.620914, d18W0.754545, d18W0.469423, d18W0.475142, d18W0.49581, d18W0.533383, d18W0.591555, d18W0.67637, d18W0.79727, d18W0.64464, d18W0.61392, d18W0.602752, d18W0.610095, d18W0.636633, d18W0.684877, d18W0.759572, d18W0.868476, d18W1, d18W0.896044, d18W0.827735, d18W0.788289, d18W0.773948, d18W0.783377, d18W0.817452, d18W0.8794, d18W0.97531, d19W0.904837, d19W0.598061, d19W0.820973, d19W0.446529, d19W0.576724, d19W0.767926, d19W0.376603, d19W0.457655, d19W0.573355, d19W0.740529, d19W0.358796, d19W0.410239, d19W0.483568, d19W0.58764, d19W0.736203, d19W0.386137, d19W0.415399, d19W0.460704, d19W0.526757, d19W0.620914, d19W0.754545, d19W0.469423, d19W0.475142, d19W0.49581, d19W0.533383, d19W0.591555, d19W0.67637, d19W0.79727, d19W0.64464, d19W0.61392, d19W0.602752, d19W0.610095, d19W0.636633, d19W0.684877, d19W0.759572, d19W0.868476, d19W1, d19W0.896044, d19W0.827735, d19W0.788289, d19W0.773948, d19W0.783377, d19W0.817452, d19W0.8794, d19W0.97531, 
6, 1,1,1,1,1,1,1,1,1,0.88,0.08,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.88,0.1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.98,0.88,0.21,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9,0.13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.98,0.91,0.06,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.8,0.21,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.97,0.92,0.1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.91,0.15,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,15,9,5,10,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,
56, 1,1,1,1,1,1,1,1,0.94,0.33,0.04,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99,0.94,0.88,0.57,0.05,0.04,0.01,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.91,0.48,0.01,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.98,0.66,0.03,0.08,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99,0.9,0.5,0.01,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99,0.97,0.58,0.01,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99,0.92,0.71,0.14,0.02,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.98,0.76,0.14,0.02,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,17,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,2,0,0,3,2,2,0,0,0,6,4,3,0,0,1,2,1,3,2,0,0,0,0,1,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21,18,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,
