gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W0.9999, d0W0.858913, d0W0.996163, d0W0.987578, d0W0.984591, d0W0.999663, d1W0.9999, d1W0.858913, d1W0.996163, d1W0.987578, d1W0.984591, d1W0.999663, d2W0.9999, d2W0.858913, d2W0.996163, d2W0.987578, d2W0.984591, d2W0.999663, d3W0.9999, d3W0.858913, d3W0.996163, d3W0.987578, d3W0.984591, d3W0.999663, d4W0.9999, d4W0.858913, d4W0.996163, d4W0.987578, d4W0.984591, d4W0.999663, d5W0.9999, d5W0.858913, d5W0.996163, d5W0.987578, d5W0.984591, d5W0.999663, d6W0.9999, d6W0.858913, d6W0.996163, d6W0.987578, d6W0.984591, d6W0.999663, d7W0.9999, d7W0.858913, d7W0.996163, d7W0.987578, d7W0.984591, d7W0.999663, d8W0.9999, d8W0.858913, d8W0.996163, d8W0.987578, d8W0.984591, d8W0.999663, d9W0.9999, d9W0.858913, d9W0.996163, d9W0.987578, d9W0.984591, d9W0.999663, d10W0.9999, d10W0.858913, d10W0.996163, d10W0.987578, d10W0.984591, d10W0.999663, d11W0.9999, d11W0.858913, d11W0.996163, d11W0.987578, d11W0.984591, d11W0.999663, d12W0.9999, d12W0.858913, d12W0.996163, d12W0.987578, d12W0.984591, d12W0.999663, d13W0.9999, d13W0.858913, d13W0.996163, d13W0.987578, d13W0.984591, d13W0.999663, d14W0.9999, d14W0.858913, d14W0.996163, d14W0.987578, d14W0.984591, d14W0.999663, d15W0.9999, d15W0.858913, d15W0.996163, d15W0.987578, d15W0.984591, d15W0.999663, d16W0.9999, d16W0.858913, d16W0.996163, d16W0.987578, d16W0.984591, d16W0.999663, d17W0.9999, d17W0.858913, d17W0.996163, d17W0.987578, d17W0.984591, d17W0.999663, d18W0.9999, d18W0.858913, d18W0.996163, d18W0.987578, d18W0.984591, d18W0.999663, d19W0.9999, d19W0.858913, d19W0.996163, d19W0.987578, d19W0.984591, d19W0.999663, d20W0.9999, d20W0.858913, d20W0.996163, d20W0.987578, d20W0.984591, d20W0.999663, d21W0.9999, d21W0.858913, d21W0.996163, d21W0.987578, d21W0.984591, d21W0.999663, d22W0.9999, d22W0.858913, d22W0.996163, d22W0.987578, d22W0.984591, d22W0.999663, d23W0.9999, d23W0.858913, d23W0.996163, d23W0.987578, d23W0.984591, d23W0.999663, d24W0.9999, d24W0.858913, d24W0.996163, d24W0.987578, d24W0.984591, d24W0.999663, d25W0.9999, d25W0.858913, d25W0.996163, d25W0.987578, d25W0.984591, d25W0.999663, d26W0.9999, d26W0.858913, d26W0.996163, d26W0.987578, d26W0.984591, d26W0.999663, d27W0.9999, d27W0.858913, d27W0.996163, d27W0.987578, d27W0.984591, d27W0.999663, d28W0.9999, d28W0.858913, d28W0.996163, d28W0.987578, d28W0.984591, d28W0.999663, d29W0.9999, d29W0.858913, d29W0.996163, d29W0.987578, d29W0.984591, d29W0.999663, d30W0.9999, d30W0.858913, d30W0.996163, d30W0.987578, d30W0.984591, d30W0.999663, d31W0.9999, d31W0.858913, d31W0.996163, d31W0.987578, d31W0.984591, d31W0.999663, d32W0.9999, d32W0.858913, d32W0.996163, d32W0.987578, d32W0.984591, d32W0.999663, d33W0.9999, d33W0.858913, d33W0.996163, d33W0.987578, d33W0.984591, d33W0.999663, d34W0.9999, d34W0.858913, d34W0.996163, d34W0.987578, d34W0.984591, d34W0.999663, d35W0.9999, d35W0.858913, d35W0.996163, d35W0.987578, d35W0.984591, d35W0.999663, d36W0.9999, d36W0.858913, d36W0.996163, d36W0.987578, d36W0.984591, d36W0.999663, d37W0.9999, d37W0.858913, d37W0.996163, d37W0.987578, d37W0.984591, d37W0.999663, d38W0.9999, d38W0.858913, d38W0.996163, d38W0.987578, d38W0.984591, d38W0.999663, d39W0.9999, d39W0.858913, d39W0.996163, d39W0.987578, d39W0.984591, d39W0.999663, 
6, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.859,0.202,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.989,0.85,0.2,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,491,0,9,0,0,0,352,6,88,8,9,37,14,7,11,279,133,56,0,0,0,487,11,2,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989,0.992,0.972,0.99,0.982,0.938,0.891,0.716,0.544,0.391,0.214,0.063,0.016,0.006,0,0.005,0.014,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.98,0.996,0.988,0.977,0.928,0.899,0.905,0.76,0.506,0.334,0.228,0.101,0.042,0.05,0.037,0.028,0.001,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,498,0,2,0,0,0,469,0,30,0,0,1,487,0,13,0,0,0,457,0,43,0,0,0,477,1,22,0,0,0,424,2,70,0,0,4,349,5,137,0,0,9,306,8,160,0,5,21,167,33,199,2,32,67,45,44,128,25,122,136,19,48,63,96,194,80,1,31,22,174,212,60,0,4,0,373,110,13,0,1,0,429,68,2,0,0,0,443,56,1,0,0,0,470,30,0,0,0,0,468,32,0,0,0,0,488,12,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
1006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.997,0.98,0.938,0.921,0.928,0.835,0.718,0.59,0.361,0.197,0.071,0.015,0.014,0.001,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.993,0.989,0.942,0.907,0.902,0.895,0.803,0.707,0.526,0.297,0.156,0.062,0.023,0.017,0.051,0.009,0.008,0.042,0.026,0.01,0.025,0.001,0.001,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,496,0,4,0,0,0,494,0,5,0,0,1,484,0,16,0,0,0,421,4,68,0,0,7,381,1,110,0,2,6,345,6,136,0,0,13,344,4,138,0,0,14,208,35,206,0,7,44,141,38,198,5,30,88,53,56,130,13,113,135,7,41,61,122,192,77,1,21,8,234,197,39,0,2,0,374,117,7,0,0,0,467,33,0,0,0,0,469,31,0,0,2,0,463,35,0,0,0,0,490,10,0,0,0,0,486,14,0,0,0,0,459,41,0,0,0,0,476,24,0,0,1,0,484,15,0,0,0,0,477,23,0,0,0,0,498,2,0,0,0,0,500,0,0,
1506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.985,0.974,0.979,0.996,0.976,0.923,0.94,0.953,0.949,0.889,0.846,0.718,0.43,0.248,0.159,0.062,0.041,0.013,0.007,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,1,0.994,0.975,0.977,0.946,0.909,0.864,0.663,0.349,0.21,0.118,0.05,0.029,0.009,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,492,0,8,0,0,0,481,0,19,0,0,0,469,2,29,0,0,0,485,1,14,0,0,0,492,0,8,0,0,0,469,0,31,0,0,0,419,0,80,0,0,1,425,1,73,0,0,1,445,1,53,0,0,1,400,3,86,0,0,11,327,11,142,0,2,18,266,14,174,1,6,39,123,39,193,5,38,102,14,46,72,71,189,108,4,37,12,186,195,66,0,12,3,281,179,25,0,2,0,403,89,6,0,0,0,440,57,3,0,0,0,481,19,0,0,0,0,492,8,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,
2006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,1,1,0.993,0.963,0.987,0.968,0.937,0.858,0.785,0.543,0.293,0.239,0.111,0.03,0.035,0.006,0.014,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.972,0.973,0.926,0.944,0.857,0.789,0.52,0.291,0.154,0.07,0.04,0.024,0.029,0.002,0.001,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,499,0,1,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,487,0,13,0,0,0,446,2,47,0,0,5,458,0,42,0,0,0,398,2,96,0,0,4,390,5,94,0,2,9,285,15,166,0,5,29,178,25,198,2,22,75,42,61,130,22,125,120,6,36,47,130,195,86,1,32,15,187,217,48,1,11,2,333,138,15,0,2,1,432,59,6,0,0,0,439,61,0,0,2,0,471,27,0,0,0,0,483,17,0,0,0,0,497,3,0,
2506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.975,0.922,0.908,0.869,0.756,0.514,0.299,0.182,0.067,0.028,0.004,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.988,0.995,0.969,0.97,0.998,0.97,0.944,0.925,0.85,0.743,0.52,0.252,0.131,0.094,0.056,0.017,0.04,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,491,0,9,0,0,0,495,0,5,0,0,0,467,0,33,0,0,0,471,1,28,0,0,0,492,0,8,0,0,0,439,1,60,0,0,0,373,1,112,0,0,14,340,8,138,0,0,14,284,7,178,0,8,23,159,31,187,3,34,86,45,53,138,38,106,120,8,21,36,152,205,78,0,20,5,261,185,29,0,6,0,351,127,16,0,1,0,419,76,4,0,2,0,476,22,0,0,1,0,452,46,1,
3006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.994,0.988,0.949,0.963,0.985,0.994,0.993,0.992,0.955,0.905,0.804,0.673,0.5,0.301,0.137,0.105,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.984,0.959,0.98,0.993,0.991,0.988,0.999,0.997,1,1,1,0.99,0.978,0.896,0.92,0.851,0.7,0.45,0.267,0.107,0.063,0.02,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,483,0,17,0,0,0,455,3,42,0,0,0,475,0,25,0,0,0,497,0,3,0,0,0,486,0,14,0,0,0,487,0,12,0,0,1,491,0,9,0,0,0,461,2,35,0,1,1,472,0,28,0,0,0,483,0,17,0,0,0,489,0,11,0,0,0,486,0,14,0,0,0,473,1,25,0,0,1,384,9,102,0,0,5,352,5,125,0,0,18,242,23,186,2,10,37,114,40,178,8,52,108,33,59,113,36,118,141,6,36,31,146,199,82,0,7,2,316,157,18,1,6,2,346,137,8,0,5,0,356,136,3,
3506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.983,0.965,0.977,0.981,0.994,0.99,0.995,0.999,0.99,0.984,0.939,0.919,0.821,0.788,0.674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.969,0.979,0.973,0.961,0.992,1,0.999,0.989,0.993,0.962,0.984,0.964,0.874,0.86,0.777,0.711,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,493,0,7,0,0,0,462,0,37,0,0,1,464,0,36,0,0,0,450,0,48,0,0,2,444,1,52,0,0,3,468,0,32,0,0,0,495,0,5,0,0,0,482,0,18,0,0,0,491,0,9,0,0,0,495,0,5,0,0,0,455,0,44,0,0,1,467,1,32,0,0,0,413,2,84,0,0,1,329,16,137,0,2,16,245,18,197,0,11,29,185,24,198,3,22,68,105,47,205,8,41,94,
4006, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.996,0.993,0.996,0.977,0.985,0.994,0.96,0.989,0.997,1,0.999,0.984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,499,0,1,0,0,0,494,0,6,0,0,0,489,0,11,0,0,0,497,0,3,0,0,0,474,0,26,0,0,0,485,0,15,0,0,0,496,0,4,0,0,0,463,4,33,0,0,0,490,0,10,0,0,0,497,0,3,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,481,2,17,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,
4506, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,
