gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, d20W, d21W, d22W, d23W, d24W, d25W, d26W, d27W, d28W, d29W, d30W, d31W, d32W, d33W, d34W, d35W, d36W, d37W, d38W, d39W, 
2, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.935,0.063,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.93,0.07,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
502, 1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.994,0.984,0.936,0.73,0.334,0.161,0.079,0.078,0.03,0.03,0.018,0.01,0,0,0.001,0.011,0.004,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.96,0.71,0.343,0.119,0.067,0.018,0.012,0.022,0.01,0.017,0.017,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1002, 1,1,1,1,1,1,1,1,1,1,1,0.986,0.813,0.396,0.203,0.124,0.069,0.029,0.045,0.031,0.027,0.009,0.017,0.035,0.009,0.007,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.993,0.989,0.967,0.759,0.356,0.141,0.061,0.021,0.003,0.031,0.021,0.009,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1502, 1,1,1,1,1,1,0.997,0.978,0.838,0.491,0.25,0.143,0.062,0.02,0.054,0.112,0.06,0.026,0.014,0.013,0,0,0,0,0,0,0,0,0,0,0.005,0.012,0.014,0.014,0,0,0,0,0,0,1,1,1,1,1,1,1,0.973,0.893,0.583,0.3,0.108,0.058,0.015,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2002, 1,1,1,0.998,0.977,0.907,0.564,0.33,0.165,0.126,0.042,0.016,0,0,0,0.015,0.028,0.04,0.007,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.014,0.005,0.01,0.006,0.01,0.002,0,1,1,1,0.995,0.984,0.871,0.536,0.234,0.093,0.02,0.028,0.014,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2502, 0.97,0.865,0.553,0.259,0.198,0.102,0.054,0.025,0.005,0.002,0.003,0.003,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0.832,0.446,0.289,0.11,0.093,0.025,0.006,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,0.988918,
3002, 0,0,0.004,0.002,0,0,0,0.007,0.022,0.044,0.008,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3502, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4002, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4502, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
