gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, d20W, d21W, d22W, d23W, d24W, d25W, d26W, d27W, d28W, d29W, d30W, d31W, d32W, d33W, d34W, d35W, d36W, d37W, d38W, d39W, 
2, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.933,0.054,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.937,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
502, 1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.983,0.974,0.928,0.869,0.827,0.79,0.639,0.444,0.306,0.13,0.143,0.079,0.047,0.017,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.997,0.999,0.986,0.98,0.991,0.997,0.981,0.922,0.854,0.864,0.72,0.635,0.484,0.353,0.247,0.221,0.137,0.076,0.012,0.001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1002, 1,1,1,1,1,1,1,1,0.996,0.979,0.985,0.994,0.981,0.989,0.98,0.967,0.907,0.877,0.79,0.672,0.505,0.368,0.311,0.235,0.135,0.077,0.068,0.048,0.028,0.024,0.03,0.004,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.991,0.99,0.957,0.95,0.947,0.883,0.829,0.907,0.798,0.71,0.574,0.442,0.328,0.188,0.119,0.072,0.041,0.042,0.023,0.005,0.019,0,0.001,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1502, 1,1,1,1,1,1,1,1,0.991,0.986,0.981,0.978,0.967,0.968,0.985,0.934,0.86,0.799,0.706,0.762,0.663,0.506,0.421,0.279,0.106,0.068,0.049,0.066,0.032,0.016,0.003,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.972,0.977,0.899,0.847,0.81,0.671,0.413,0.294,0.319,0.231,0.225,0.091,0.075,0.036,0.007,0,0,0,0.006,0.005,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2002, 1,1,1,1,1,1,1,1,1,1,1,1,0.985,0.931,0.92,0.882,0.849,0.87,0.727,0.649,0.519,0.447,0.306,0.216,0.108,0.039,0.018,0.011,0.034,0.033,0.003,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.997,1,0.98,0.979,0.939,0.925,0.927,0.944,0.908,0.88,0.828,0.763,0.7,0.616,0.41,0.313,0.182,0.098,0.034,0.017,0.008,0.014,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2502, 1,1,1,1,1,1,1,1,1,1,1,0.999,0.998,0.971,0.945,0.946,0.865,0.801,0.722,0.661,0.579,0.439,0.331,0.226,0.148,0.084,0.038,0.056,0.025,0.014,0,0.002,0.005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.994,0.972,0.98,0.999,0.994,0.95,0.917,0.839,0.802,0.748,0.629,0.521,0.424,0.209,0.117,0.037,0.009,0.01,0.002,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3002, 1,1,1,1,1,1,1,1,1,1,1,0.999,0.995,0.991,0.96,0.959,0.939,0.928,0.767,0.732,0.749,0.6,0.464,0.21,0.189,0.124,0.107,0.033,0.025,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.994,0.979,0.993,0.963,0.975,0.972,0.971,0.947,0.905,0.853,0.699,0.629,0.472,0.389,0.279,0.147,0.065,0.035,0.006,0,0.004,0.001,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3502, 1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.994,0.94,0.939,0.91,0.887,0.774,0.71,0.647,0.411,0.371,0.322,0.177,0.136,0.072,0.032,0.076,0.017,0,0.007,0.006,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.999,0.998,0.984,0.921,0.87,0.896,0.925,0.852,0.79,0.593,0.533,0.401,0.324,0.253,0.2,0.185,0.065,0.088,0.014,0.002,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4002, 1,1,1,1,1,1,1,1,1,1,1,0.998,0.999,0.987,0.967,0.965,0.929,0.928,0.849,0.797,0.663,0.609,0.452,0.212,0.122,0.064,0.034,0.019,0.001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.967,0.978,0.877,0.8,0.711,0.648,0.574,0.37,0.35,0.289,0.208,0.088,0.033,0.054,0.028,0,0.001,0.009,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4502, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.984,0.937,0.793,0.808,0.669,0.652,0.535,0.499,0.401,0.246,0.16,0.11,0.017,0.013,0.017,0.008,0.007,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.963,0.897,0.83,0.793,0.657,0.568,0.42,0.353,0.277,0.179,0.061,0.06,0.025,0.042,0.023,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
