gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, d20W, d21W, d22W, d23W, d24W, d25W, d26W, d27W, d28W, d29W, d30W, d31W, d32W, d33W, d34W, d35W, d36W, d37W, d38W, d39W, 
2, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.981,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.981,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
502, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.97,0.86,0.671,0.549,0.229,0.362,0.132,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.978,0.936,0.746,0.757,0.669,0.335,0.12,0.062,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1002, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.963,0.787,0.691,0.48,0.387,0.066,0.017,0.013,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.973,0.925,0.855,0.843,0.541,0.396,0.268,0.06,0.053,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1502, 1,1,1,1,1,1,1,1,1,1,1,0.999,0.985,0.98,0.823,0.589,0.5,0.336,0.296,0.347,0.38,0.058,0.045,0.03,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.985,0.851,0.789,0.691,0.665,0.392,0.549,0.427,0.602,0.585,0.307,0.068,0.017,0.003,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2002, 1,1,1,1,1,1,1,1,1,1,1,0.985,0.926,0.887,0.431,0.509,0.461,0.281,0.18,0.146,0.056,0.084,0.032,0.02,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.988,0.946,0.848,0.894,0.777,0.7,0.52,0.431,0.46,0.463,0.562,0.282,0.212,0.2,0.055,0.196,0.065,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2502, 1,1,1,1,1,1,1,1,1,0.976,0.989,0.976,0.856,0.81,0.549,0.324,0.156,0.164,0.333,0.392,0.344,0.568,0.332,0.129,0.163,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.981,0.92,0.898,0.769,0.714,0.697,0.646,0.454,0.537,0.48,0.414,0.568,0.257,0.12,0.118,0.065,0.104,0.06,0.029,0.017,0.004,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3002, 1,1,1,1,1,1,1,1,1,0.997,0.921,0.881,0.898,0.92,0.786,0.554,0.313,0.258,0.316,0.274,0.203,0.375,0.302,0.326,0.178,0.096,0.058,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.976,0.974,0.855,0.733,0.663,0.366,0.309,0.206,0.21,0.215,0.152,0.333,0.312,0.312,0.346,0.323,0.166,0.087,0.074,0.057,0.065,0.004,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3502, 1,1,1,1,1,1,1,1,1,1,1,1,0.966,0.868,0.855,0.792,0.866,0.763,0.545,0.493,0.291,0.194,0.256,0.235,0.196,0.15,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.998,0.985,0.927,0.919,0.661,0.644,0.681,0.457,0.25,0.483,0.388,0.354,0.441,0.477,0.514,0.383,0.234,0.144,0.095,0.219,0.199,0.162,0.18,0.084,0.005,0.006,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4002, 1,1,1,1,1,1,1,1,1,1,1,1,0.979,0.954,0.874,0.812,0.553,0.375,0.303,0.36,0.196,0.254,0.082,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.987,0.991,0.901,0.905,0.791,0.632,0.651,0.586,0.451,0.657,0.413,0.352,0.352,0.32,0.25,0.176,0.224,0.122,0.109,0.05,0.122,0.086,0.093,0.215,0.278,0.115,0.11,0.036,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4502, 1,1,1,1,1,1,1,1,1,0.99,0.987,0.938,0.982,0.936,0.87,0.608,0.749,0.338,0.259,0.461,0.288,0.198,0.287,0.322,0.172,0.21,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.996,0.955,1,0.964,0.857,0.838,0.841,0.629,0.397,0.662,0.54,0.477,0.371,0.447,0.456,0.297,0.332,0.314,0.102,0.221,0.272,0.202,0.042,0.036,0.009,0.004,0.058,0.078,0.051,0.006,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
