gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, d20W, d21W, d22W, d23W, d24W, d25W, d26W, d27W, d28W, d29W, d30W, d31W, d32W, d33W, d34W, d35W, d36W, d37W, d38W, d39W, 
2, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.973,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.974,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
502, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.959,0.944,0.921,0.655,0.305,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.986,0.882,0.82,0.529,0.237,0.078,0.051,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1002, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987,0.958,0.91,0.642,0.242,0.121,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.974,0.891,0.617,0.332,0.349,0.122,0.031,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1502, 1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.991,0.934,0.924,0.775,0.77,0.442,0.409,0.144,0.053,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.982,0.979,0.882,0.818,0.253,0.224,0.104,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2002, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989,0.934,0.854,0.789,0.692,0.598,0.149,0.024,0.006,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.995,0.96,0.86,0.8,0.533,0.455,0.079,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2502, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993,0.936,0.899,0.885,0.475,0.374,0.208,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.987,0.98,0.992,0.887,0.849,0.765,0.591,0.464,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3002, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979,0.874,0.967,0.939,0.938,0.64,0.36,0.154,0.033,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978,0.956,0.639,0.346,0.046,0.014,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3502, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.98,0.927,0.793,0.479,0.216,0.059,0.022,0.042,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997,0.963,0.997,1,0.985,0.969,0.776,0.6,0.263,0.034,0.022,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4002, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.902,0.826,0.702,0.373,0.224,0.118,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.96,0.782,0.698,0.308,0.125,0.029,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4502, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.946,0.77,0.578,0.242,0.099,0.031,0.003,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.813,0.884,0.603,0.213,0.06,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
