gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, d20W, d21W, d22W, d23W, d24W, d25W, d26W, d27W, d28W, d29W, d30W, d31W, d32W, d33W, d34W, d35W, d36W, d37W, d38W, d39W, 
2, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.907,0.053,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.923,0.05,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
502, 1,1,1,1,1,1,1,1,1,1,0.999,0.998,0.991,0.974,0.936,0.937,0.92,0.897,0.763,0.705,0.436,0.338,0.229,0.138,0.091,0.055,0.041,0.027,0.052,0.009,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.997,0.983,0.953,0.949,0.96,0.978,0.948,0.888,0.785,0.635,0.653,0.459,0.338,0.327,0.162,0.09,0.085,0.023,0.019,0.011,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1002, 1,1,1,1,1,1,1,1,0.991,0.995,0.978,0.972,0.936,0.906,0.923,0.861,0.845,0.769,0.632,0.547,0.358,0.291,0.203,0.098,0.074,0.049,0.061,0.067,0.01,0.001,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.995,0.97,0.993,0.983,0.969,0.855,0.778,0.702,0.655,0.513,0.414,0.245,0.239,0.144,0.073,0.035,0.034,0.007,0.022,0.003,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1502, 1,1,1,1,1,1,1,1,1,0.996,0.988,0.889,0.912,0.917,0.936,0.919,0.868,0.706,0.635,0.622,0.392,0.35,0.378,0.227,0.156,0.061,0.067,0.059,0.022,0.007,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.991,0.987,0.965,0.877,0.801,0.827,0.72,0.553,0.505,0.313,0.278,0.226,0.243,0.178,0.1,0.054,0.027,0.004,0.008,0.001,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2002, 1,1,1,1,1,1,1,0.998,0.994,0.984,0.953,0.896,0.904,0.903,0.901,0.842,0.848,0.725,0.665,0.464,0.339,0.214,0.181,0.156,0.107,0.072,0.034,0.003,0.003,0.002,0,0,0,0.002,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.997,0.98,0.958,0.906,0.878,0.866,0.804,0.692,0.642,0.575,0.444,0.284,0.22,0.222,0.211,0.149,0.109,0.051,0.027,0.01,0.003,0.003,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2502, 1,1,1,1,1,1,1,0.999,0.991,0.986,0.997,0.977,0.976,0.965,0.881,0.826,0.711,0.579,0.424,0.297,0.188,0.109,0.053,0.041,0.04,0.038,0.02,0.022,0.002,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.992,0.971,0.98,0.896,0.888,0.785,0.59,0.426,0.167,0.159,0.119,0.063,0.033,0.007,0,0.01,0.008,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3002, 1,1,1,1,1,1,1,1,1,0.996,0.988,0.975,0.96,0.926,0.841,0.792,0.711,0.521,0.527,0.423,0.34,0.265,0.127,0.139,0.112,0.039,0.012,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.996,0.985,0.962,0.904,0.911,0.808,0.659,0.599,0.549,0.488,0.403,0.394,0.258,0.163,0.071,0.08,0.046,0.032,0.003,0.005,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3502, 1,1,1,1,1,1,1,1,1,1,0.999,1,0.994,0.958,0.904,0.9,0.78,0.734,0.684,0.514,0.368,0.33,0.228,0.12,0.101,0.076,0.035,0.024,0.026,0.016,0.002,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.985,0.976,0.962,0.949,0.943,0.946,0.878,0.839,0.744,0.631,0.589,0.501,0.335,0.265,0.207,0.134,0.06,0.026,0.007,0.016,0.03,0.003,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4002, 1,1,1,1,1,1,1,1,0.997,0.996,1,0.991,0.99,0.962,0.918,0.827,0.735,0.693,0.555,0.534,0.415,0.327,0.336,0.197,0.1,0.071,0.066,0.033,0.074,0.025,0.013,0.008,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.939,0.897,0.761,0.691,0.57,0.44,0.51,0.422,0.387,0.227,0.182,0.14,0.069,0.059,0.033,0.037,0.004,0,0,0.003,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4502, 1,1,1,1,1,1,1,0.999,0.991,0.994,0.989,0.965,0.925,0.904,0.905,0.86,0.771,0.75,0.668,0.604,0.538,0.381,0.261,0.171,0.084,0.067,0.033,0.025,0.015,0.019,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.998,0.981,0.991,0.964,0.951,0.943,0.797,0.798,0.735,0.701,0.654,0.432,0.378,0.395,0.265,0.166,0.082,0.052,0.043,0.055,0.025,0.012,0.02,0.003,0.001,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
