gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d20l0, d21l0, d22l0, d23l0, d24l0, d25l0, d26l0, d27l0, d28l0, d29l0, d30l0, d31l0, d32l0, d33l0, d34l0, d35l0, d36l0, d37l0, d38l0, d39l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d20l1, d21l1, d22l1, d23l1, d24l1, d25l1, d26l1, d27l1, d28l1, d29l1, d30l1, d31l1, d32l1, d33l1, d34l1, d35l1, d36l1, d37l1, d38l1, d39l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, d20W, d21W, d22W, d23W, d24W, d25W, d26W, d27W, d28W, d29W, d30W, d31W, d32W, d33W, d34W, d35W, d36W, d37W, d38W, d39W, 
2, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.896,0.079,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.901,0.076,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
502, 1,1,1,1,1,1,0.994,0.966,0.932,0.979,0.995,0.993,0.989,0.959,0.896,0.842,0.836,0.73,0.655,0.594,0.423,0.363,0.337,0.26,0.155,0.12,0.081,0.051,0.026,0.051,0.028,0.021,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.994,0.98,0.986,0.997,0.993,0.981,0.8,0.752,0.749,0.577,0.475,0.467,0.335,0.201,0.077,0.059,0.063,0.024,0.009,0.016,0.015,0.012,0.026,0.001,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1002, 1,1,1,0.992,0.984,0.979,0.985,0.951,0.942,0.931,0.925,0.822,0.791,0.721,0.72,0.706,0.65,0.514,0.489,0.404,0.417,0.351,0.316,0.23,0.114,0.146,0.124,0.164,0.064,0.032,0.045,0.01,0.002,0,0.029,0.015,0.002,0,0,0,1,1,1,1,1,1,0.991,0.975,0.961,0.94,0.921,0.911,0.858,0.806,0.771,0.731,0.691,0.673,0.525,0.425,0.361,0.262,0.288,0.215,0.139,0.091,0.074,0.016,0.002,0.004,0.001,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1502, 1,1,1,0.99,0.986,0.951,0.96,0.925,0.917,0.908,0.879,0.855,0.885,0.862,0.804,0.614,0.518,0.447,0.305,0.203,0.2,0.199,0.169,0.192,0.189,0.192,0.173,0.167,0.154,0.053,0.022,0.017,0.015,0.008,0.006,0,0,0,0,0,1,1,1,0.994,0.94,0.878,0.918,0.882,0.946,0.921,0.848,0.77,0.786,0.771,0.748,0.645,0.535,0.418,0.396,0.244,0.275,0.272,0.232,0.14,0.134,0.211,0.098,0.039,0.008,0.002,0,0.003,0.029,0.032,0.014,0.057,0.01,0.001,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2002, 0.995,0.992,0.981,0.897,0.843,0.918,0.902,0.839,0.831,0.789,0.764,0.735,0.744,0.832,0.825,0.624,0.58,0.519,0.49,0.381,0.216,0.161,0.156,0.2,0.115,0.095,0.078,0.105,0.109,0.047,0.065,0.038,0.031,0.011,0.038,0.004,0,0,0,0,0.979,0.953,0.96,0.955,0.925,0.93,0.931,0.934,0.895,0.958,0.9,0.854,0.83,0.807,0.838,0.792,0.694,0.617,0.517,0.512,0.448,0.253,0.216,0.161,0.14,0.145,0.073,0.062,0.033,0.031,0.017,0,0,0.003,0.006,0.001,0.008,0.006,0.045,0.074,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,
2502, 0.879,0.868,0.852,0.848,0.926,0.917,0.944,0.915,0.866,0.838,0.919,0.81,0.763,0.703,0.649,0.563,0.512,0.497,0.472,0.337,0.39,0.248,0.22,0.2,0.171,0.079,0.045,0.034,0.073,0.093,0.016,0.032,0.025,0.099,0.098,0.108,0.036,0.029,0.028,0.014,1,1,0.971,0.966,0.956,0.972,0.963,0.976,0.962,0.889,0.904,0.912,0.909,0.858,0.781,0.702,0.575,0.539,0.511,0.561,0.562,0.434,0.395,0.373,0.225,0.173,0.158,0.112,0.105,0.116,0.075,0.069,0.023,0.016,0.041,0.025,0.068,0.106,0.205,0.18,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,0.999928,
3002, 0.947,0.917,0.949,0.952,0.956,0.941,0.901,0.888,0.882,0.81,0.834,0.856,0.877,0.752,0.717,0.589,0.48,0.286,0.348,0.209,0.14,0.174,0.183,0.23,0.275,0.148,0.209,0.097,0.068,0.048,0.041,0.064,0.048,0.029,0.079,0.063,0.091,0.057,0.044,0.076,0.959,0.984,0.997,0.984,0.944,0.965,0.962,0.976,0.951,0.913,0.958,0.943,0.887,0.832,0.777,0.799,0.626,0.592,0.456,0.35,0.338,0.346,0.277,0.237,0.157,0.135,0.062,0.084,0.075,0.081,0.161,0.133,0.107,0.127,0.093,0.096,0.089,0.039,0.02,0.008,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,
3502, 0.785,0.793,0.764,0.69,0.742,0.732,0.691,0.79,0.704,0.757,0.787,0.775,0.804,0.715,0.691,0.63,0.637,0.527,0.483,0.55,0.515,0.396,0.404,0.406,0.312,0.233,0.143,0.133,0.107,0.039,0.067,0.053,0.045,0.007,0.03,0.04,0.036,0.037,0.034,0.065,0.98,0.996,0.993,0.966,0.974,0.987,0.994,0.965,0.92,0.906,0.917,0.871,0.798,0.67,0.623,0.63,0.637,0.682,0.569,0.504,0.404,0.336,0.298,0.252,0.219,0.25,0.239,0.309,0.242,0.136,0.122,0.136,0.063,0.02,0.041,0.022,0.036,0.048,0.079,0.114,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,0.999859,
4002, 0.942,0.95,0.903,0.896,0.934,0.896,0.846,0.817,0.878,0.824,0.827,0.855,0.731,0.637,0.555,0.51,0.537,0.588,0.425,0.359,0.35,0.379,0.348,0.346,0.398,0.267,0.189,0.149,0.099,0.109,0.094,0.114,0.066,0.079,0.016,0.003,0.002,0,0,0,1,1,1,1,1,0.998,0.99,0.97,0.929,0.907,0.887,0.878,0.83,0.874,0.751,0.849,0.802,0.744,0.614,0.575,0.438,0.389,0.374,0.3,0.27,0.29,0.145,0.133,0.118,0.047,0.084,0.092,0.099,0.038,0.072,0.05,0.099,0.072,0.048,0.042,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,0.999981,
4502, 0.998,0.999,0.958,0.866,0.95,0.906,0.92,0.888,0.897,0.747,0.826,0.827,0.753,0.572,0.597,0.541,0.502,0.512,0.353,0.289,0.253,0.237,0.181,0.11,0.054,0.012,0.007,0.003,0.004,0.003,0,0.005,0.011,0.025,0.027,0.019,0.015,0.03,0.002,0.001,1,1,1,0.997,0.997,0.976,0.929,0.928,0.89,0.835,0.746,0.678,0.768,0.786,0.71,0.524,0.462,0.524,0.506,0.396,0.405,0.353,0.252,0.22,0.156,0.224,0.194,0.211,0.131,0.136,0.139,0.177,0.202,0.112,0.075,0.066,0.108,0.087,0.079,0.067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
